"Worm Data","Position (um) of Centroid"
"Sequence","test_test60001.avi"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y"
144715,4823.8,139.92147783738088,1663.5549268257537,383.9832097013284,1402.1031464878251,93.00961910272312,1401.1808965483024,186.61474668677158,1704.7502893539304
144716,4823.833333333333,139.58456932969,1663.6180882148847,384.31427124778395,1402.9005977224372,93.00160601451068,1401.176047719349,186.13349664460512,1704.4112109941818
144717,4823.866666666667,140.26174031333048,1663.9710441852835,383.2325734488071,1404.6660698024018,93.76235848690534,1400.9797842530397,186.05775843239178,1704.5288884740426
144718,4823.9,140.08153292560613,1664.138544890383,382.3168506193031,1406.8357161881554,93.74685299226101,1400.9748798668713,186.0950606455498,1704.4828350179564
144719,4823.933333333333,142.31941592650224,1665.3240739061766,381.60287658919486,1408.6436664686953,93.25724548522412,1401.2729617516125,186.0996210035322,1704.4775261689192
144720,4823.966666666666,142.00232911839825,1664.9508590409066,381.24673058145385,1409.4230283426514,93.37779277906057,1400.830490894722,186.117471091471,1704.4460291337355
144721,4824,142.29216368055015,1665.3549379420429,381.727457881164,1410.6780915014347,93.07193659325125,1401.2143796476248,186.1165266934257,1704.438458426086
144722,4824.033333333333,140.3123834017883,1663.1995660915013,381.3341938205144,1410.8348578446175,93.1370431356283,1400.7721340112148,186.12422514576835,1704.4202073768151
144723,4824.066666666667,140.02739107600436,1662.8041698868442,382.3214531291813,1411.1328945849518,93.03148609033514,1401.224917596866,185.59619632877346,1704.157181803232
144724,4824.1,140.36332802078323,1663.1588272648828,381.9529686353779,1410.3313317010109,93.01037675332154,1401.2354892804437,186.03728988995627,1704.5584712601378
144725,4824.133333333333,140.35319304658051,1663.1671939894006,382.9174802936063,1408.4588286557532,93.06855119505367,1400.7880933761792,186.04779832193407,1704.5530780866816
144726,4824.166666666667,140.04858599280377,1662.786103794469,382.5720347996434,1406.4811496168609,93.09500502306201,1400.7985668092056,186.04262068779423,1704.5734200043582
144727,4824.2,140.33276301806862,1663.2035413501962,383.8966397676236,1405.052037198339,93.08033273562366,1400.8068432551786,186.061311007604,1704.5660671962896
144728,4824.233333333334,140.07341735239726,1662.7835479934522,384.38781407233415,1403.6128015392787,92.96262646822946,1401.2577054980316,186.05868914112958,1704.5896082107652
144729,4824.266666666666,139.33476118851016,1662.1366176246552,385.2451100559922,1402.4081666042273,93.01485513069741,1401.2759333733975,186.05637425108435,1704.6341261037294
144730,4824.3,139.98314352650095,1662.8774320926234,385.60708473824764,1401.606108342598,93.26306751262987,1400.8752036342985,187.57254402219317,1705.6055920501035
144731,4824.333333333333,140.30056628923253,1663.268200531637,386.81128577744647,1402.110977163659,93.52784764280516,1400.9789992857668,187.12951594332208,1705.20478248574
144732,4824.366666666667,139.98284606715723,1662.9187045056049,386.53193746063016,1403.5255597356684,93.72478554212317,1401.0557829590866,188.54988486082976,1706.2812857565277
144733,4824.4,140.01060995420033,1662.8958476953558,385.82491028055654,1404.4693472871063,93.83291668543968,1401.0986588545243,188.0814326679352,1705.9199340698356
144734,4824.433333333333,139.68141079475436,1662.5367642643537,385.51699563300326,1407.5738268204905,93.34217373614183,1400.9273686172796,188.6105688867137,1706.1680740701204
