"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","24-Sept-24.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 "
87064,2902.1,-6.135438555973313,,86.1819526595216
87065,2902.133333333333,-12.240865329684816,,85.83073241381396
87066,2902.1666666666665,-12.240865329684816,,84.98025661397197
87067,2902.2,-11.172340178684987,,86.03636735682417
87068,2902.233333333333,-6.587293965421376,,86.24650765203138
87069,2902.2666666666664,-6.894531344287882,,86.9307633206646
87070,2902.3,-5.700630892561769,,84.77588284571651
87071,2902.3333333333335,-5.530594980465145,,86.3724471350243
87072,2902.366666666667,-5.220453380534732,,86.34771756370671
87073,2902.4,-2.873210512606758,,86.46367219209259
87074,2902.4333333333334,-2.27431600720449,,87.70843393503282
87075,2902.4666666666667,-2.215562287763681,,86.55907124648577
87076,2902.5,3.6655005653291646,,85.24861720044117
87077,2902.5333333333333,1.2693469288929171,,86.4716448508119
87078,2902.5666666666666,5.202522002908392,,86.75811079114474
87079,2902.6,6.734393229398714,,85.83550930551107
87080,2902.633333333333,2.7575945895820224,,87.24697190074988
87081,2902.6666666666665,6.118600183867013,,85.41629892054024
87082,2902.7,6.118600183867013,,85.43902926457729
87083,2902.733333333333,6.118600183867013,,87.0489358868247
87084,2902.7666666666664,8.971314158149491,,86.18177128906252
87085,2902.8,9.018671542537524,,86.08326985288416
87086,2902.8333333333335,9.500121348255425,,88.10185970859995
87087,2902.866666666667,14.8368571030185,,87.53998793346233
87088,2902.9,18.66787715414403,,86.93454672039674
87089,2902.9333333333334,15.891824359447455,,86.29150371967839
87090,2902.9666666666667,17.987105774812363,,86.13601002166585
87091,2903,21.053123329016618,,87.69360920671491
87092,2903.0333333333333,24.21772421685609,,83.80378997231409
87093,2903.0666666666666,26.370854078034828,,81.11224854353924
87094,2903.1,26.077998467235695,,81.05890892076033
87095,2903.133333333333,27.24688810756218,,81.25045041391603
87096,2903.1666666666665,27.0159370093357,,84.34546883957674
87097,2903.2,28.906873436047196,,84.050351582056
87098,2903.233333333333,28.845027384889068,,82.18884126219407
87099,2903.2666666666664,26.33958916975786,,81.40619268614428
87100,2903.3,28.772563326350916,,82.93124843377113
87101,2903.3333333333335,28.49537674673681,,83.50658153349613
87102,2903.366666666667,28.735884872744936,,81.11208159364772
87103,2903.4,23.83514514826353,,80.32462381487527
87104,2903.4333333333334,23.83514514826353,,80.32170289695868
87105,2903.4666666666667,24.66457792783856,,80.79030140034764
87106,2903.5,24.799601967243284,,80.159256039741
87107,2903.5333333333333,27.36967341527205,,80.289186529962
87108,2903.5666666666666,29.016809902706584,,80.34606022902321
87109,2903.6,28.325569654241605,,80.69705428613344
87110,2903.633333333333,27.848795434454406,,80.2755232968141
87111,2903.6666666666665,27.564581675630244,,80.27119295146045
87112,2903.7,25.13953180107642,,82.61336389374179
87113,2903.733333333333,25.28350327623562,,80.38966479008272
87114,2903.7666666666664,20.94583487624014,,79.87210347876115
87115,2903.8,21.1724653496207,,80.21613086792486
87116,2903.8333333333335,20.70588657731226,,79.99992557687844
87117,2903.866666666667,13.537293362746633,,80.38800575157056
