"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","test_test70001.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 "
127788,4259.566666666667,,,74.49087325688978
127789,4259.6,,,42.937297680880775
127790,4259.633333333333,,,-1.9154835512074144
127791,4259.666666666667,,,-29.999190204170286
127792,4259.7,,,-65.54567548572699
127793,4259.733333333334,,,-78.39287882107946
127794,4259.766666666666,,,-77.06223687580774
127795,4259.8,,,-41.22415084230764
127796,4259.833333333333,,,-8.913836259114552
127797,4259.866666666667,,,18.54128768173669
127798,4259.9,,,51.14657124805137
127799,4259.933333333333,,,88.51045043712578
127800,4259.966666666666,,,93.11072078318321
127801,4260,,,85.189188703557
127802,4260.033333333333,,,43.80497252130719
127803,4260.066666666667,,,8.984160216668466
127804,4260.1,,,-25.041324496486737
127805,4260.133333333333,,,-42.644136568606235
127806,4260.166666666667,,,-67.779737621815
127807,4260.2,,,-67.71037133789433
127808,4260.233333333334,,,-40.96578751310617
127809,4260.266666666666,,,4.108965888173973
127810,4260.3,,,28.76584174554059
127811,4260.333333333333,,,72.1103517324416
127812,4260.366666666667,,,79.36964118173762
127813,4260.4,,,95.85665301215859
127814,4260.433333333333,,,86.9001393150855
127815,4260.466666666666,,,59.752306063386285
127816,4260.5,,,21.880730608696485
127817,4260.533333333333,,,-11.02575945411938
127818,4260.566666666667,,,-48.214641308674565
127819,4260.6,,,-71.07533541647874
127820,4260.633333333333,,,-81.07725350505811
127821,4260.666666666667,,,-74.31297232810249
127822,4260.7,,,-41.29918713482632
127823,4260.733333333334,,,-16.544001130760922
127824,4260.766666666666,,,15.747842575706548
127825,4260.8,,,54.44478609535315
127826,4260.833333333333,,,85.93545168867145
127827,4260.866666666667,,,92.61278942042611
127828,4260.9,,,81.82475342826318
127829,4260.933333333333,,,54.63271418046639
127830,4260.966666666666,,,17.817566369362748
127831,4261,,,-5.6914261585700885
127832,4261.033333333333,,,-33.51021435919428
127833,4261.066666666667,,,-68.05737877582939
127834,4261.1,,,-94.06112880643501
127835,4261.133333333333,,,-102.14565877561444
127836,4261.166666666667,,,-81.26472413262394
127837,4261.2,,,-42.65111368104376
127838,4261.233333333334,,,1.0777961992884906
127839,4261.266666666666,,,21.902376962519675
127840,4261.3,,,50.09459588356609
127841,4261.333333333333,,,79.53524315014825
127842,4261.366666666667,,,88.24298912106003
127843,4261.4,,,66.0534544961187
127844,4261.433333333333,,,42.71875092116479
127845,4261.466666666666,,,-0.04121546134927077
127846,4261.5,,,-30.82294648414662
127847,4261.533333333333,,,-59.9503806741944
127848,4261.566666666667,,,-90.5429872625049
127849,4261.6,,,-100.7948670766723
127850,4261.633333333333,,,-89.80368308181225
127851,4261.666666666667,,,-52.91059646356547
127852,4261.7,,,-7.721390053449207
127853,4261.733333333334,,,15.46515015067868
127854,4261.766666666666,,,54.001064961638114
127855,4261.8,,,65.47836763796539
127856,4261.833333333333,,,89.85128395732941
127857,4261.866666666667,,,103.28673137105248
127858,4261.9,,,85.48732432027337
127859,4261.933333333333,,,66.19007267393302
127860,4261.966666666666,,,35.77833340155436
127861,4262,,,-13.983575558171365
127862,4262.033333333333,,,-42.738518040611304
127863,4262.066666666667,,,-74.67518926913203
127864,4262.1,,,-98.47204245332941
127865,4262.133333333333,,,-114.53377518997173
127866,4262.166666666667,,,-115.8413473969816
127867,4262.2,,,-73.73129988881925
127868,4262.233333333334,,,-28.82383144002852
127869,4262.266666666666,,,-5.10214314610745
127870,4262.3,,,23.592309862907236
127871,4262.333333333333,,,48.87510794109932
127872,4262.366666666667,,,68.75972857663204
127873,4262.4,,,77.8664046924758
127874,4262.433333333333,,,55.87252099530645
127875,4262.466666666666,,,10.532907815800836
127876,4262.5,,,-14.58976318638155
127877,4262.533333333333,,,-50.82075658133736
127878,4262.566666666667,,,-95.3549688042943
127879,4262.6,,,-109.58277019357577
127880,4262.633333333333,,,-103.97658834860651
127881,4262.666666666667,,,-78.37352060279868
127882,4262.7,,,-37.568533384001334
127883,4262.733333333334,,,3.756800960892506
127884,4262.766666666666,,,37.23743910693951
127885,4262.8,,,75.92381340485315
127886,4262.833333333333,,,95.66460890613719
127887,4262.866666666667,,,104.08504529223218
127888,4262.9,,,91.14767902106925
127889,4262.933333333333,,,53.20080558210301
127890,4262.966666666666,,,15.3306999173156
127891,4263,,,-17.833800934003637
127892,4263.033333333333,,,-50.47724728248966
127893,4263.066666666667,,,-84.9881031742133
127894,4263.1,,,-95.90015267152323
127895,4263.133333333333,,,-98.53199511268939
127896,4263.166666666667,,,-76.53261255994123
127897,4263.2,,,-48.24586416430452
127898,4263.233333333334,,,-4.197952208480948
127899,4263.266666666666,,,18.572053442648794
127900,4263.3,,,41.256561727630654
127901,4263.333333333333,,,58.050805273507954
127902,4263.366666666667,,,78.39265273872964
127903,4263.4,,,107.72786094695414
127904,4263.433333333333,,,113.359085028336
127905,4263.466666666666,,,116.97066367862611
127906,4263.5,,,122.40336551960563
127907,4263.533333333333,,,106.84915882808937
127908,4263.566666666667,,,76.43465686852373
127909,4263.6,,,50.331609845927716
127910,4263.633333333333,,,28.58009703806626
127911,4263.666666666667,,,21.19328982935376
127912,4263.7,,,1.852454946533783
127913,4263.733333333334,,,-2.880874523651278
127914,4263.766666666666,,,-4.029558245638503
127915,4263.8,,,2.035831978373714
127916,4263.833333333333,,,-4.215000629368335
127917,4263.866666666667,,,-1.267977384972216
127918,4263.9,,,-5.100681913133116
127919,4263.933333333333,,,-3.250701124684438
127920,4263.966666666666,,,0.32132599855074306
127921,4264,,,-1.4405754241982338
127922,4264.033333333333,,,-5.189761105665008
127923,4264.066666666667,,,-13.35061917525434
127924,4264.1,,,-25.701682347049317
127925,4264.133333333333,,,-37.98317948293742
127926,4264.166666666667,,,-55.324376630903465
127927,4264.2,,,-97.86045887430912
127928,4264.233333333334,,,-132.58621509346534
127929,4264.266666666666,,,-148.23274424030666
127930,4264.3,,,-164.44760833953916
127931,4264.333333333333,,,-157.72337477653932
127932,4264.366666666667,,,-179.0496105949704
127933,4264.4,,,-138.92423690673883
127934,4264.433333333333,,,-134.64094233762864
127935,4264.466666666666,,,-140.27226909722646
127936,4264.5,,,-168.043152275571
127937,4264.533333333333,,,145.6341501699897
127938,4264.566666666667,,,131.31626487633542
127939,4264.6,,,131.95704887757884
127940,4264.633333333333,,,139.2535639077672
127941,4264.666666666667,,,138.45369951218933
127942,4264.7,,,141.5347751087886
127943,4264.733333333334,,,143.62568120312181
127944,4264.766666666666,,,145.15699262892375
127945,4264.8,,,147.12720855541363
127946,4264.833333333333,,,145.6551118955835
127947,4264.866666666667,,,144.4230072738232
127948,4264.9,,,143.88334941268852
127949,4264.933333333333,,,137.12161909615264
127950,4264.966666666666,,,,170.04179821173733
127951,4265,,,,167.02245462937478
127952,4265.033333333333,,,,168.84118481995176
127953,4265.066666666667,,,,167.6169023115287
127954,4265.1,,,,165.02629289465193
127955,4265.133333333333,,,,163.3337518574669
127956,4265.166666666667,,,,161.28540800651916
127957,4265.2,,,,160.8578701832695
127958,4265.233333333334,,,,158.66148560141374
127959,4265.266666666666,,,,159.22821513085586
127960,4265.3,,,,158.92222769795407
127961,4265.333333333333,,,,155.2718207999649
127962,4265.366666666667,,,,155.37513536203903
127963,4265.4,,,,155.54649549063512
127964,4265.433333333333,,,,154.85985776331054
127965,4265.466666666666,,,,154.71264879345924
127966,4265.5,,,,151.68821450957074
127967,4265.533333333333,,,,152.01673550306853
127968,4265.566666666667,,,,149.34828468907565
127969,4265.6,,,,148.51620652842993
127970,4265.633333333333,,,,148.31383379710104
127971,4265.666666666667,,,,141.65676536397143
127972,4265.7,,,,138.2805590291247
127973,4265.733333333334,,,,129.28487577024245
127974,4265.766666666666,,,,124.90083997080795
127975,4265.8,,,,123.44140010377943
127976,4265.833333333333,,,,126.05677739072246
127977,4265.866666666667,,,,120.73102677836562
127978,4265.9,,,,122.29072664512378
127979,4265.933333333333,,,,118.79414614741908
127980,4265.966666666666,,,,112.75774158445218
127981,4266,,,,114.00069310833551
127982,4266.033333333333,,,,112.85476008117733
127983,4266.066666666667,,,,113.9532327775349
127984,4266.1,,,,115.3471153657084
127985,4266.133333333333,,,,113.36802522695898
127986,4266.166666666667,,,,113.37664296849543
127987,4266.2,,,,112.2319024438812
127988,4266.233333333334,,,,109.72421972439685
127989,4266.266666666666,,,,104.6885533914432
127990,4266.3,,,,106.22829181031567
127991,4266.333333333333,,,,100.75996699642042
127992,4266.366666666667,,,,106.03768881568546
127993,4266.4,,,,103.91846015749324
127994,4266.433333333333,,,,113.01784532038181
127995,4266.466666666666,,,,107.61115094084944
127996,4266.5,,,,103.40831383886668
127997,4266.533333333333,,,,103.05525260462157
127998,4266.566666666667,,,,100.4128197208092
127999,4266.6,,,,98.8193619501009
128000,4266.633333333333,,,,98.19778162114318
128001,4266.666666666667,,,,98.04041108797965
128002,4266.7,,,,97.87767640941264
128003,4266.733333333334,,,,96.53151576532068
128004,4266.766666666666,,,,96.8544644659198
128005,4266.8,,,,96.38821767959533
128006,4266.833333333333,,,,93.91217710896173
128007,4266.866666666667,,,,90.90239694738632
128008,4266.9,,,,91.56037628068196
128009,4266.933333333333,,,,93.89543565765896
128010,4266.966666666666,,,,91.0178949861411
128011,4267,,,,88.88684538062178
128012,4267.033333333333,,,,87.3996478033913
128013,4267.066666666667,,,,87.76037202789863
128014,4267.1,,,,89.01996772392768
128015,4267.133333333333,,,,79.78014391911071
128016,4267.166666666667,,,,77.08765777684768
128017,4267.2,,,,67.7463274585451
128018,4267.233333333334,,,,64.69181292174873
128019,4267.266666666666,,,,62.54007485723352
128020,4267.3,,,,47.33951396862863
128021,4267.333333333333,,,,33.28104009875934
128022,4267.366666666667,,,,24.22056240843986
128023,4267.4,,,,30.847801660021634
128024,4267.433333333333,,,,41.73087205469641
128025,4267.466666666666,,,,25.25832576703384
128026,4267.5,,,,10.625839373413603
128027,4267.533333333333,,,,-0.4073736085871485
128028,4267.566666666667,,,,-3.1915325153226903
128029,4267.6,,,,-4.147836168555168
128030,4267.633333333333,,,,3.944248380126783
128031,4267.666666666667,,,,3.9613861260839522
128032,4267.7,,,,4.856967109908977
128033,4267.733333333334,,,,4.030521072257502
128034,4267.766666666666,,,,3.7087252403970337
128035,4267.8,,,,1.9309556789608642
128036,4267.833333333333,,,,3.4296953067147387
128037,4267.866666666667,,,,-27.168709585365313
128038,4267.9,,,,-22.170860157545324
128039,4267.933333333333,,,,-25.991731611741184
128040,4267.966666666666,,,,-21.79000694547615
128041,4268,,,,-64.17245972366139
128042,4268.033333333333,,,,-63.11953044075786
128043,4268.066666666667,,,,-63.220039830769316
128044,4268.1,,,,-70.65535541474695
128045,4268.133333333333,,,,-71.04639467181387
128046,4268.166666666667,,,,-73.04493882115928
128047,4268.2,,,,-73.33992241484826
128048,4268.233333333334,,,,-67.24941115768382
128049,4268.266666666666,,,,-56.30649685181056
128050,4268.3,,,,-56.08830228604932
128051,4268.333333333333,,,,-46.911370865727136
128052,4268.366666666667,,,,-35.060619093268336
128053,4268.4,,,,-34.53902886239511
128054,4268.433333333333,,,,-48.86407215817067
128055,4268.466666666666,,,,-44.27422733924044
128056,4268.5,,,,-43.70015461613178
128057,4268.533333333333,,,,-36.147480417939605
128058,4268.566666666667,,,,-41.01362590401928
128059,4268.6,,,,-40.87130254747109
