"Worm Data","Position (um) of Centroid"
"Sequence","capture-0011.avi"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y","5 x","5 y"
113770,3792.2999999999997,,,,,,,,,1558.4524228823816,1002.358425364487
113771,3792.3333333333335,,,,,,,,,1558.3830711641997,1002.0721448087531
113772,3792.366666666667,,,,,,,,,1557.4813006101117,1002.095152325433
113773,3792.4,,,,,,,,,1558.050063981687,1002.2766710744197
113774,3792.4333333333334,,,,,,,,,1557.8288691653272,1002.3627621723347
113775,3792.4666666666667,,,,,,,,,1557.2544946015737,1001.9362503622958
113776,3792.5,,,,,,,,,1557.3670784783408,1002.2223389026137
113777,3792.5333333333333,,,,,,,,,1557.342532241893,1002.2338623553019
113778,3792.5666666666666,,,,,,,,,1557.2013662184195,1002.2966111232936
113779,3792.6,,,,,,,,,1557.0315453176797,1001.7039117266927
113780,3792.633333333333,,,,,,,,,1557.1268247680425,1002.691065699483
113781,3792.6666666666665,,,,,,,,,1557.6678671223501,1002.3586104658534
113782,3792.7,,,,,,,,,1557.2560016601824,1002.9699891826062
113783,3792.733333333333,,,,,,,,,1557.5449822132052,1002.525449724068
113784,3792.7666666666664,,,,,,,,,1557.596137058433,1002.4757296946109
113785,3792.7999999999997,,,,,,,,,1558.5731362061192,1004.0485156176385
113786,3792.8333333333335,,,,,,,,,1558.82652102138,1004.1959510969173
113787,3792.866666666667,,,,,,,,,1559.2138324279301,1003.9736111318441
113788,3792.9,,,,,,,,,1558.9668584174808,1002.8585500391396
113789,3792.9333333333334,,,,,,,,,1558.8351991189531,1002.3388900987429
113790,3792.9666666666667,,,,,,,,,1558.9572990557078,1002.8578521865002
113791,3793,,,,,,,,,1558.559273886114,1001.6205519218606
113792,3793.0333333333333,,,,,,,,,1558.473641936868,1001.3513819913894
113793,3793.0666666666666,,,,,,,,,1558.4802164879795,1001.3881995837849
113794,3793.1,,,,,,,,,1558.2479684826426,1001.8648605999692
113795,3793.133333333333,,,,,,,,,1558.797907901261,1000.9836265984625
113796,3793.1666666666665,,,,,,,,,1558.4829040646907,1002.5212501836629
113797,3793.2,,,,,,,,,1558.8730868630862,1003.5085342851205
113798,3793.233333333333,,,,,,,,,1558.1914373283387,1001.677143450821
113799,3793.2666666666664,,,,,,,,,1558.373424097333,1002.1005895445539
113800,3793.2999999999997,,,,,,,,,1558.3157354867335,1001.9863374714926
113801,3793.3333333333335,,,,,,,,,1558.9910657224534,1002.6990542104422
113802,3793.366666666667,,,,,,,,,1558.2260011241806,1001.400800810303
113803,3793.4,,,,,,,,,1558.1688920592953,1001.4353209014464
113804,3793.4333333333334,,,,,,,,,1558.2126021634915,1001.8664997554181
113805,3793.4666666666667,,,,,,,,,1558.1547492936922,1001.8888207204618
113806,3793.5,,,,,,,,,1558.7529778529936,1003.3019192092536
113807,3793.5333333333333,,,,,,,,,1558.8401505370534,1003.2495135996569
113808,3793.5666666666666,,,,,,,,,1558.628990324392,1002.6118824697892
113809,3793.6,,,,,,,,,1558.7528339067746,1002.5765154796718
113810,3793.633333333333,,,,,,,,,1558.6030354536535,1001.7827093286651
113811,3793.6666666666665,,,,,,,,,1558.6030354536535,1001.7827093286651
113812,3793.7,,,,,,,,,1558.8771800941993,1001.6577369732368
113813,3793.733333333333,,,,,,,,,1558.798313411599,1001.6919319506792
113814,3793.7666666666664,,,,,,,,,1558.808698912582,1001.6523673849676
113815,3793.7999999999997,,,,,,,,,1559.5204266059434,1002.5311043601769
113816,3793.8333333333335,,,,,,,,,1559.532696856913,1002.5418238695108
113817,3793.866666666667,,,,,,,,,1559.5172220101229,1002.55551687969
113818,3793.9,,,,,,,,,1559.3191782718209,1002.0878937416296
113819,3793.9333333333334,,,,,,,,,1559.5228431132475,1002.4557897168265
113820,3793.9666666666667,,,,,,,,,1559.256046011583,1001.981005923559
113821,3794,,,,,,,,,1559.5025851068465,1002.4005847937276
113822,3794.0333333333333,,,,,,,,,1559.2929340831824,1001.3138421397323
113823,3794.0666666666666,,,,,,,,,1559.130421295797,1000.6104268919089
113824,3794.1,,,,,,,,,1559.6975662988818,1002.0306438653777
113825,3794.133333333333,,,,,,,,,1559.8507415705728,1002.1292548420577
113826,3794.1666666666665,,,,,,,,,1560.1360947660985,1002.7202573368686
113827,3794.2,,,,,,,,,1560.7598234375619,1001.78133575181
113828,3794.233333333333,,,,,,,,,1560.192157760986,1001.7436301475907
113829,3794.2666666666664,,,,,,,,,1559.8843670436042,1001.3395869921242
113830,3794.2999999999997,,,,,,,,,1560.3577650185036,1000.7472245191857
113831,3794.3333333333335,,,,,,,,,1560.562315857871,1002.6804454731923
113832,3794.366666666667,,,,,,,,,1560.5575665468193,1002.3596985993408
113833,3794.4,,,,,,,,,1560.641769025402,1001.393917632671
113834,3794.4333333333334,,,,,,,,,1560.7357789233943,1001.7038857774642
113835,3794.4666666666667,,,,,,,,,1561.2098193378356,1002.9059011998402
113836,3794.5,,,,,,,,,1561.1397975758655,1001.2765767568751
113837,3794.5333333333333,,,,,,,,,1561.1564451552792,1000.9295278656518
113838,3794.5666666666666,,,,,,,,,1561.3599763698046,1001.5384535619589
113839,3794.6,,,,,,,,,1561.3250217628174,1001.5473820960385
113840,3794.633333333333,,,,,,,,,1561.2831827756659,1001.9013245200488
113841,3794.6666666666665,,,,,,,,,1561.404626714147,1002.1981445273038
113842,3794.7,,,,,,,,,1561.428101079809,1002.5111841789935
113843,3794.733333333333,,,,,,,,,1561.4054517205839,1002.5141536960557
113844,3794.7666666666664,,,,,,,,,1561.3070870327476,1002.2028664478162
113845,3794.7999999999997,,,,,,,,,1560.449360436784,1001.3244477994269
113846,3794.8333333333335,,,,,,,,,1560.414229343882,1001.327107896484
113847,3794.866666666667,,,,,,,,,1559.6729464029406,1002.2549445141203
113848,3794.9,,,,,,,,,1559.6402352818632,1002.2435261088137
113849,3794.9333333333334,,,,,,,,,1559.4824232467151,1002.4209867900465
113850,3794.9666666666667,,,,,,,,,1559.8902535134605,1001.9151801460871
113851,3795,,,,,,,,,1559.5088978390036,1002.0526051209858
113852,3795.0333333333333,,,,,,,,,1559.4735860046362,1002.022545713455
113853,3795.0666666666666,,,,,,,,,1559.4948769196908,1002.0340280521655
113854,3795.1,,,,,,,,,1559.557940867774,1002.0300814157852
113855,3795.133333333333,,,,,,,,,1558.543194987903,1002.4698557802112
113856,3795.1666666666665,,,,,,,,,1558.543194987903,1002.4698557802112
113857,3795.2,,,,,,,,,1558.7952044347685,1002.1640905038716
113858,3795.233333333333,,,,,,,,,1558.4176174674617,1002.2722670052049
113859,3795.2666666666664,,,,,,,,,1557.5790603952507,1002.8810015572749
113860,3795.2999999999997,,,,,,,,,1557.9254133694335,1002.6221502410094
113861,3795.3333333333335,,,,,,,,,1557.8364281129209,1002.689344622438
113862,3795.366666666667,,,,,,,,,1557.9254133694335,1002.6221502410094
113863,3795.4,,,,,,,,,1557.8383047005477,1002.20724183314
113864,3795.4333333333334,,,,,,,,,1557.8723764617116,1002.053330084778
113865,3795.4666666666667,,,,,,,,,1557.8802536982814,1002.0993544528103
113866,3795.5,,,,,,,,,1557.8169120435318,1002.2021051572656
113867,3795.5333333333333,,,,,,,,,1557.8743945699,1002.1091510699907
113868,3795.5666666666666,,,,,,,,,1557.8802536982814,1002.0993544528103
113869,3795.6,,,,,,,,,1557.8802536982814,1002.0993544528103
113870,3795.633333333333,,,,,,,,,1557.8802536982814,1002.0993544528103
113871,3795.6666666666665,,,,,,,,,1557.8324525841713,1002.1475488212957
113872,3795.7,,,,,,,,,1556.6391906928159,1003.343085557153
113873,3795.733333333333,,,,,,,,,1557.1034131561112,1002.8083999047008
113874,3795.7666666666664,,,,,,,,,1557.9993895044895,1002.0055681436656
113875,3795.7999999999997,,,,,,,,,1557.9993895044895,1002.0055681436656
113876,3795.8333333333335,,,,,,,,,1557.9993895044895,1002.0055681436656
113877,3795.866666666667,,,,,,,,,1558.0085660601337,1002.0169331386562
113878,3795.9,,,,,,,,,1558.0543657979617,1001.975062722202
113879,3795.9333333333334,,,,,,,,,1557.0969956259396,1002.3345322676023
113880,3795.9666666666667,,,,,,,,,1556.228346954551,1003.5583633289939
113881,3796,,,,,,,,,1557.0969956259396,1002.3345322676023
113882,3796.0333333333333,,,,,,,,,1557.6336135233967,1001.837489681805
113883,3796.0666666666666,,,,,,,,,1556.2201006714808,1003.550826671807
113884,3796.1,,,,,,,,,1557.7192178885318,1001.735633840221
113885,3796.133333333333,,,,,,,,,1558.0418981323153,1001.5773176136966
113886,3796.1666666666665,,,,,,,,,1557.34729923988,1002.6819618908132
113887,3796.2,,,,,,,,,1557.356369590277,1002.6459918686444
113888,3796.233333333333,,,,,,,,,1556.984598121052,1003.5514877321893
113889,3796.2666666666664,,,,,,,,,1557.156743217503,1003.1427620920742
113890,3796.2999999999997,,,,,,,,,1557.8418937589984,1002.7614077111778
113891,3796.3333333333335,,,,,,,,,1557.731033160862,1003.0080601081816
113892,3796.366666666667,,,,,,,,,1558.3139562799684,1001.9173333700483
113893,3796.4,,,,,,,,,1558.8360166702764,1001.6359428056594
113894,3796.4333333333334,,,,,,,,,1559.3610167773543,1001.193112614963
113895,3796.4666666666667,,,,,,,,,1559.4449644438473,1001.2588263644013
113896,3796.5,,,,,,,,,1559.3139964850145,1001.5747080170231
113897,3796.5333333333333,,,,,,,,,1558.980375537842,1002.1719224977305
113898,3796.5666666666666,,,,,,,,,1558.247202705987,1003.0585945940986
113899,3796.6,,,,,,,,,1558.2395237372841,1003.0992050880998
113900,3796.633333333333,,,,,,,,,1558.4598421812327,1003.7136008153816
113901,3796.6666666666665,,,,,,,,,1558.47526108371,1003.7002211274937
113902,3796.7,,,,,,,,,1558.4956401833285,1003.7185167523639
113903,3796.733333333333,,,,,,,,,1558.4369704946962,1003.6190716862277
113904,3796.7666666666664,,,,,,,,,1558.4012620906756,1003.5117878938556
113905,3796.7999999999997,,,,,,,,,1558.572952242161,1003.3150879461887
113906,3796.8333333333335,,,,,,,,,1559.085352500303,1003.7044637817232
113907,3796.866666666667,,,,,,,,,1558.7208969236194,1002.8897095284624
113908,3796.9,,,,,,,,,1558.9707309642513,1003.4916949169542
113909,3796.9333333333334,,,,,,,,,1558.9309068435298,1003.39585964825
113910,3796.9666666666667,,,,,,,,,1558.9049735141941,1002.674584902159
113911,3797,,,,,,,,,1559.023956268247,1002.3255545641382
113912,3797.0333333333333,,,,,,,,,1558.9852715426334,1003.7889419349071
113913,3797.0666666666666,,,,,,,,,1559.0183363681579,1003.8421634979281
113914,3797.1,,,,,,,,,1559.0827528458217,1003.2137672903643
113915,3797.133333333333,,,,,,,,,1559.0056264363966,1003.502457523839
113916,3797.1666666666665,,,,,,,,,1559.0053374307531,1003.9262080335166
113917,3797.2,,,,,,,,,1559.0784239971576,1003.2474596577858
113918,3797.233333333333,,,,,,,,,1559.4748743455452,1002.0168228271505
113919,3797.2666666666664,,,,,,,,,1559.7389082104576,1001.8181937418669
113920,3797.2999999999997,,,,,,,,,1559.698925540433,1001.7980165496178
113921,3797.3333333333335,,,,,,,,,1558.728097451818,1003.1683573244429
113922,3797.366666666667,,,,,,,,,1558.4456179352908,1002.0005417645407
113923,3797.4,,,,,,,,,1558.4753215421472,1003.4539872375462
113924,3797.4333333333334,,,,,,,,,1558.4810681062775,1002.791666839712
113925,3797.4666666666667,,,,,,,,,1557.9691203969214,1003.6896618621354
113926,3797.5,,,,,,,,,1557.9389977796745,1003.5847373062431
113927,3797.5333333333333,,,,,,,,,1557.8363330396082,1002.4263069454851
113928,3797.5666666666666,,,,,,,,,1557.6463599563272,1002.8455904310831
113929,3797.6,,,,,,,,,1558.0806290793787,1004.7621654540667
113930,3797.633333333333,,,,,,,,,1558.1412025093616,1005.1455797870342
113931,3797.6666666666665,,,,,,,,,1556.9043128645396,1004.1247901301383
113932,3797.7,,,,,,,,,1556.5710952885393,1003.3865799976229
113933,3797.733333333333,,,,,,,,,1556.4758952302266,1003.9133551789914
113934,3797.7666666666664,,,,,,,,,1556.4861860803621,1004.0041786891713
113935,3797.7999999999997,,,,,,,,,1556.4475921592418,1003.8059184801675
113936,3797.8333333333335,,,,,,,,,1556.2034988474636,1002.8386223248385
113937,3797.866666666667,,,,,,,,,1556.4732584838994,1002.0859523534596
113938,3797.9,,,,,,,,,1555.964090134513,1004.0308540601279
113939,3797.9333333333334,,,,,,,,,1556.094390063733,1002.8010262801988
113940,3797.9666666666667,,,,,,,,,1556.094390063733,1002.8010262801988
113941,3798,,,,,,,,,1556.0903609901618,1002.8183869977415
113942,3798.0333333333333,,,,,,,,,1556.137023000479,1002.3220931829289
113943,3798.0666666666666,,,,,,,,,1556.2449193228206,1001.934555365855
113944,3798.1,,,,,,,,,1556.050364897903,1002.9585035090877
113945,3798.133333333333,,,,,,,,,1556.2416249856735,1002.6678289974207
113946,3798.1666666666665,,,,,,,,,1556.4917697182234,1002.5930160870066
113947,3798.2,,,,,,,,,1556.4804898297189,1002.4211980042505
113948,3798.233333333333,,,,,,,,,1556.4660309926844,1003.0960157436234
113949,3798.2666666666664,,,,,,,,,1556.509141151863,1003.3493057003827
113950,3798.2999999999997,,,,,,,,,1557.2211074600734,1004.0162209492551
113951,3798.3333333333335,,,,,,,,,1557.3114604129337,1002.4600728234163
113952,3798.366666666667,,,,,,,,,1557.5161747979043,1003.6297899825952
113953,3798.4,,,,,,,,,1557.4995563133266,1002.8282114446959
113954,3798.4333333333334,,,,,,,,,1557.512414431958,1003.1416607485689
113955,3798.4666666666667,,,,,,,,,1557.523848619693,1003.0271339168517
113956,3798.5,,,,,,,,,1557.4568470434217,1002.5441245697189
113957,3798.5333333333333,,,,,,,,,1557.4732012664977,1002.6340550412021
113958,3798.5666666666666,,,,,,,,,1557.6911412883355,1004.1730722355346
113959,3798.6,,,,,,,,,1557.62850487158,1004.0409408020773
113960,3798.633333333333,,,,,,,,,1557.483588884937,1003.4656088772742
113961,3798.6666666666665,,,,,,,,,1557.0849050562765,1003.4213232269485
113962,3798.7,,,,,,,,,1557.1016138721975,1003.4425833467396
113963,3798.733333333333,,,,,,,,,1556.9648425624875,1002.4288799454396
113964,3798.7666666666664,,,,,,,,,1557.0760946135633,1003.1905018136115
113965,3798.7999999999997,,,,,,,,,1557.6513476665475,1003.2996424546707
113966,3798.8333333333335,,,,,,,,,1557.0514992502876,1003.5581492349781
113967,3798.866666666667,,,,,,,,,1557.2672780212654,1004.0277247785655
113968,3798.9,,,,,,,,,1556.6039696612966,1003.4544024050592
113969,3798.9333333333334,,,,,,,,,1556.712385759551,1003.9833986551503
113970,3798.9666666666667,,,,,,,,,1556.2998534058565,1003.0415299479589
113971,3799,,,,,,,,,1556.3848470983676,1004.1176441336866
113972,3799.0333333333333,,,,,,,,,1555.9563047421925,1003.4203439310857
113973,3799.0666666666666,,,,,,,,,1555.412598326763,1002.865025803927
113974,3799.1,,,,,,,,,1555.4316131065636,1002.8417566187254
113975,3799.133333333333,,,,,,,,,1555.4857541495705,1003.0873006040454
113976,3799.1666666666665,,,,,,,,,1555.2280359985543,1001.6090990353841
113977,3799.2,,,,,,,,,1555.2938885212604,1003.6279066078264
113978,3799.233333333333,,,,,,,,,1555.149355362973,1003.6246974042165
113979,3799.2666666666664,,,,,,,,,1555.366378539355,1003.5920014264757
113980,3799.2999999999997,,,,,,,,,1555.5923807224567,1004.8767252612568
113981,3799.3333333333335,,,,,,,,,1555.1079341252575,1003.218433104397
113982,3799.366666666667,,,,,,,,,1555.281758968435,1003.9914382838513
113983,3799.4,,,,,,,,,1555.063875812469,1002.9528559405712
113984,3799.4333333333334,,,,,,,,,1555.3473654958489,1003.2062638144625
113985,3799.4666666666667,,,,,,,,,1555.64612254522,1003.9106604880542
113986,3799.5,,,,,,,,,1555.7087693500166,1004.041782525348
113987,3799.5333333333333,,,,,,,,,1556.4715280562475,1004.5441489854734
113988,3799.5666666666666,,,,,,,,,1556.2445019830786,1004.066228008669
113989,3799.6,,,,,,,,,1556.83246404584,1004.0798459437829
113990,3799.633333333333,,,,,,,,,1558.0455038313473,1005.1112050392298
113991,3799.6666666666665,,,,,,,,,1556.9873267332812,1003.532205727551
113992,3799.7,,,,,,,,,1557.7530604338995,1004.056044408484
113993,3799.733333333333,,,,,,,,,1558.1551799816418,1004.1295804002984
113994,3799.7666666666664,,,,,,,,,1558.5220425015996,1004.5577054174241
113995,3799.7999999999997,,,,,,,,,1558.337354603469,1004.3188630730597
113996,3799.8333333333335,,,,,,,,,1558.7175550246552,1003.6259720854987
113997,3799.866666666667,,,,,,,,,1559.2304709583334,1004.2200224593439
113998,3799.9,,,,,,,,,1559.1960050784526,1004.1254178886413
113999,3799.9333333333334,,,,,,,,,1559.8421363479074,1004.8114221102874
114000,3799.9666666666667,,,,,,,,,1559.8091266106733,1004.7612553066638
114001,3800,,,,,,,,,1559.3730684623963,1004.3051557244983
114002,3800.0333333333333,,,,,,,,,1559.6710622471066,1004.5585980672129
114003,3800.0666666666666,,,,,,,,,1559.1820977978903,1004.133026525976
114004,3800.1,,,,,,,,,1559.905140814396,1003.9747019780507
114005,3800.133333333333,,,,,,,,,1558.9258300999352,1004.0385581842347
114006,3800.1666666666665,,,,,,,,,1558.6752929759941,1003.7852010315892
114007,3800.2,,,,,,,,,1558.7852998982423,1003.927663560426
114008,3800.233333333333,,,,,,,,,1558.606453515404,1004.4815791970855
114009,3800.2666666666664,,,,,,,,,1558.265225863868,1004.0640234760026
114010,3800.2999999999997,,,,,,,,,1558.3978351731403,1004.3749508987896
114011,3800.3333333333335,,,,,,,,,1557.819122773393,1003.8334798963322
114012,3800.366666666667,,,,,,,,,1557.4175741006954,1003.307341300583
114013,3800.4,,,,,,,,,1557.6984413543964,1003.8646954395751
114014,3800.4333333333334,,,,,,,,,1557.8624548870762,1003.4125110179971
114015,3800.4666666666667,,,,,,,,,1557.5428046481975,1005.316299516594
114016,3800.5,,,,,,,,,1557.518766954199,1004.6754372247619
114017,3800.5333333333333,,,,,,,,,1557.5204029718657,1005.0368184365932
114018,3800.5666666666666,,,,,,,,,1557.5204029718657,1005.0368184365932
114019,3800.6,,,,,,,,,1557.051781922691,1003.5766073036916
114020,3800.633333333333,,,,,,,,,1557.028682217247,1003.0492180987355
114021,3800.6666666666665,,,,,,,,,1557.2742204788096,1004.8972560934751
114022,3800.7,,,,,,,,,1557.419552873369,1004.1682582605417
114023,3800.733333333333,,,,,,,,,1557.6691184582578,1003.7490076861609
114024,3800.7666666666664,,,,,,,,,1557.4871034026562,1004.5746307256927
114025,3800.7999999999997,,,,,,,,,1557.7551869380638,1005.3440245054833
114026,3800.8333333333335,,,,,,,,,1557.5411708059983,1004.3835162713792
114027,3800.866666666667,,,,,,,,,1557.8983885534394,1004.6710667603411
114028,3800.9,,,,,,,,,1558.2478055328957,1004.783454014309
114029,3800.9333333333334,,,,,,,,,1558.5477617586064,1005.2969486662596
114030,3800.9666666666667,,,,,,,,,1559.0513712981176,1006.0247335015788
114031,3801,,,,,,,,,1559.170769968335,1005.0770451558517
114032,3801.0333333333333,,,,,,,,,1559.5072506636568,1006.1518132386268
114033,3801.0666666666666,,,,,,,,,1559.3119917749354,1005.2680101883668
114034,3801.1,,,,,,,,,1559.5405230824,1006.1299684067935
114035,3801.133333333333,,,,,,,,,1559.4858998739298,1006.2591672428307
114036,3801.1666666666665,,,,,,,,,1559.7751159537288,1006.9557778005853
114037,3801.2,,,,,,,,,1559.767492846725,1006.9562499813333
114038,3801.233333333333,,,,,,,,,1559.5591018630462,1006.2382067427948
114039,3801.2666666666664,,,,,,,,,1559.6102801334791,1005.1785572724696
114040,3801.2999999999997,,,,,,,,,1559.3115778808562,1006.0498221320715
114041,3801.3333333333335,,,,,,,,,1559.1905776580495,1005.4791768870753
114042,3801.366666666667,,,,,,,,,1559.3858145513607,1004.7378582283955
114043,3801.4,,,,,,,,,1558.8146588857658,1005.4416926877827
114044,3801.4333333333334,,,,,,,,,1558.436686957919,1005.7934164964147
114045,3801.4666666666667,,,,,,,,,1558.1636825781923,1006.166820754182
114046,3801.5,,,,,,,,,1558.547697010105,1005.097930064398
114047,3801.5333333333333,,,,,,,,,1557.2863335382165,1005.9829460188355
114048,3801.5666666666666,,,,,,,,,1556.8625486781339,1005.8590425981859
114049,3801.6,,,,,,,,,1555.7364278822383,1007.0957481470418
114050,3801.633333333333,,,,,,,,,1555.5075474196196,1006.5788075568346
114051,3801.6666666666665,,,,,,,,,1554.7043204396039,1006.9687755388716
114052,3801.7,,,,,,,,,1555.5706262169986,1004.9842231827406
114053,3801.733333333333,,,,,,,,,1555.0362219599472,1005.6760867846413
114054,3801.7666666666664,,,,,,,,,1553.8922076131591,1006.6731640771702
114055,3801.7999999999997,,,,,,,,,1554.176659154584,1006.1960947417865
114056,3801.8333333333335,,,,,,,,,1553.9281315029111,1006.6517390356125
114057,3801.866666666667,,,,,,,,,1553.9405494003925,1006.0304681838684
114058,3801.9,,,,,,,,,1553.9365740142696,1006.4108184420013
114059,3801.9333333333334,,,,,,,,,1554.5184181463349,1005.2224116214177
114060,3801.9666666666667,,,,,,,,,1553.491837621405,1007.1369749022665
114061,3802,,,,,,,,,1554.111653510458,1006.8453894264662
114062,3802.0333333333333,,,,,,,,,1554.2532620372347,1006.3055407708307
114063,3802.0666666666666,,,,,,,,,1554.5426788314078,1007.4553875442409
114064,3802.1,,,,,,,,,1554.5852122553554,1007.0924007356621
114065,3802.133333333333,,,,,,,,,1555.4759821751613,1007.7399872833666
114066,3802.1666666666665,,,,,,,,,1556.1009997705664,1007.3124665913467
114067,3802.2,,,,,,,,,1556.2531310089255,1007.8398505359178
114068,3802.233333333333,,,,,,,,,1557.092381872801,1008.1320250757426
114069,3802.2666666666664,,,,,,,,,1556.8031837979631,1007.675098807734
114070,3802.2999999999997,,,,,,,,,1557.3628240225435,1008.2689784775123
114071,3802.3333333333335,,,,,,,,,1557.5434819025695,1007.2062627647272
114072,3802.366666666667,,,,,,,,,1557.6543936188084,1007.6715805997517
114073,3802.4,,,,,,,,,1557.6984824344124,1007.6880965021699
114074,3802.4333333333334,,,,,,,,,1557.984046533443,1007.8542828589482
114075,3802.4666666666667,,,,,,,,,1557.0872969255777,1006.6728901718755
114076,3802.5,,,,,,,,,1556.9868276542068,1006.5528275883132
114077,3802.5333333333333,,,,,,,,,1557.1559764046256,1006.9078101841833
114078,3802.5666666666666,,,,,,,,,1557.2819348875275,1007.7050643952168
114079,3802.6,,,,,,,,,1556.7480326076482,1007.1820776744512
114080,3802.633333333333,,,,,,,,,1556.4362405876554,1007.2629065490523
114081,3802.6666666666665,,,,,,,,,1556.9534604588994,1008.4277736133513
114082,3802.7,,,,,,,,,1555.6795354764981,1006.9768605593608
114083,3802.733333333333,,,,,,,,,1555.3967829418095,1007.000410049521
114084,3802.7666666666664,,,,,,,,,1555.4648886956793,1006.5401014836582
114085,3802.7999999999997,,,,,,,,,1555.1929947895865,1007.6861055721661
114086,3802.8333333333335,,,,,,,,,1555.0945092478878,1006.8089139546041
114087,3802.866666666667,,,,,,,,,1554.1431961127491,1006.2877005433868
114088,3802.9,,,,,,,,,1554.3796735417764,1007.3182339001958
114089,3802.9333333333334,,,,,,,,,1554.398814600751,1007.3882780686884
