"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","capture-0011.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 "
113706,3790.1666666666665,8.456849130052092
113707,3790.2,,-87.50959695046191
113708,3790.233333333333,,-91.11948372216119
113709,3790.2666666666664,,-89.78437280149848
113710,3790.2999999999997,,-97.46400229140988
113711,3790.3333333333335,,-93.12200824995169
113712,3790.366666666667,,-103.70060550080704
113713,3790.4,,-105.51532398074218
113714,3790.4333333333334,,-107.32335921769285
113715,3790.4666666666667,,-127.44033771865928
113716,3790.5,,-124.97572384772725
113717,3790.5333333333333,,,156.50582652439553
113718,3790.5666666666666,,,160.40300965965875
113719,3790.6,,,154.56638217206293
113720,3790.633333333333,,,147.8537071726362
113721,3790.6666666666665,,,131.93041977089808
113722,3790.7,,,138.40643466870398
113723,3790.733333333333,,,93.1105253241124
113724,3790.7666666666664,,,98.16111656472863
113725,3790.7999999999997,,,94.67096498117674
113726,3790.8333333333335,,,68.64825319477544
113727,3790.866666666667,,,57.49519374743076
113728,3790.9,,,,76.36153924909308
113729,3790.9333333333334,,,,37.98393677618599
113730,3790.9666666666667,,,,61.51443069335241
113731,3791,,,,48.699902349135115
113732,3791.0333333333333,,,,44.82463702418736
113733,3791.0666666666666,,,,35.56064428953261
113734,3791.1,,,,-8.375899961483373
113735,3791.133333333333,,,,-6.5805700006154435
113736,3791.1666666666665,,,,1.7361839184943377
113737,3791.2,,,,,-44.355027688482544
113738,3791.233333333333,,,,,-43.710268766563615
113739,3791.2666666666664,,,,,-46.101475078345004
113740,3791.2999999999997,,,,,-51.239297443275554
113741,3791.3333333333335,,,,,-61.73747499373379
113742,3791.366666666667,,,,,-58.82114124420493
113743,3791.4,,,,,-21.311411253473835
113744,3791.4333333333334,,,,,-57.89559813836413
113745,3791.4666666666667,,,,,-64.44492262461304
113746,3791.5,,,,,-63.53438373268212
113747,3791.5333333333333,,,,,-59.21137491859238
113748,3791.5666666666666,,,,,-71.85173402895958
113749,3791.6,,,,,-74.93028266680115
113750,3791.633333333333,,,,,-71.90208732094031
113751,3791.6666666666665,,,,,-75.030799362407
113752,3791.7,,,,,-74.61057970581062
113753,3791.733333333333,,,,,-72.97305200233022
113754,3791.7666666666664,,,,,-69.80862714036947
113755,3791.7999999999997,,,,,-68.02736403725228
113756,3791.8333333333335,,,,,-61.2035448684221
113757,3791.866666666667,,,,,-58.051509349935664
113758,3791.9,,,,,-39.01466384282566
113759,3791.9333333333334,,,,,-43.763950944143744
113760,3791.9666666666667,,,,,-33.04477840132177
113761,3792,,,,,-20.700764247771314
113762,3792.0333333333333,,,,,-22.208607987028973
113763,3792.0666666666666,,,,,-20.772075686959877
113764,3792.1,,,,,-17.71300538649104
113765,3792.133333333333,,,,,-13.959333570948997
113766,3792.1666666666665,,,,,-8.922424138808191
113767,3792.2,,,,,-14.575247861974244
113768,3792.233333333333,,,,,-18.88933153590012
113769,3792.2666666666664,,,,,-24.576654770259474
113770,3792.2999999999997,,,,,-29.51837518003017
113771,3792.3333333333335,,,,,-26.435709375876105
113772,3792.366666666667,,,,,-33.588568955009656
113773,3792.4,,,,,-31.939489299377115
113774,3792.4333333333334,,,,,-40.54261658676997
113775,3792.4666666666667,,,,,-48.75511722761391
113776,3792.5,,,,,-50.552891312855614
113777,3792.5333333333333,,,,,-54.71105902895831
113778,3792.5666666666666,,,,,-60.455965460240776
113779,3792.6,,,,,-55.590426459120984
113780,3792.633333333333,,,,,-49.4002002245834
113781,3792.6666666666665,,,,,-38.87513368170298
113782,3792.7,,,,,-42.30446012997061
113783,3792.733333333333,,,,,-24.312365535127295
113784,3792.7666666666664,,,,,-37.38023040336638
113785,3792.7999999999997,,,,,-29.725264802511433
113786,3792.8333333333335,,,,,-23.544992226234942
113787,3792.866666666667,,,,,-18.7293722549058
113788,3792.9,,,,,-19.19283645360555
113789,3792.9333333333334,,,,,-13.217310494853436
113790,3792.9666666666667,,,,,-19.1388322143274
113791,3793,,,,,-14.453220446252734
113792,3793.0333333333333,,,,,-15.556206834102882
113793,3793.0666666666666,,,,,-15.09252750283395
113794,3793.1,,,,,-21.774329319618943
113795,3793.133333333333,,,,,-6.360592907209616
113796,3793.1666666666665,,,,,-1.5801456942625374
113797,3793.2,,,,,3.27875760670401
113798,3793.233333333333,,,,,-24.472085980932864
113799,3793.2666666666664,,,,,-32.37152557813737
113800,3793.2999999999997,,,,,-31.140214877556705
113801,3793.3333333333335,,,,,-23.514130908563605
113802,3793.366666666667,,,,,-28.316344236033256
113803,3793.4,,,,,-20.483696000448123
113804,3793.4333333333334,,,,,-25.293091951720545
113805,3793.4666666666667,,,,,-24.93194680922095
113806,3793.5,,,,,-26.602808473144865
113807,3793.5333333333333,,,,,-25.222626057334782
113808,3793.5666666666666,,,,,-19.85318863543593
113809,3793.6,,,,,-20.813870132704174
113810,3793.633333333333,,,,,-13.22129618144351
113811,3793.6666666666665,,,,,-13.22129618144351
113812,3793.7,,,,,-8.407678209440046
113813,3793.733333333333,,,,,-9.559824097785928
113814,3793.7666666666664,,,,,-9.72740608184169
113815,3793.7999999999997,,,,,-7.738266816638544
113816,3793.8333333333335,,,,,-4.779237147335186
113817,3793.866666666667,,,,,-6.349778726614503
113818,3793.9,,,,,-9.295668581138953
113819,3793.9333333333334,,,,,-4.426226600358916
113820,3793.9666666666667,,,,,-5.71526517780088
113821,3794,,,,,-2.5059538724092683
113822,3794.0333333333333,,,,,-0.8359572283956751
113823,3794.0666666666666,,,,,0.44207095556071163
113824,3794.1,,,,,6.3889007844377375
113825,3794.133333333333,,,,,13.313470618123697
113826,3794.1666666666665,,,,,17.86984624133624
113827,3794.2,,,,,35.57100506963978
113828,3794.233333333333,,,,,34.69914871398282
113829,3794.2666666666664,,,,,29.460446584843613
113830,3794.2999999999997,,,,,37.48892071152374
113831,3794.3333333333335,,,,,52.41775466678785
113832,3794.366666666667,,,,,59.107378824424615
113833,3794.4,,,,,78.69486678784264
113834,3794.4333333333334,,,,,86.22874706252377
113835,3794.4666666666667,,,,,109.0311091821626
113836,3794.5,,,,,111.91644052724202
113837,3794.5333333333333,,,,,116.82354209140362
113838,3794.5666666666666,,,,,120.52050201632754
113839,3794.6,,,,,123.50825197450527
113840,3794.633333333333,,,,,118.0828720585772
113841,3794.6666666666665,,,,,112.04510102503342
113842,3794.7,,,,,107.03643141013332
113843,3794.733333333333,,,,,105.48953940382161
113844,3794.7666666666664,,,,,100.09615372200994
113845,3794.7999999999997,,,,,80.2680708302841
113846,3794.8333333333335,,,,,77.98729730120594
113847,3794.866666666667,,,,,54.03166386026391
113848,3794.9,,,,,55.43759548958573
113849,3794.9333333333334,,,,,43.048667672651064
113850,3794.9666666666667,,,,,52.01246235343929
113851,3795,,,,,42.2996166515208
113852,3795.0333333333333,,,,,41.11837364194338
113853,3795.0666666666666,,,,,41.00423980463124
113854,3795.1,,,,,41.20799868403882
113855,3795.133333333333,,,,,20.726617435617303
113856,3795.1666666666665,,,,,20.726617435617303
113857,3795.2,,,,,32.835414392917976
113858,3795.233333333333,,,,,21.626023383539767
113859,3795.2666666666664,,,,,-6.468028887601313
113860,3795.2999999999997,,,,,-2.0417496382768276
113861,3795.3333333333335,,,,,-4.174458113294353
113862,3795.366666666667,,,,,-2.0417496382768276
113863,3795.4,,,,,-4.144684484754876
113864,3795.4333333333334,,,,,-3.4127628618344694
113865,3795.4666666666667,,,,,2.259535841956481
113866,3795.5,,,,,-4.5244278662858735
113867,3795.5333333333333,,,,,-3.839548851082287
113868,3795.5666666666666,,,,,2.259535841956481
113869,3795.6,,,,,2.259535841956481
113870,3795.633333333333,,,,,2.259535841956481
113871,3795.6666666666665,,,,,1.9938362702007868
113872,3795.7,,,,,-27.469610208956052
