"Worm Data","Position (um) of Centroid"
"Sequence","test_test70001.avi"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y","5 x","5 y","6 x","6 y","7 x","7 y","8 x","8 y","9 x","9 y","10 x","10 y","11 x","11 y","12 x","12 y","13 x","13 y","14 x","14 y","15 x","15 y","16 x","16 y","17 x","17 y","18 x","18 y","19 x","19 y","20 x","20 y","21 x","21 y","22 x","22 y","23 x","23 y","24 x","24 y","25 x","25 y"
1268,42.233333333333334,801.742385108537,1692.0715604350817,773.772151305408,1671.2941111833309,901.118942245237,1488.1057612526306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.626341447777,1634.2407418039159
1269,42.266666666666666,,,,,900.8264878771948,1488.0536085588283,802.0200148148593,1692.1665704194102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6163370988813,1634.247637763398
1270,42.3,,,,,,,802.0151762690991,1692.1739252047535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6091351926432,1634.2524582645592
1271,42.333333333333336,,,,,,,801.9406147132028,1692.2986444088629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6223733425375,1634.2424172613887
1272,42.36666666666667,,,,,,,802.4947809117848,1692.63987901437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6262128007385,1634.2392467296686
1273,42.4,,,,,,,802.4803606236644,1692.6391033261125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6043128032924,1634.2551068344478
1274,42.43333333333333,,,,,,,801.9406147132028,1692.2986444088629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5994582653782,1634.2586004087289
1275,42.46666666666667,,,,,,,802.5920422992791,1692.6659976251879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6195987983481,1634.2433379865165
1276,42.5,,,,,,,801.9786673896334,1692.3160094297018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6094709420859,1634.2505284509148
1277,42.53333333333333,,,,,,,802.5849717514416,1692.7071541628218,,,776.2988204427699,1672.252513224014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.591774021019,1634.263475273206
1278,42.56666666666666,,,,,,,801.5326789404743,1692.109675897173,898.1995285161978,1488.1553891861465,776.3404556530479,1672.2115611922163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5762989101578,1634.274884109699
1279,42.6,,,,,,,802.5151540556302,1692.6560871465877,898.2118212802579,1488.1454692367784,775.756260630695,1671.6526848452447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5691335309921,1634.2799675093993
1280,42.63333333333333,,,,,,,801.9782800785861,1692.3345863968193,898.2351344358773,1488.130397545807,775.1692808220092,1671.0875817934984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5738306562004,1634.276237578676
1281,42.666666666666664,,,,,,,802.5254735921397,1692.7272953737445,898.2147685693539,1488.1286371644387,774.8769154850457,1670.8088820920514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5810203437264,1634.270383184925
1282,42.7,,,,,,,802.5254735921397,1692.7272953737445,898.1897044938844,1488.582412310549,774.9004737825667,1670.7900513926688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5739041904949,1634.2756687255599
1283,42.733333333333334,,,,,,,802.2800277695947,1691.6132723841856,898.1894189779956,1489.019930084904,774.8567807578528,1670.8455633398921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5627924951559,1634.2832524908754
1284,42.766666666666666,,,,,,,802.583207890341,1691.9072519834713,898.0363748387133,1488.581231267161,774.8717708605503,1670.8411776586076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5668337004598,1634.2787047045601
1285,42.8,,,,,,,802.5222725389835,1692.6860289377764,899.6058010172612,1486.9463929123435,774.8603747590024,1670.862300895519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8568466244651,1634.7028572573277
1286,42.833333333333336,,,,,,,802.5222725389835,1692.6860289377764,899.6565010104429,1486.995733003826,774.5653751763265,1670.5929641960806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.604482456228,1634.2457031968243
1287,42.86666666666667,,,,,,,802.5102328449102,1692.6804373963146,900.1666566658017,1486.8608280967483,774.8509512933979,1670.884574943737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5157395824548,1634.321052613176
1288,42.9,,,,,,,801.6421349475828,1692.0789803057191,900.4036361279419,1487.1193309221608,774.4060618420381,1670.7400452422464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1282926091536,1635.1534140539266
1289,42.93333333333333,,,,,,,802.5102328449102,1692.6804373963146,900.2347546032622,1487.3555362116372,774.415639650485,1670.7257541413483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.152158838195,1635.1291669123007
1290,42.96666666666667,,,,,,,802.5102328449102,1692.6804373963146,901.3103626091786,1487.2051816761473,774.3941944092974,1670.7397234113014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.139477084885,1635.1394010182646
1291,43,,,,,,,802.5102328449102,1692.6804373963146,902.0027389244428,1486.990415599018,774.670489786921,1671.0334968895927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1624374890638,1635.1170726240632
1292,43.03333333333333,,,,,,,802.4519181189339,1691.9736749657075,902.5672779745612,1487.0798886009952,774.6713601939072,1671.029531228402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1614765826072,1635.1174898770887
1293,43.06666666666666,,,,,,,802.1081243588826,1691.7216972234482,902.8806375044892,1487.4447741329247,774.6795878933692,1671.0205926450744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1582894082962,1635.1201707946545
1294,43.1,,,,,,,802.4552286402392,1691.9604221779562,903.7598568965591,1487.1082596572128,775.2092920460917,1672.711145805058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1660244472888,1635.1134961129505
1295,43.13333333333333,,,,,,,802.0920399277138,1691.741009057393,904.8223977503662,1486.5293630478277,775.1934533165485,1672.7492652875903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1892183138685,1635.0959260113282
1296,43.166666666666664,,,,,,,802.4950399077793,1692.683488568486,905.5386201950323,1485.7646708366553,775.1934533165485,1672.7492652875903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1528114597355,1635.1288940887098
1297,43.2,,,,,,,802.4984421363718,1692.6806850235446,905.1338476620718,1487.071759702707,775.6674192253695,1672.2821777948266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1489241892025,1635.131898848529
1298,43.233333333333334,,,,,,,801.6207658151517,1692.1513694220173,906.0522892546556,1489.1465574059807,775.1996295099974,1672.750036161288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1771206886398,1635.1066164007375
1299,43.266666666666666,,,,,,,802.5780760691747,1692.7072440131192,906.6618218989995,1489.1289977093375,775.1830319265855,1672.7397642514557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.17102262879,1635.1126412578228
1300,43.3,,,,,,,802.5715994421244,1692.7148172047278,906.9133575872315,1490.330116887847,,,773.9968585676752,1670.5849006476074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1914766151598,1635.095600650774
1301,43.333333333333336,,,,,,,801.5527654094999,1691.9896852435513,907.2640907244505,1490.757773072024,,,774.0984330955354,1671.0140565207425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1511166667782,1635.1282602165672
1302,43.36666666666667,,,,,,,802.6428418895539,1692.5460234332772,907.3515540716171,1490.3604547959487,,,773.860877151132,1670.7014190717869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8594690726329,1634.7016704215089
1303,43.4,,,,,,,801.5777702907233,1692.0414698243671,907.2654432792458,1489.5564856686156,,,774.0806987847884,1671.5607318138893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8661543254861,1634.695638964539
1304,43.43333333333333,,,,,,,801.5973422912622,1692.0599760981443,907.6660607627482,1489.267735353455,,,774.0957906406747,1671.5558912800943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8456879780297,1634.7113302210707
1305,43.46666666666667,,,,,,,801.5973422912622,1692.0599760981443,907.5447934017296,1488.254128438999,,,774.0957906406747,1671.5558912800943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8566500047773,1634.701004925224
1306,43.5,,,,,,,801.5973422912622,1692.0599760981443,907.6144059038436,1487.7825730482423,,,774.1058595197208,1671.571593789487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8306093149745,1634.7237672145873
1307,43.53333333333333,,,,,,,801.5400630105212,1692.0181599212406,907.5999470509602,1488.2590134758805,,,774.491500799396,1671.0559438070527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.9132325306698,1634.6563927992697
1308,43.56666666666666,,,,,,,801.4112688997791,1691.8694447760463,907.5929137416158,1488.7356979899496,,,774.5597316623963,1672.0942099619451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8792101314857,1634.6841673464478
1309,43.6,,,,,,,801.857551362341,1692.1885693469849,907.6085805938703,1489.2118633334333,,,775.1038900563294,1671.6628402290119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2298191682133,1635.0631371868797
1310,43.63333333333333,,,,,,,801.8542353477427,1691.2986661413233,907.5436073579657,1488.739009845224,,,775.1450926456971,1671.621432245668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1775659887973,1635.1033014570312
1311,43.666666666666664,,,,,,,802.1539107012964,1691.5241709708853,907.519641111227,1488.7416105629543,,,775.8521491673017,1672.056308125755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1581500396634,1635.119611395724
1312,43.7,,,,,,,801.8258364990255,1692.1759112326731,907.6144351235508,1489.6897831819801,,,776.0166024935709,1672.4727840154324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1749938366174,1635.1058109756964
1313,43.733333333333334,,,,,,,801.8330960662823,1692.185300660562,907.3003402319807,1489.7016324546557,,,775.1959278339455,1672.723096315318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1756243179416,1635.104552163232
1314,43.766666666666666,,,,,,,801.8330960662823,1692.185300660562,907.0633255523167,1490.6372009530237,,,775.1959278339455,1672.723096315318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1869905759507,1635.0931636108471
1315,43.8,,,,,,,801.8330960662823,1692.185300660562,906.9203816650927,1490.5892854823408,,,773.813836944693,1671.2505912142883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2240231480623,1635.0621803084648
1316,43.833333333333336,,,,,,,801.8330960662823,1692.185300660562,907.0034834028623,1490.6456321329001,,,773.7910676222955,1671.269941559073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5113485205331,1635.4898163855823
1317,43.86666666666667,,,,,,,801.8258364990255,1692.1759112326731,907.2144943268815,1490.1721438553086,,,773.813836944693,1671.2505912142883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5301035774977,1635.4744938415677
1318,43.9,,,,,,,803.1033143606332,1692.764620781808,906.7738010629596,1490.3311161865888,,,773.7713377046935,1671.273224100687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1858673594221,1635.093572806479
1319,43.93333333333333,,,,,,,801.8258364990255,1692.1759112326731,907.6138449315038,1489.8735553882573,,,773.8069858814691,1671.2716078174196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5395104213826,1635.4702502644589
1320,43.96666666666667,,,,,,,801.9675990330885,1691.9905198224112,907.1670488168138,1490.035682941857,,,,,774.8711272820066,1671.0969474269107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1495932634954,1635.1289451426728
1321,44,,,,,,,801.9755623972028,1692.005668123585,907.6061362571714,1489.8447857327094,,,,,775.4627074401304,1671.7119286456991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.183889853834,1635.1027165211235
1322,44.03333333333333,,,,,,,801.9755623972028,1692.005668123585,907.1499196840896,1489.9695458162987,,,,,775.2269420481308,1671.3367564290493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1581657907954,1635.1221675482334
1323,44.06666666666666,,,,,,,801.9755623972028,1692.005668123585,907.6150977485876,1489.861722904836,,,,,775.076644291537,1671.5028585144457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1716411707246,1635.1088518204988
1324,44.1,,,,,,,801.8281376020315,1692.2129136441154,906.6869771285878,1490.1546674957913,,,,,775.3546697419101,1671.829522682889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1732029619279,1635.1074938025163
1325,44.13333333333333,,,,,,,801.9536474554221,1692.0626586817884,907.1627505601565,1490.1365745794142,,,,,775.0691002393977,1671.5125669931276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1828658025348,1635.0996351450583
1326,44.166666666666664,,,,,,,801.8400074661572,1692.1960389520389,906.6767652267041,1490.2249305618136,,,,,775.0272933527617,1671.555533610154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1677025764011,1635.1102884852346
1327,44.2,,,,,,,801.8400074661572,1692.1960389520389,906.200626736241,1490.1625630310728,,,,,775.0378788074509,1671.5475818600835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1796393049455,1635.100456411526
1328,44.233333333333334,,,,,,,802.1445374655964,1691.6243540399855,906.200911472942,1490.1615567206304,,,,,774.8102453073328,1672.3420793653831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.483220119446,1635.517113139072
1329,44.266666666666666,,,,,,,801.8468790216433,1692.221620165038,906.681747881555,1490.1460614842233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1592787728264,1635.1179701719855
1330,44.3,,,,,,,801.8468790216433,1692.221620165038,906.6834692424106,1490.1356374864672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1890774701548,1635.0944069235552
1331,44.333333333333336,,,,,,,802.480437561572,1692.6771446420403,,,,,,,,,,,908.1204469048595,1491.8107956187423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4902370021784,1635.5105883452638
1332,44.36666666666667,,,,,,,802.6626739859465,1692.6049378960497,,,,,,,,,,,906.4224243044468,1491.7117558329624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1745997275833,1635.106524777083
1333,44.4,,,,,,,804.1754860729967,1693.4356506851734,,,,,,,,,,,906.01207536506,1491.567606417761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.500248381553,1635.504985639991
1334,44.43333333333333,,,,,,,803.2238095729984,1692.9041067449284,,,,,,,,,,,906.439111434566,1491.670968628037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5010209121252,1635.5045332874463
1335,44.46666666666667,,,,,,,803.4595610972486,1692.4690295740256,,,,,,,,,,,906.8360165637367,1491.8490648227546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1536634371234,1635.123588529849
1336,44.5,,,,,,,803.4383788948143,1692.5104876642642,,,,,,,,,,,907.2547147123789,1491.944802156997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.487453787747,1635.5147828479073
1337,44.53333333333333,,,,,,,803.4569680998189,1692.4738652087647,,,,,,,,,,,907.6870805382546,1491.9619498235077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.22196496625,1635.070761789359
1338,44.56666666666666,,,,,,,803.4655374031942,1692.4547940856553,,,,,,,,,,,906.546376077906,1491.341479114466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1649354363615,1635.1135913515086
1339,44.6,,,,,,,803.0685260503777,1692.2375664464848,,,,,,,,,,,905.5537074372876,1490.095573763886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5351254393461,1635.4774272787472
1340,44.63333333333333,,,,,,,803.0584560676069,1692.2604403735684,,,,,,,,,,,905.6473747082952,1488.9367542961008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4732000947971,1635.5265731930554
1341,44.666666666666664,,,,,,,803.4542606956119,1692.475521689001,,,,,,,,,,,906.7070623983238,1486.6431660913588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.48653210213,1635.5155336699042
1342,44.7,,,,,,,803.4366715684348,1692.5145419100397,,,,,,,,,,,906.2331351219043,1486.8948024128763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1603271789611,1635.11785387331
1343,44.733333333333334,,,,,,,803.0794309464599,1692.2229354295655,,,,,,,,,,,906.8136957439043,1486.903032045284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5237550808316,1635.486827525131
1344,44.766666666666666,,,,,,,803.067964596223,1692.245508878665,,,,,,,,,,,907.5715591954778,1486.2509421415502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.503331398284,1635.5036914198768
1345,44.8,,,,,,,804.2259905647009,1692.9494874783634,,,,,,,,,,,908.0281903223316,1486.3270654204152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5172559303221,1635.4933202853954
1346,44.833333333333336,,,,,,,801.9754060303069,1692.381793416104,,,,,,,,,,,907.7839172920673,1486.5777770393188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1750383513405,1635.1111451559989
1347,44.86666666666667,,,,,,,801.9989368405452,1692.3483472139467,,,,,,,,,774.5123046483687,1671.0547205619448,907.7484495826483,1486.080459003954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1596090649974,1635.122727646277
1348,44.9,,,,,,,801.9989368405452,1692.3483472139467,,,,,,,,,773.7504014556425,1671.2541227254874,907.6476794322576,1485.315336486111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1796551572514,1635.1060306226254
1349,44.93333333333333,,,,,,,801.9754060303069,1692.381793416104,,,,,,,,,,,907.3883480278945,1486.0530792910558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1910153910442,1635.0957404356438
1350,44.96666666666667,,,,,,,802.6097170117688,1692.7075440784727,,,,,,,,,,,906.8190464704974,1486.0917455773056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1722457912014,1635.111898849345
1351,45,,,,,,,801.9833167784086,1691.3382990455946,,,,,,,,,,,906.372864247866,1486.025838960969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1750227026529,1635.1093205684929
1352,45.03333333333333,,,,,,,802.3728678304802,1691.524819941183,,,,,,,,,,,906.5894939744833,1486.4355167945555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1827297167025,1635.1009498536137
1353,45.06666666666666,,,,,,,801.0981295484784,1691.5619519000725,,,,,,,,,,,905.7813683883692,1486.3989167467707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1595018963156,1635.1230013520942
1354,45.1,,,,,,,801.0709900810805,1691.5859327276041,,,,,,,,,,,905.6465128694451,1486.928675744399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1501377405735,1635.1312596906923
1355,45.13333333333333,,,,,,,801.5772907962504,1691.995385524798,,,,,,,,,,,905.3971308556502,1487.0738955705074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1604261082267,1635.1210575631326
1356,45.166666666666664,,,,,,,801.5687945750559,1691.9483212081193,,,,,,,,,,,905.0438116330149,1486.8098197943534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1434872063068,1635.1349663955398
1357,45.2,,,,,,,801.6227860418102,1691.977815709859,,,,,,,,,,,905.5960789671477,1487.4608022891707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8122439153574,1634.7401584756858
1358,45.233333333333334,,,,,,,801.6495810257886,1691.277831772745,,,,,,,,,,,905.5846855659804,1487.6440484142158,776.4909977649338,1672.5098773376083,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8241123266072,1634.729103609571
1359,45.266666666666666,,,,,,,801.531670534772,1692.0063416229941,,,,,,,,,,,904.8863129541735,1487.421777208179,775.6424339884802,1671.6387124124064,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8474613250032,1634.7066982056697
1360,45.3,,,,,,,801.5638591265733,1692.0227515026236,,,,,,,,,,,904.8318441786195,1487.7064816999532,776.1895012248922,1672.2412745527565,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8348898312914,1634.717208100065
1361,45.333333333333336,,,,,,,801.5086794087387,1692.0413896124887,,,,,,,,,,,904.4901860827883,1487.4158944915182,775.9309124209547,1671.9256822638636,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8409103439543,1634.7087234043975
1362,45.36666666666667,,,,,,,801.1101699142815,1691.5507363732854,,,,,,,,,,,905.2984872748629,1487.7422295973183,776.0991671605062,1672.330202321373,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8460274418053,1634.7022286017293
1363,45.4,,,,,,,801.5721226701063,1691.959797317833,,,,,,,,,,,904.9522043704251,1487.4335401166672,775.7195921416175,1672.1382250281417,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8427396261512,1634.7034453800347
1364,45.43333333333333,,,,,,,801.0428090959507,1691.6597426420517,,,,,,,,,,,903.7638932049017,1486.8451333169232,776.2040313162482,1672.8149372433618,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1714873265981,1635.0933742051848
1365,45.46666666666667,,,,,,,801.5636850798211,1692.0730185964749,,,,,,,,,,,904.6772207138883,1486.8707597125374,775.2014911415658,1672.728257893039,,,,,,,,,,,,,,,,,,,,,,,,,,,740.198013917851,1635.0699405878208
1366,45.5,,,,,,,801.571328274321,1691.9793397050564,,,,,,,,,,,905.2231569701114,1486.7192327871105,775.2232666194371,1672.7487044878058,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1995707719194,1635.0668005170155
1367,45.53333333333333,,,,,,,801.437262815241,1691.8419690022104,,,,,,,,,,,905.3105449145442,1486.4522058458372,773.9827088024355,1670.5044234604945,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1831974627067,1635.078559100582
1368,45.56666666666666,,,,,,,801.7390428002942,1691.8485884183247,,,,,,,,,,,905.3940186172628,1486.2502203587853,773.9765416358888,1670.5143299582496,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1761952703615,1635.0835034681022
1369,45.6,,,,,,,801.656881032058,1691.8631301728217,,,,,,,,,,,906.7180348782306,1487.2243553721655,773.9988519897523,1670.4880781531017,,,,,,,,,,,,,,,,,,,,,,,,,,,740.1877505213527,1635.0751133603937
1370,45.63333333333333,,,,,,,801.5486710274255,1692.0197365464437,,,,,,,,,,,906.9048543537308,1486.6032638395218,774.6089126463792,1670.9500224472044,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4895053857199,1635.4915369866783
1371,45.666666666666664,,,,,,,801.5486710274255,1692.0197365464437,,,,,,,,,,,,,773.7928721693243,1671.2991327458235,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2006226561172,1635.0656880649547
1372,45.7,,,,,,,801.5486710274255,1692.0197365464437,,,,,,,,,,,,,773.815868848086,1671.311159127408,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2081639130962,1635.0611521206192
1373,45.733333333333334,,,,,,,801.6366486557724,1691.8725438399342,,,,,,,,,,,,,774.4640734117149,1671.1233026796617,908.5286559061324,1487.1693226112445,,,,,,,,,,,,,,,,,,,,,,,,,740.1618891906102,1635.099633415517
1374,45.766666666666666,,,,,,,801.5459635622901,1692.0208810793217,,,,,,,,,,,,,774.0546644207617,1670.93828730585,908.9872230611163,1487.335929170889,,,,,,,,,,,,,,,,,,,,,,,,,740.5055527236308,1635.4839074305094
1375,45.8,,,,,,,802.4100153834829,1692.8691916191387,,,,,,,,,,,,,774.7740059991571,1671.3950294308336,909.6509635393885,1487.1903431231412,,,,,,,,,,,,,,,,,,,,,,,,,740.1861561290422,1635.0809539898628
1376,45.833333333333336,,,,,,,802.4518427478937,1692.798156474569,,,,,,,,,,,,,774.7750858101714,1671.394973871701,909.6988885798869,1487.124589845298,,,,,,,,,,,,,,,,,,,,,,,,,740.1972725392219,1635.0724759152436
1377,45.86666666666667,,,,,,,802.4413630590817,1692.6886447254221,,,,,,,,,,,,,774.8470669092538,1671.3123988034176,909.8481731515179,1486.9272290662423,,,,,,,,,,,,,,,,,,,,,,,,,740.1531286265241,1635.108262672112
1378,45.9,,,,,,,801.5734239948132,1692.2035731765588,,,,,,,,,,,,,774.5147339775007,1671.0609160344143,910.6064250934147,1486.5604839835482,,,,,,,,,,,,,,,,,,,,,,,,,740.2154874076683,1635.0579265004253
