"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","Test_Test80001.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 ","6 "
54537,1817.8666666666666,-74.65529806501375
54538,1817.8999999999999,-75.8779115948452
54539,1817.9333333333334,-67.84866213088868
54540,1817.9666666666667,-57.481209493032146
54541,1818,-63.3904577229575
54542,1818.0333333333333,-57.13597467350199
54543,1818.0666666666666,-40.74601561860592
54544,1818.1,-21.314181375726978
54545,1818.1333333333332,-3.821902459586879
54546,1818.1666666666667,12.746489264123278
54547,1818.2,23.065694308593404
54548,1818.2333333333333,38.44900878922392
54549,1818.2666666666667,43.15323654149175
54550,1818.3,28.349567678552933
54551,1818.3333333333333,-7.615507696694027
54552,1818.3666666666666,-11.070459327469088
54553,1818.3999999999999,-31.60876117802614
54554,1818.4333333333334,-64.4885554200063
54555,1818.4666666666667,-81.93954069415996
54556,1818.5,-103.04073079699992
54557,1818.5333333333333,-120.87434750272986
54558,1818.5666666666666,,,,,,
54559,1818.6,,,,,,
54560,1818.6333333333332,,,,,,
54561,1818.6666666666667,,,,,,
54562,1818.7,,,,,,
54563,1818.7333333333333,,,,,,
54564,1818.7666666666667,,,,,,
54565,1818.8,,,,,,
54566,1818.8333333333333,,,,,,
54567,1818.8666666666666,,,,,,
54568,1818.8999999999999,,,,,,
54569,1818.9333333333334,,,,,,
54570,1818.9666666666667,,,,,,
54571,1819,,,,,,
54572,1819.0333333333333,,,,,,
54573,1819.0666666666666,,,,,,
54574,1819.1,,,,,,
54575,1819.1333333333332,,,,,,
54576,1819.1666666666667,,,,,,
54577,1819.2,,,,,,
54578,1819.2333333333333,,,,,,
54579,1819.2666666666667,,,,,,
54580,1819.3,,,,,,
54581,1819.3333333333333,,,,,,
54582,1819.3666666666666,,,,,,
54583,1819.3999999999999,,,,,,
54584,1819.4333333333334,,,,,,
54585,1819.4666666666667,,,,,,
54586,1819.5,,,,,,
54587,1819.5333333333333,,,,,,
54588,1819.5666666666666,,,,,,
54589,1819.6,,,,,,
54590,1819.6333333333332,,,,,,
54591,1819.6666666666667,,,,,,
54592,1819.7,,,,,,
54593,1819.7333333333333,,,,,,
54594,1819.7666666666667,,,,,,
54595,1819.8,,,,,,
54596,1819.8333333333333,,,,,,
54597,1819.8666666666666,,,,,,
54598,1819.8999999999999,,,,,,
54599,1819.9333333333334,,-27.283928275596075
54600,1819.9666666666667,,-8.246024714082013
54601,1820,,41.304485935933776
54602,1820.0333333333333,,51.99102618683437
54603,1820.0666666666666,,54.283698768035435
54604,1820.1,,59.22219776747563
54605,1820.1333333333332,,59.379143411463986
54606,1820.1666666666667,,55.35771565569358
54607,1820.2,,44.672589982446546
54608,1820.2333333333333,,,-34.5920204899519
54609,1820.2666666666667,,,-71.56858358509292
