"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","capture-0001.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","10 "
109025,3634.133333333333,,,,,,,,,,
109026,3634.1666666666665,,,,,,,,,,
109027,3634.2,,,,,,,,,,
109028,3634.233333333333,,,,,,,,,,
109029,3634.2666666666664,,,,,,,,,,
109030,3634.2999999999997,,,,,,,,,,
109031,3634.3333333333335,,,,,,,,,,
109032,3634.366666666667,,,,,,,,,,
109033,3634.4,,,,,,,,,,
109034,3634.4333333333334,,,,,,,,,,
109035,3634.4666666666667,,,,,,,,,,
109036,3634.5,,,,,,,,,,
109037,3634.5333333333333,,,,,,,,,,
109038,3634.5666666666666,,,,,,,,,,
109039,3634.6,,,,,,,,,,
109040,3634.633333333333,,,,,,,,,,
109041,3634.6666666666665,,,,,,,,,,
109042,3634.7,,,,,,,,,,
109043,3634.733333333333,,,,,,,,,,
109044,3634.7666666666664,,,,,,,,,,
109045,3634.7999999999997,,,,,,,,,,
109046,3634.8333333333335,,,,,,,,,,
109047,3634.866666666667,,,,,,,,,,
109048,3634.9,,,,,,,,,,
109049,3634.9333333333334,,,,,,,,,,
109050,3634.9666666666667,,,,,,,,,,
109051,3635,,,,,,,,,,
109052,3635.0333333333333,,,,,,,,,,
109053,3635.0666666666666,,,,,,,,,,
109054,3635.1,,,,,,,,,,
109055,3635.133333333333,,,,,,,,,,
109056,3635.1666666666665,,,,,,,,,,
109057,3635.2,,,,,,,,,,
109058,3635.233333333333,,,,,,,,,,
109059,3635.2666666666664,,,,,,,,,,
109060,3635.2999999999997,,,,,,,,,,
109061,3635.3333333333335,,,,,,,,,,
109062,3635.366666666667,,,,,,,,,,
109063,3635.4,,,,,,,,,,
109064,3635.4333333333334,,,,,,,,,,
109065,3635.4666666666667,,,,,,,,,,
109066,3635.5,,,,,,,,,,
109067,3635.5333333333333,,,,,,,,,,
109068,3635.5666666666666,,,,,,,,,,
109069,3635.6,,174.62345618228784
109070,3635.633333333333,,122.88784268436247
109071,3635.6666666666665,,107.04162852093978
109072,3635.7,,75.10016427523183
109073,3635.733333333333,,51.91474164671149
109074,3635.7666666666664,,2.977967009248631
109075,3635.7999999999997,,-49.90502558963075
109076,3635.8333333333335,,-61.082845794983804
109077,3635.866666666667,,-68.8615474574441
109078,3635.9,,-72.15790274764537
109079,3635.9333333333334,,-64.22016192515362
109080,3635.9666666666667,,-44.379464371153794
109081,3636,,-11.52266861053243
109082,3636.0333333333333,,2.381244133649556
109083,3636.0666666666666,,18.545789626030103
109084,3636.1,,35.39377973243737
109085,3636.133333333333,,37.471603013681424
109086,3636.1666666666665,,32.40706595223411
109087,3636.2,,23.536449531405193
109088,3636.233333333333,,14.363462934082637
109089,3636.2666666666664,,-5.80009472026829
109090,3636.2999999999997,,-13.841124307405607
109091,3636.3333333333335,,-2.157311960468074
109092,3636.366666666667,,4.594542034886825
109093,3636.4,,-21.336548853135685
109094,3636.4333333333334,,-0.4947635195948518
109095,3636.4666666666667,,-1.7678414961532671
109096,3636.5,,1.643908671918037
109097,3636.5333333333333,,-3.5943724977811136
109098,3636.5666666666666,,-14.030435878867996
109099,3636.6,,-18.35333756652141
109100,3636.633333333333,,-16.60457802078646
109101,3636.6666666666665,,39.329687870242495
109102,3636.7,,23.55378962655897
109103,3636.733333333333,,8.68466833566714
109104,3636.7666666666664,,2.102977019654939
109105,3636.7999999999997,,-38.83193559211465
109106,3636.8333333333335,,-56.2731741121565
109107,3636.866666666667,,-72.34297571708736
109108,3636.9,,-75.69265363188613
109109,3636.9333333333334,,-57.64748242678215
109110,3636.9666666666667,,-34.40731338930398
109111,3637,,-30.029975176205895
109112,3637.0333333333333,,-16.261698801723263
109113,3637.0666666666666,,45.37448117375092
109114,3637.1,,60.550716742070485
109115,3637.133333333333,,64.10858531239528
109116,3637.1666666666665,,61.11176595661109
109117,3637.2,,43.10758226177977
109118,3637.233333333333,,30.665560415393436
109119,3637.2666666666664,,19.28572683192354
109120,3637.2999999999997,,1.3940174324083905
109121,3637.3333333333335,,-20.03635852142429
109122,3637.366666666667,,-31.332708134814347
109123,3637.4,,-59.65940975106021
109124,3637.4333333333334,,-81.20617206234631
109125,3637.4666666666667,,-85.99705138784056
109126,3637.5,,-88.32789058600052
109127,3637.5333333333333,,-76.45670330520596
109128,3637.5666666666666,,-55.6008327252703
109129,3637.6,,21.203764383518177
109130,3637.633333333333,,38.2660125123619
109131,3637.6666666666665,,47.57448805332285
109132,3637.7,,55.13206910905942
109133,3637.733333333333,,49.67380421921025
109134,3637.7666666666664,,38.65168623133564
109135,3637.7999999999997,,30.65781005895912
109136,3637.8333333333335,,16.98524674424473
109137,3637.866666666667,,-3.8910802767693866
109138,3637.9,,-22.442075039396755
109139,3637.9333333333334,,-34.49187147536973
109140,3637.9666666666667,,-44.39425476972429
109141,3638,,-51.03285120220105
109142,3638.0333333333333,,-79.57130700812995
109143,3638.0666666666666,,-61.148532195940035
109144,3638.1,,-50.51564841927263
109145,3638.133333333333,,-40.81971165077577
109146,3638.1666666666665,,-17.188235856231532
109147,3638.2,,-4.252584783498809
109148,3638.233333333333,,17.4528843189148
109149,3638.2666666666664,,57.71802651370349
109150,3638.2999999999997,,69.47325265289
109151,3638.3333333333335,,83.75580494048933
109152,3638.366666666667,,75.94205208682162
109153,3638.4,,60.63691165935559
109154,3638.4333333333334,,44.450958918036555
109155,3638.4666666666667,,31.882682488978187
109156,3638.5,,18.75716604938087
109157,3638.5333333333333,,,,,,,,,,
109158,3638.5666666666666,,,,,,,,,,
109159,3638.6,,,,,,,,,,
109160,3638.633333333333,,,,,,,,,,
109161,3638.6666666666665,,,,,,,,,,
109162,3638.7,,,,,,,,,,
109163,3638.733333333333,,,,,,,,,,
109164,3638.7666666666664,,,101.13597032621422
109165,3638.7999999999997,,,82.28138589154418
109166,3638.8333333333335,,,63.30209690882585
109167,3638.866666666667,,,55.14832618610145
109168,3638.9,,,56.69744552745231
109169,3638.9333333333334,,,59.31021836298871
109170,3638.9666666666667,,,59.250496626196295
109171,3639,,,58.41585047958922
109172,3639.0333333333333,,,62.50646807506035
109173,3639.0666666666666,,,55.85445243708925
109174,3639.1,,,55.3268477438215
109175,3639.133333333333,,,57.797817844540894
109176,3639.1666666666665,,,48.776331335981084
109177,3639.2,,,53.8845698006195
109178,3639.233333333333,,,51.58841133360942
109179,3639.2666666666664,,,52.128735197402435
109180,3639.2999999999997,,,51.80033127038099
109181,3639.3333333333335,,,54.75537459643715
109182,3639.366666666667,,,50.932103557350324
109183,3639.4,,,59.181892626339156
109184,3639.4333333333334,,,58.14619050745544
109185,3639.4666666666667,,,64.68261426584408
109186,3639.5,,,67.73347458425646
109187,3639.5333333333333,,,69.98146119481576
109188,3639.5666666666666,,,72.55015877359475
109189,3639.6,,,79.39060017034186
109190,3639.633333333333,,,84.52513339379873
109191,3639.6666666666665,,,81.51310685402515
109192,3639.7,,,70.44240894248924
109193,3639.733333333333,,,73.99710399913293
109194,3639.7666666666664,,,68.05002077029981
109195,3639.7999999999997,,,69.29623879011534
109196,3639.8333333333335,,,63.33082978193971
109197,3639.866666666667,,,66.43069214206756
109198,3639.9,,,64.81140767280186
109199,3639.9333333333334,,,57.7599376309139
109200,3639.9666666666667,,,59.13240076673237
109201,3640,,,67.08721908826136
109202,3640.0333333333333,,,66.61630209876856
109203,3640.0666666666666,,,69.37694196263362
109204,3640.1,,,64.20478551085301
109205,3640.133333333333,,,64.10372628720884
109206,3640.1666666666665,,,67.98136210325187
109207,3640.2,,,58.28916110042017
109208,3640.233333333333,,,64.60258734329369
109209,3640.2666666666664,,,61.450923520559265
109210,3640.2999999999997,,,65.85347037723963
109211,3640.3333333333335,,,61.47843658161185
109212,3640.366666666667,,,57.44089952895084
109213,3640.4,,,59.886397642608095
109214,3640.4333333333334,,,54.01179725486879
109215,3640.4666666666667,,,58.545104946011925
109216,3640.5,,,65.08255974410255
109217,3640.5333333333333,,,56.29899067438614
109218,3640.5666666666666,,,59.40682536515219
109219,3640.6,,,56.379159159104844
109220,3640.633333333333,,,60.111636732758114
109221,3640.6666666666665,,,56.6557006518543
109222,3640.7,,,52.498477156432536
109223,3640.733333333333,,,54.14858578159264
109224,3640.7666666666664,,,51.63931972575751
109225,3640.7999999999997,,,46.033933968877356
109226,3640.8333333333335,,,41.06488245831836
109227,3640.866666666667,,,37.045264063311535
109228,3640.9,,,,21.36218420233974
109229,3640.9333333333334,,,,20.497414419738025
109230,3640.9666666666667,,,,19.27061729731951
109231,3641,,,,13.101434475305497
109232,3641.0333333333333,,,,15.16014198717649
109233,3641.0666666666666,,,,13.837263369295435
109234,3641.1,,,,9.46110938582098
109235,3641.133333333333,,,,-2.9235668385181697
109236,3641.1666666666665,,,,-0.7258941841548331
109237,3641.2,,,,-23.765742243353884
109238,3641.233333333333,,,,-18.60032215110143
109239,3641.2666666666664,,,,-37.71755695702666
109240,3641.2999999999997,,,,-37.25749367898683
109241,3641.3333333333335,,,,-34.19487328601688
109242,3641.366666666667,,,,-33.2237630144131
109243,3641.4,,,,-40.61634790726571
109244,3641.4333333333334,,,,-40.41589138825476
109245,3641.4666666666667,,,,-39.79281618860847
109246,3641.5,,,,-34.22003394111792
109247,3641.5333333333333,,,,-39.932904995731946
109248,3641.5666666666666,,,,-38.151397430799754
109249,3641.6,,,,-44.75645031422734
109250,3641.633333333333,,,,-43.94869600468837
109251,3641.6666666666665,,,,-50.75879153144186
109252,3641.7,,,,-49.071513029024054
109253,3641.733333333333,,,,-45.72300869897682
109254,3641.7666666666664,,,,-38.64241662902377
109255,3641.7999999999997,,,,-42.9407970463155
109256,3641.8333333333335,,,,-41.74405420662186
109257,3641.866666666667,,,,-42.514944809058875
109258,3641.9,,,,-42.42887452343846
109259,3641.9333333333334,,,,-41.65910283989574
109260,3641.9666666666667,,,,-53.20137683014523
109261,3642,,,,-47.713330201885164
109262,3642.0333333333333,,,,-56.25696672758098
109263,3642.0666666666666,,,,-54.84772789008877
109264,3642.1,,,,-58.919666503886994
109265,3642.133333333333,,,,-52.97207540832137
109266,3642.1666666666665,,,,-55.919018324522945
109267,3642.2,,,,-59.2361610358392
109268,3642.233333333333,,,,,-54.43314085101703
109269,3642.2666666666664,,,,,-58.99541634221768
109270,3642.2999999999997,,,,,-59.45935636534482
109271,3642.3333333333335,,,,,-55.56428829270343
109272,3642.366666666667,,,,,-60.05622560452192
109273,3642.4,,,,,-59.7504408067977
109274,3642.4333333333334,,,,,-61.17799736146808
109275,3642.4666666666667,,,,,-55.993752042071876
109276,3642.5,,,,,-64.31893841158659
109277,3642.5333333333333,,,,,-56.9027964543437
109278,3642.5666666666666,,,,,-56.68928920443196
109279,3642.6,,,,,-44.60488621157155
109280,3642.633333333333,,,,,-44.46267755726872
109281,3642.6666666666665,,,,,-31.90550785450288
109282,3642.7,,,,,-25.36054814092657
109283,3642.733333333333,,,,,-15.745129979072468
109284,3642.7666666666664,,,,,-13.005645236913525
109285,3642.7999999999997,,,,,-14.280562275928519
109286,3642.8333333333335,,,,,-2.121475504790906
109287,3642.866666666667,,,,,-0.7132715217103244
109288,3642.9,,,,,-0.9797742486944729
109289,3642.9333333333334,,,,,-0.2000385155681282
109290,3642.9666666666667,,,,,18.14367500010369
109291,3643,,,,,43.733256565204066
109292,3643.0333333333333,,,,,48.08748322323649
109293,3643.0666666666666,,,,,54.5180847285172
109294,3643.1,,,,,57.719639989699346
109295,3643.133333333333,,,,,61.61816881646769
109296,3643.1666666666665,,,,,68.23275892505185
109297,3643.2,,,,,62.332437674330485
109298,3643.233333333333,,,,,64.38047149173022
109299,3643.2666666666664,,,,,63.009335575611495
109300,3643.2999999999997,,,,,61.12934207898011
109301,3643.3333333333335,,,,,54.61946160443819
109302,3643.366666666667,,,,,48.950405217820375
109303,3643.4,,,,,44.36911033866259
109304,3643.4333333333334,,,,,32.28327314254288
109305,3643.4666666666667,,,,,26.952216608402072
109306,3643.5,,,,,16.56231029403353
109307,3643.5333333333333,,,,,4.017113983799179
109308,3643.5666666666666,,,,,,,,,,
109309,3643.6,,,,,,,,,,
109310,3643.633333333333,,,,,,,,,,
109311,3643.6666666666665,,,,,,,,,,
109312,3643.7,,,,,,,,,,
109313,3643.733333333333,,,,,,,,,,
109314,3643.7666666666664,,,,,,,,,,
109315,3643.7999999999997,,,,,,,,,,
109316,3643.8333333333335,,,,,,,,,,
109317,3643.866666666667,,,,,,,,,,
109318,3643.9,,,,,,,,,,
109319,3643.9333333333334,,,,,,,,,,
109320,3643.9666666666667,,,,,,,,,,
109321,3644,,,,,,,,,,
109322,3644.0333333333333,,,,,,,,,,
109323,3644.0666666666666,,,,,,,,,,
109324,3644.1,,,,,,,,,,
109325,3644.133333333333,,,,,,,,,,
109326,3644.1666666666665,,,,,,,,,,
109327,3644.2,,,,,,,,,,
109328,3644.233333333333,,,,,,,,,,
109329,3644.2666666666664,,,,,,,,,,
109330,3644.2999999999997,,,,,,,,,,
109331,3644.3333333333335,,,,,,,,,,
109332,3644.366666666667,,,,,,,,,,
109333,3644.4,,,,,,,,,,
109334,3644.4333333333334,,,,,,,,,,
109335,3644.4666666666667,,,,,,,,,,
109336,3644.5,,,,,,,,,,
109337,3644.5333333333333,,,,,,,,,,
109338,3644.5666666666666,,,,,,,,,,
109339,3644.6,,,,,,,,,,
109340,3644.633333333333,,,,,,,,,,
109341,3644.6666666666665,,,,,,,,,,
109342,3644.7,,,,,,,,,,
109343,3644.733333333333,,,,,,,,,,
109344,3644.7666666666664,,,,,,,,,,
109345,3644.7999999999997,,,,,,,,,,
109346,3644.8333333333335,,,,,,,,,,
109347,3644.866666666667,,,,,,,,,,
109348,3644.9,,,,,,,,,,
109349,3644.9333333333334,,,,,,,,,,
109350,3644.9666666666667,,,,,,,,,,
109351,3645,,,,,,,,,,
109352,3645.0333333333333,,,,,,,,,,
109353,3645.0666666666666,,,,,,,,,,
109354,3645.1,,,,,,,,,,
109355,3645.133333333333,,,,,,,,,,
109356,3645.1666666666665,,,,,,,,,,
109357,3645.2,,,,,,,,,,
109358,3645.233333333333,,,,,,,,,,
109359,3645.2666666666664,,,,,,,,,,
109360,3645.2999999999997,,,,,,,,,,
109361,3645.3333333333335,,,,,,,,,,
109362,3645.366666666667,,,,,,,,,,
109363,3645.4,,,,,,,,,,
109364,3645.4333333333334,,,,,,,,,,
109365,3645.4666666666667,,,,,,,,,,
109366,3645.5,,,,,,,,,,
109367,3645.5333333333333,,,,,,,,,,
109368,3645.5666666666666,,,,,,,,,,
109369,3645.6,,,,,,,,,,
109370,3645.633333333333,,,,,,,,,,
109371,3645.6666666666665,,,,,,,,,,
109372,3645.7,,,,,,,,,,
109373,3645.733333333333,,,,,,,,,,
109374,3645.7666666666664,,,,,,,,,,
109375,3645.7999999999997,,,,,,,,,,
109376,3645.8333333333335,,,,,,,,,,
109377,3645.866666666667,,,,,,,,,,
109378,3645.9,,,,,,,,,,
109379,3645.9333333333334,,,,,,,,,,
109380,3645.9666666666667,,,,,,,,,,
109381,3646,,,,,,,,,,
109382,3646.0333333333333,,,,,,,,,,
109383,3646.0666666666666,,,,,,,,,,
109384,3646.1,,,,,,,,,,
109385,3646.133333333333,,,,,,,,,,
109386,3646.1666666666665,,,,,,,,,,
109387,3646.2,,,,,,,,,,
109388,3646.233333333333,,,,,,,,,,
109389,3646.2666666666664,,,,,,,,,,
109390,3646.2999999999997,,,,,,,,,,
109391,3646.3333333333335,,,,,,,,,,
109392,3646.366666666667,,,,,,,,,,
109393,3646.4,,,,,,,,,,
109394,3646.4333333333334,,,,,,,,,,
109395,3646.4666666666667,,,,,,,,,,
109396,3646.5,,,,,,,,,,
109397,3646.5333333333333,,,,,,,,,,
109398,3646.5666666666666,,,,,,,,,,
109399,3646.6,,,,,,,,,,
109400,3646.633333333333,,,,,,,,,,
109401,3646.6666666666665,,,,,,,,,,
109402,3646.7,,,,,,,,,,
109403,3646.733333333333,,,,,,,,,,
109404,3646.7666666666664,,,,,,,,,,
109405,3646.7999999999997,,,,,,,,,,
109406,3646.8333333333335,,,,,,,,,,
109407,3646.866666666667,,,,,,,,,,
109408,3646.9,,,,,,,,,,
109409,3646.9333333333334,,,,,,,,,,
109410,3646.9666666666667,,,,,,,,,,
109411,3647,,,,,,,,,,
109412,3647.0333333333333,,,,,,,,,,
109413,3647.0666666666666,,,,,,,,,,
109414,3647.1,,,,,,,,,,
109415,3647.133333333333,,,,,,,,,,
109416,3647.1666666666665,,,,,,,,,,
109417,3647.2,,,,,,,,,,
109418,3647.233333333333,,,,,,,,,,
109419,3647.2666666666664,,,,,,,,,,
109420,3647.2999999999997,,,,,,,,,,
109421,3647.3333333333335,,,,,,,,,,
109422,3647.366666666667,,,,,,,,,,
109423,3647.4,,,,,,,,,,
109424,3647.4333333333334,,,,,,,,,,
109425,3647.4666666666667,,,,,,,,,,
109426,3647.5,,,,,,,,,,
109427,3647.5333333333333,,,,,,,,,,
109428,3647.5666666666666,,,,,,,,,,
109429,3647.6,,,,,,,,,,
109430,3647.633333333333,,,,,,,,,,
109431,3647.6666666666665,,,,,,,,,,
109432,3647.7,,,,,,,,,,
109433,3647.733333333333,,,,,,,,,,
109434,3647.7666666666664,,,,,,,,,,
109435,3647.7999999999997,,,,,,,,,,
109436,3647.8333333333335,,,,,,,,,,
109437,3647.866666666667,,,,,,,,,,
109438,3647.9,,,,,,,,,,
109439,3647.9333333333334,,,,,,,,,,
109440,3647.9666666666667,,,,,,,,,,
109441,3648,,,,,,,,,,
109442,3648.0333333333333,,,,,,,,,,
109443,3648.0666666666666,,,,,,,,,,
109444,3648.1,,,,,,,,,,
109445,3648.133333333333,,,,,,,,,,
109446,3648.1666666666665,,,,,,,,,,
109447,3648.2,,,,,,,,,,
109448,3648.233333333333,,,,,,,,,,
109449,3648.2666666666664,,,,,,,,,,
109450,3648.2999999999997,,,,,,,,,,
109451,3648.3333333333335,,,,,,,,,,
109452,3648.366666666667,,,,,,,,,,
109453,3648.4,,,,,,,,,,
109454,3648.4333333333334,,,,,,,,,,
109455,3648.4666666666667,,,,,,,,,,
109456,3648.5,,,,,,,,,,
109457,3648.5333333333333,,,,,,,,,,
109458,3648.5666666666666,,,,,,,,,,
109459,3648.6,,,,,,,,,,
109460,3648.633333333333,,,,,,,,,,
109461,3648.6666666666665,,,,,,,,,,
109462,3648.7,,,,,,,,,,
109463,3648.733333333333,,,,,,,,,,
109464,3648.7666666666664,,,,,,,,,,
109465,3648.7999999999997,,,,,,,,,,
109466,3648.8333333333335,,,,,,,,,,
109467,3648.866666666667,,,,,,,,,,
109468,3648.9,,,,,,,,,,
109469,3648.9333333333334,,,,,,,,,,
109470,3648.9666666666667,,,,,,,,,,
109471,3649,,,,,,,,,,
109472,3649.0333333333333,,,,,,,,,,
109473,3649.0666666666666,,,,,,,,,,
109474,3649.1,,,,,,,,,,
109475,3649.133333333333,,,,,,,,,,
109476,3649.1666666666665,,,,,,,,,,
109477,3649.2,,,,,,,,,,
109478,3649.233333333333,,,,,,,,,,
109479,3649.2666666666664,,,,,,,,,,
109480,3649.2999999999997,,,,,,,,,,
109481,3649.3333333333335,,,,,,,,,,
109482,3649.366666666667,,,,,,,,,,
109483,3649.4,,,,,,,,,,
109484,3649.4333333333334,,,,,,,,,,
109485,3649.4666666666667,,,,,,,,,,
109486,3649.5,,,,,,,,,,
109487,3649.5333333333333,,,,,,,,,,
109488,3649.5666666666666,,,,,,,,,,
109489,3649.6,,,,,,,,,,
109490,3649.633333333333,,,,,,,,,,
109491,3649.6666666666665,,,,,,,,,,
109492,3649.7,,,,,,,,,,
109493,3649.733333333333,,,,,,,,,,
109494,3649.7666666666664,,,,,,,,,,
109495,3649.7999999999997,,,,,,,,,,
109496,3649.8333333333335,,,,,,,,,,
109497,3649.866666666667,,,,,,,,,,
109498,3649.9,,,,,,,,,,
109499,3649.9333333333334,,,,,,,,,,
109500,3649.9666666666667,,,,,,,,,,
109501,3650,,,,,,,,,,
109502,3650.0333333333333,,,,,,,,,,
109503,3650.0666666666666,,,,,,,,,,
109504,3650.1,,,,,,,,,,
109505,3650.133333333333,,,,,,,,,,
109506,3650.1666666666665,,,,,,,,,,
109507,3650.2,,,,,,,,,,
109508,3650.233333333333,,,,,,,,,,
109509,3650.2666666666664,,,,,,,,,,
109510,3650.2999999999997,,,,,,,,,,
109511,3650.3333333333335,,,,,,,,,,
109512,3650.366666666667,,,,,,,,,,
109513,3650.4,,,,,,,,,,
109514,3650.4333333333334,,,,,,,,,,
109515,3650.4666666666667,,,,,,,,,,
109516,3650.5,,,,,,,,,,
109517,3650.5333333333333,,,,,,,,,,
109518,3650.5666666666666,,,,,,,,,,
109519,3650.6,,,,,,,,,,
109520,3650.633333333333,,,,,,,,,,
109521,3650.6666666666665,,,,,,,,,,
109522,3650.7,,,,,,,,,,
109523,3650.733333333333,,,,,,,,,,
109524,3650.7666666666664,,,,,,,,,,
109525,3650.7999999999997,,,,,,,,,,
109526,3650.8333333333335,,,,,,,,,,
109527,3650.866666666667,,,,,,,,,,
109528,3650.9,,,,,,,,,,
109529,3650.9333333333334,,,,,,,,,,
109530,3650.9666666666667,,,,,,,,,,
109531,3651,,,,,,,,,,
109532,3651.0333333333333,,,,,,,,,,
109533,3651.0666666666666,,,,,,,,,,
109534,3651.1,,,,,,,,,,
109535,3651.133333333333,,,,,,,,,,
109536,3651.1666666666665,,,,,,,,,,
109537,3651.2,,,,,,,,,,
109538,3651.233333333333,,,,,,,,,,
109539,3651.2666666666664,,,,,,,,,,
109540,3651.2999999999997,,,,,,,,,,
109541,3651.3333333333335,,,,,,,,,,
109542,3651.366666666667,,,,,,,,,,
109543,3651.4,,,,,,,,,,
109544,3651.4333333333334,,,,,,,,,,
109545,3651.4666666666667,,,,,,,,,,
109546,3651.5,,,,,,,,,,
109547,3651.5333333333333,,,,,,,,,,
109548,3651.5666666666666,,,,,,,,,,
109549,3651.6,,,,,,,,,,
109550,3651.633333333333,,,,,,,,,,
109551,3651.6666666666665,,,,,,,,,,
109552,3651.7,,,,,,,,,,
109553,3651.733333333333,,,,,,,,,,
109554,3651.7666666666664,,,,,,,,,,
109555,3651.7999999999997,,,,,,,,,,
109556,3651.8333333333335,,,,,,,,,,
109557,3651.866666666667,,,,,,,,,,
109558,3651.9,,,,,,,,,,
109559,3651.9333333333334,,,,,,,,,,
109560,3651.9666666666667,,,,,,,,,,
109561,3652,,,,,,,,,,
109562,3652.0333333333333,,,,,,,,,,
109563,3652.0666666666666,,,,,,,,,,
109564,3652.1,,,,,,,,,,
109565,3652.133333333333,,,,,,,,,,
109566,3652.1666666666665,,,,,,,,,,
109567,3652.2,,,,,,,,,,
109568,3652.233333333333,,,,,,,,,,
109569,3652.2666666666664,,,,,,,,,,
