"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","3-Oct-25.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 "
34765,1158.8,6.5760667909189605,5.031667786090983,-29.774230026660813
34766,1158.8333333333333,6.5760667909189605,5.031667786090958,-29.56195237057591
34767,1158.8666666666666,6.576066790918299,5.031667786090958,-29.51714416853109
34768,1158.9,6.5760667909189605,5.031667786090958,-27.221378811252205
34769,1158.9333333333334,6.576066790918299,5.031667786090958,-26.933536733605692
34770,1158.9666666666667,7.0819080607855005,1.520690345504509,-25.62390794706016
34771,1159,2.581633946818345,-0.9556889268384073,-18.568689928128688
34772,1159.0333333333333,1.5178418590400047,-2.2401918719021285,-17.91842955836703
34773,1159.0666666666666,1.4993726773156024,-1.0499038053747487,-17.91842955836703
34774,1159.1,0.26212264748880143,-0.4526132316844517,-18.637814523817166
34775,1159.1333333333332,0.17802829606341142,-1.6338481329868801,-18.28825730105762
34776,1159.1666666666667,0.6886513318168048,-1.8612545119428803,-18.265531781464
34777,1159.2,0.7730718179241736,-1.6296743196002614,-17.356742119810075
34778,1159.2333333333333,3.2880707853122875,-1.7298296346769964,-17.356742119810075
34779,1159.2666666666667,2.5282593164386107,-2.072815331500219,-17.356742119810075
34780,1159.3,1.9142468408634497,-2.0301040400862678,-17.356742119810075
34781,1159.3333333333333,0.4310209335865229,-2.1208974624481542,-17.356742119810075
34782,1159.3666666666666,2.8263885810517153,-0.4803751497681755,-17.356742119810075
34783,1159.4,1.7239952472423945,-1.6689252730445363,-17.68589293551092
34784,1159.4333333333334,1.883162277683335,-2.29359334851556,-25.70127291444764
34785,1159.4666666666667,1.9750556355769286,-3.2965017431745727,-26.894640849490003
34786,1159.5,2.2525621925120722,-2.316758666608222,-26.267605330776405
34787,1159.5333333333333,2.1599674461509255,-2.5076374377451796,-26.267605330776405
34788,1159.5666666666666,1.8806288381141234,-1.663406698760263,-26.267605330776405
34789,1159.6,1.6598085903918411,-1.0803815387757245,-26.267605330776405
34790,1159.6333333333332,1.4691720318926889,-0.25337810077079465,-25.12796745575388
34791,1159.6666666666667,0.4959975891847206,0.414112525232144,-25.12796745575388
34792,1159.7,1.386394651700725,0.58299420750717,-24.794594178631222
34793,1159.7333333333333,1.7009431073709576,2.6616355947339216,-25.618953881338665
34794,1159.7666666666667,1.5782377934075131,1.2916177660458867,-25.397262493123602
34795,1159.8,1.4605117256879994,1.1727434405873154,-25.397262493123602
34796,1159.8333333333333,1.3131851875487548,-0.239228135202465,-25.38359906048631
34797,1159.8666666666666,2.5128597866460867,0.352283232951889,-24.35868616047914
34798,1159.9,0.07199228371492723,3.235870972169016,-24.35868616047914
34799,1159.9333333333334,0.6338910479382396,3.3589802180170087,-24.35868616047914
34800,1159.9666666666667,0.8588257998048071,3.9367443345246484,-24.35868616047914
34801,1160,0.872406448828803,3.64862976985642,-24.35868616047914
34802,1160.0333333333333,2.5725470681266063,3.347805856660772,-24.35868616047914
34803,1160.0666666666666,2.296333634695656,3.1287281482642233,-24.35868616047914
34804,1160.1,1.9107039956212617,3.447884257114918,-24.35868616047914
34805,1160.1333333333332,2.458903504069079,3.4052330466316394,-24.35868616047914
34806,1160.1666666666667,-0.3527773295239554,3.330051150525473,-24.35868616047914
34807,1160.2,3.8497481739763812,3.3565507577693103,-24.35868616047914
34808,1160.2333333333333,2.157990937025898,3.3293925120821406,-24.35868616047914
34809,1160.2666666666667,4.566704673573668,3.3934684205962906,-24.35868616047914
34810,1160.3,2.086386159925372,3.273379973420623,-24.35868616047914
34811,1160.3333333333333,2.121582528188094,3.3653340599333244,-24.35868616047914
