"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","9-Oct-25.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","10 ","11 "
50556,1685.1666666666667,,,,,,,,,,,
50557,1685.2,,,,,,,,,,,
50558,1685.2333333333333,,,,,,,,,,,
50559,1685.2666666666667,,,,,,,,,,,
50560,1685.3,,,,,,,,,,,
50561,1685.3333333333333,,,,,,,,,,,
50562,1685.3666666666666,,,,,,,,,,,
50563,1685.3999999999999,,,,,,,,,,,
50564,1685.4333333333334,,,,,,,,,,,
50565,1685.4666666666667,,,,,,,,,,,
50566,1685.5,,,,,,,,,,,
50567,1685.5333333333333,,,,,,,,,,,
50568,1685.5666666666666,,,,,,,,,,,
50569,1685.6,,,-154.10262369946938
50570,1685.6333333333332,,,173.1767220874402
50571,1685.6666666666667,,,49.56594288880951
50572,1685.7,,,2.7601801284364553
50573,1685.7333333333333,,,-30.143511507538417
50574,1685.7666666666667,,,-65.69774083040143
50575,1685.8,,,-75.56930998347437
50576,1685.8333333333333,,,-84.41563805366042
50577,1685.8666666666666,,,-98.02715069449857
50578,1685.8999999999999,,,-106.00857780713794
50579,1685.9333333333334,,,-108.0580902432543
50580,1685.9666666666667,,,-89.1625508484498
50581,1686,,,-61.81803961139883
50582,1686.0333333333333,,,,14.183912685344108
50583,1686.0666666666666,,,,-27.851942999239828
50584,1686.1,,,,-47.90056948274636
50585,1686.1333333333332,,,,-65.94697744345352
50586,1686.1666666666667,,,,-76.2593498556518
50587,1686.2,,,,-82.3248897436279
50588,1686.2333333333333,,,,-93.55519491497888
50589,1686.2666666666667,,,,-107.56456057255849
50590,1686.3,,,,-126.3615815654717
50591,1686.3333333333333,,,,-149.2137316992129
50592,1686.3666666666666,,,,-150.85782049986008
50593,1686.3999999999999,,,,,166.42496695566996
50594,1686.4333333333334,,,,,171.31599076007979
50595,1686.4666666666667,,,,,159.56501182368189
50596,1686.5,,,,,163.16327847526333
50597,1686.5333333333333,,,,,158.1023526462412
50598,1686.5666666666666,,,,,162.54928776372174
50599,1686.6,,,,,160.44378538788553
50600,1686.6333333333332,,,,,132.05763081008126
50601,1686.6666666666667,,,,,35.53079824058628
50602,1686.7,,,,,20.028916485782702
50603,1686.7333333333333,,,,,21.368820106670874
50604,1686.7666666666667,,,,,4.878364137957412
50605,1686.8,,,,,-35.84619057259927
50606,1686.8333333333333,,,,,-40.373377769117106
50607,1686.8666666666666,,,,,-39.6080367310287
50608,1686.8999999999999,,,,,-58.9818136747149
50609,1686.9333333333334,,,,,-76.64025448185845
50610,1686.9666666666667,,,,,-77.43832297499112
50611,1687,,,,,-77.23373670178636
50612,1687.0333333333333,,,,,-76.8562398342195
50613,1687.0666666666666,,,,,,41.85820056130805
50614,1687.1,,,,,,17.662277507468698
50615,1687.1333333333332,,,,,,-22.066443948609326
50616,1687.1666666666667,,,,,,-77.12144528454478
50617,1687.2,,,,,,-84.50976482618096
50618,1687.2333333333333,,,,,,-88.50584753308247
50619,1687.2666666666667,,,,,,-102.65143580301664
50620,1687.3,,,,,,-109.7850698842597
50621,1687.3333333333333,,,,,,-120.04632329831004
50622,1687.3666666666666,,,,,,-136.14257736392824
50623,1687.3999999999999,,,,,,-135.54260471909993
50624,1687.4333333333334,,,,,,-95.75355382315966
50625,1687.4666666666667,,,,,,-54.45302356674851
50626,1687.5,,,,,,4.998447516524361
50627,1687.5333333333333,,,,,,16.06355352431295
50628,1687.5666666666666,,,,,,34.04026158219762
50629,1687.6,,,,,,54.00536276935666
50630,1687.6333333333332,,,,,,64.47099073076524
50631,1687.6666666666667,,,,,,67.27971847535903
50632,1687.7,,,,,,57.85117850521824
50633,1687.7333333333333,,,,,,33.382073177853904
50634,1687.7666666666667,,,,,,21.752264658597166
50635,1687.8,,,,,,-5.099303802024086
50636,1687.8333333333333,,,,,,-21.89868375237679
50637,1687.8666666666666,,,,,,-63.56677707596557
50638,1687.8999999999999,,,,,,-72.8978308274238
50639,1687.9333333333334,,,,,,-98.08212075811134
50640,1687.9666666666667,,,,,,-118.14173088055195
50641,1688,,,,,,-125.23468066465955
50642,1688.0333333333333,,,,,,-134.86292557491026
50643,1688.0666666666666,,,,,,-148.0248926328625
50644,1688.1,,,,,,-151.66442665177064
50645,1688.1333333333332,,,,,,-156.51844051399837
50646,1688.1666666666667,,,,,,-166.03053713942572
50647,1688.2,,,,,,-144.20765628196267
50648,1688.2333333333333,,,,,,-112.06600027625262
50649,1688.2666666666667,,,,,,-96.94259792542786
50650,1688.3,,,,,,-62.93578618115039
50651,1688.3333333333333,,,,,,-23.47185071155242
50652,1688.3666666666666,,,,,,-6.019183044273005
50653,1688.3999999999999,,,,,,34.931472108657154
50654,1688.4333333333334,,,,,,43.49359021411095
50655,1688.4666666666667,,,,,,64.24924020623564
50656,1688.5,,,,,,63.967313880477064
50657,1688.5333333333333,,,,,,51.14924349932847
50658,1688.5666666666666,,,,,,31.65012411434321
50659,1688.6,,,,,,5.31299874277911
50660,1688.6333333333332,,,,,,-19.964724578672794
50661,1688.6666666666667,,,,,,-55.97064024937026
50662,1688.7,,,,,,-65.17876372478042
50663,1688.7333333333333,,,,,,-94.03855299413912
50664,1688.7666666666667,,,,,,-106.9840979931628
50665,1688.8,,,,,,-117.43141354779213
50666,1688.8333333333333,,,,,,-121.85232771199804
50667,1688.8666666666666,,,,,,-137.40201317140696
50668,1688.8999999999999,,,,,,-91.64580890336906
50669,1688.9333333333334,,,,,,-50.8312530474295
50670,1688.9666666666667,,,,,,-21.122682604531487
50671,1689,,,,,,3.370931083886101
50672,1689.0333333333333,,,,,,27.239997455345677
50673,1689.0666666666666,,,,,,38.25587790449832
50674,1689.1,,,,,,70.53985239154457
50675,1689.1333333333332,,,,,,73.43719814545682
50676,1689.1666666666667,,,,,,77.89367042350811
50677,1689.2,,,,,,63.311363153418455
50678,1689.2333333333333,,,,,,44.40912999049668
50679,1689.2666666666667,,,,,,1.3041189884958309
50680,1689.3,,,,,,-26.82794854027585
50681,1689.3333333333333,,,,,,-64.89903232794792
50682,1689.3666666666666,,,,,,-73.49625015563494
50683,1689.3999999999999,,,,,,-92.45259283741687
50684,1689.4333333333334,,,,,,-103.39160019772595
50685,1689.4666666666667,,,,,,-123.02291589949319
50686,1689.5,,,,,,-136.8908899782783
50687,1689.5333333333333,,,,,,-145.2871888782273
50688,1689.5666666666666,,,,,,-155.4216453753679
50689,1689.6,,,,,,-160.72717270030128
50690,1689.6333333333332,,,,,,-160.7736766388849
50691,1689.6666666666667,,,,,,-125.80770832621596
50692,1689.7,,,,,,-99.06272957120105
50693,1689.7333333333333,,,,,,-63.20472603179149
50694,1689.7666666666667,,,,,,-30.614265836043597
50695,1689.8,,,,,,-3.0462939951952697
50696,1689.8333333333333,,,,,,-4.854476969201182
50697,1689.8666666666666,,,,,,23.680866713373714
50698,1689.8999999999999,,,,,,55.42445329495936
50699,1689.9333333333334,,,,,,65.61099505544117
50700,1689.9666666666667,,,,,,89.84138202460863
50701,1690,,,,,,104.98479596038496
50702,1690.0333333333333,,,,,,116.28779928492585
50703,1690.0666666666666,,,,,,114.28345238526985
50704,1690.1,,,,,,108.0251830822532
50705,1690.1333333333332,,,,,,90.76888540597032
50706,1690.1666666666667,,,,,,63.32170968389282
50707,1690.2,,,,,,35.776289489322686
50708,1690.2333333333333,,,,,,27.675526581869384
50709,1690.2666666666667,,,,,,-23.825237267973527
50710,1690.3,,,,,,-39.75579049494454
50711,1690.3333333333333,,,,,,-57.83366505302525
50712,1690.3666666666666,,,,,,-42.33979754741292
50713,1690.3999999999999,,,,,,-28.86319582740594
50714,1690.4333333333334,,,,,,-5.735507384924327
50715,1690.4666666666667,,,,,,4.452841728043757
50716,1690.5,,,,,,18.885367390904275
50717,1690.5333333333333,,,,,,44.261956956735474
50718,1690.5666666666666,,,,,,55.77698910546184
50719,1690.6,,,,,,61.12713765479189
50720,1690.6333333333332,,,,,,74.28989975287224
50721,1690.6666666666667,,,,,,84.64612326094921
50722,1690.7,,,,,,80.38560464185696
50723,1690.7333333333333,,,,,,67.7764909123141
50724,1690.7666666666667,,,,,,68.52821735563329
50725,1690.8,,,,,,32.749273963641805
50726,1690.8333333333333,,,,,,11.240109263016896
50727,1690.8666666666666,,,,,,-24.43832745072352
50728,1690.8999999999999,,,,,,-20.449205689275608
50729,1690.9333333333334,,,,,,-14.197551683492799
50730,1690.9666666666667,,,,,,-3.0334820854162463
50731,1691,,,,,,3.9416189436462354
50732,1691.0333333333333,,,,,,28.590952071557293
50733,1691.0666666666666,,,,,,46.561963709110344
50734,1691.1,,,,,,49.920625616851886
50735,1691.1333333333332,,,,,,72.47298947725866
50736,1691.1666666666667,,,,,,71.38497541206934
50737,1691.2,,,,,,71.87722106251628
50738,1691.2333333333333,,,,,,65.50509705038677
50739,1691.2666666666667,,,,,,48.004906137680614
50740,1691.3,,,,,,17.868771270176723
50741,1691.3333333333333,,,,,,-3.490262141847709
50742,1691.3666666666666,,,,,,-21.283423072847672
50743,1691.3999999999999,,,,,,-40.591642844026886
50744,1691.4333333333334,,,,,,-50.421950204348775
50745,1691.4666666666667,,,,,,-42.700813542113934
50746,1691.5,,,,,,-10.768399611684348
50747,1691.5333333333333,,,,,,-2.74902032321344
50748,1691.5666666666666,,,,,,1.2126495570119595
50749,1691.6,,,,,,33.799629041606806
50750,1691.6333333333332,,,,,,40.593849231344976
50751,1691.6666666666667,,,,,,59.61465182796806
50752,1691.7,,,,,,83.5665509625802
50753,1691.7333333333333,,,,,,82.65382633926025
50754,1691.7666666666667,,,,,,67.89576133015811
50755,1691.8,,,,,,43.53023723661603
50756,1691.8333333333333,,,,,,14.711562767450475
50757,1691.8666666666666,,,,,,-6.57356308481819
50758,1691.8999999999999,,,,,,-26.665188937575003
50759,1691.9333333333334,,,,,,-30.577773123661935
50760,1691.9666666666667,,,,,,-44.85275291220595
50761,1692,,,,,,-45.730940853533454
50762,1692.0333333333333,,,,,,-23.523051411332396
50763,1692.0666666666666,,,,,,-4.956420082248985
50764,1692.1,,,,,,8.87457316754402
50765,1692.1333333333332,,,,,,21.018606697690185
50766,1692.1666666666667,,,,,,49.24695707753456
50767,1692.2,,,,,,56.1956425202366
50768,1692.2333333333333,,,,,,59.84821259181999
50769,1692.2666666666667,,,,,,55.9332026185359
50770,1692.3,,,,,,35.954129383283686
50771,1692.3333333333333,,,,,,20.866262687095073
50772,1692.3666666666666,,,,,,4.7443699309959495
50773,1692.3999999999999,,,,,,-24.680160409536377
50774,1692.4333333333334,,,,,,-47.24234738041322
50775,1692.4666666666667,,,,,,-59.20982759263483
50776,1692.5,,,,,,-70.97361712184649
50777,1692.5333333333333,,,,,,-38.754195042413755
50778,1692.5666666666666,,,,,,-23.998590537235305
50779,1692.6,,,,,,6.26697713259285
50780,1692.6333333333332,,,,,,18.277303296887908
50781,1692.6666666666667,,,,,,23.68390178220654
50782,1692.7,,,,,,29.852512164098876
50783,1692.7333333333333,,,,,,36.18731164548953
50784,1692.7666666666667,,,,,,38.45995840965193
50785,1692.8,,,,,,30.334727420795897
50786,1692.8333333333333,,,,,,20.77490804760618
50787,1692.8666666666666,,,,,,5.650304186292509
50788,1692.8999999999999,,,,,,-7.511269517962544
50789,1692.9333333333334,,,,,,-32.64603421761783
50790,1692.9666666666667,,,,,,-39.986147721484606
50791,1693,,,,,,-61.68149010262528
50792,1693.0333333333333,,,,,,-112.65210866035436
50793,1693.0666666666666,,,,,,-129.24957056162881
50794,1693.1,,,,,,,43.790778350523816
50795,1693.1333333333332,,,,,,,9.50495938073247
50796,1693.1666666666667,,,,,,,5.363866086677306
50797,1693.2,,,,,,,6.739346968454363
50798,1693.2333333333333,,,,,,,6.157771494990814
50799,1693.2666666666667,,,,,,,3.5253794671568035
50800,1693.3,,,,,,,-0.6860679419332446
50801,1693.3333333333333,,,,,,,-0.217628572631527
50802,1693.3666666666666,,,,,,,,3.42250577295644
50803,1693.3999999999999,,,,,,,,1.2164700657976744
50804,1693.4333333333334,,,,,,,,4.666246792475615
50805,1693.4666666666667,,,,,,,,-32.350800828566314
50806,1693.5,,,,,,,,-34.75133101566892
50807,1693.5333333333333,,,,,,,,-59.96150886153976
50808,1693.5666666666666,,,,,,,,-66.45961480435075
50809,1693.6,,,,,,,,-37.80532214382915
50810,1693.6333333333332,,,,,,,,-9.24427353256754
50811,1693.6666666666667,,,,,,,,-7.876864656614744
50812,1693.7,,,,,,,,-7.377740864925588
50813,1693.7333333333333,,,,,,,,-9.000086297287634
50814,1693.7666666666667,,,,,,,,-9.88400886786867
50815,1693.8,,,,,,,,-9.32362340673604
50816,1693.8333333333333,,,,,,,,-10.152584474779262
50817,1693.8666666666666,,,,,,,,-9.535389332193555
50818,1693.8999999999999,,,,,,,,-12.204921167900142
50819,1693.9333333333334,,,,,,,,-10.598935014264482
50820,1693.9666666666667,,,,,,,,-1.2367787541523971
50821,1694,,,,,,,,17.73242616462052
50822,1694.0333333333333,,,,,,,,35.50702972411075
50823,1694.0666666666666,,,,,,,,59.51098983073594
50824,1694.1,,,,,,,,63.949451231375264
50825,1694.1333333333332,,,,,,,,30.655743239211926
50826,1694.1666666666667,,,,,,,,8.346780420180625
50827,1694.2,,,,,,,,-5.796077261827343
50828,1694.2333333333333,,,,,,,,-14.852425725192882
50829,1694.2666666666667,,,,,,,,-20.8792409009118
50830,1694.3,,,,,,,,-25.092543233735192
50831,1694.3333333333333,,,,,,,,-27.711224585261895
50832,1694.3666666666666,,,,,,,,-15.247351384138073
50833,1694.3999999999999,,,,,,,,-16.40268872031694
50834,1694.4333333333334,,,,,,,,14.218870529407607
50835,1694.4666666666667,,,,,,,,52.28959474702032
50836,1694.5,,,,,,,,68.24870423406612
50837,1694.5333333333333,,,,,,,,70.71631466400979
50838,1694.5666666666666,,,,,,,,80.012409245159
50839,1694.6,,,,,,,,54.86778761995965
50840,1694.6333333333332,,,,,,,,8.058916367301705
50841,1694.6666666666667,,,,,,,,-7.121575266476276
50842,1694.7,,,,,,,,-49.443118453936236
50843,1694.7333333333333,,,,,,,,-62.399149342203124
50844,1694.7666666666667,,,,,,,,-68.58398840323542
50845,1694.8,,,,,,,,-63.56293694428107
50846,1694.8333333333333,,,,,,,,-62.388033863530346
50847,1694.8666666666666,,,,,,,,-47.720931006056105
50848,1694.8999999999999,,,,,,,,-7.814968733624535
50849,1694.9333333333334,,,,,,,,22.353382245572046
50850,1694.9666666666667,,,,,,,,40.639408724071956
50851,1695,,,,,,,,57.26532053378774
50852,1695.0333333333333,,,,,,,,60.950235041446724
50853,1695.0666666666666,,,,,,,,53.20453630863871
50854,1695.1,,,,,,,,29.13882425985664
50855,1695.1333333333332,,,,,,,,6.28029224953877
50856,1695.1666666666667,,,,,,,,-30.101071239272596
50857,1695.2,,,,,,,,-29.413450477520424
50858,1695.2333333333333,,,,,,,,-39.101622839283294
50859,1695.2666666666667,,,,,,,,-44.6684622899303
50860,1695.3,,,,,,,,-38.82160827599628
50861,1695.3333333333333,,,,,,,,-31.11039337894424
50862,1695.3666666666666,,,,,,,,-21.718706822996836
50863,1695.3999999999999,,,,,,,,21.97742626426448
50864,1695.4333333333334,,,,,,,,57.61585238106818
50865,1695.4666666666667,,,,,,,,68.93028954874507
50866,1695.5,,,,,,,,69.5278792533493
50867,1695.5333333333333,,,,,,,,59.31335052182012
50868,1695.5666666666666,,,,,,,,33.10144616961713
50869,1695.6,,,,,,,,21.584027100583132
50870,1695.6333333333332,,,,,,,,4.072843570135342
50871,1695.6666666666667,,,,,,,,-11.60122104476129
50872,1695.7,,,,,,,,-42.28371321729189
50873,1695.7333333333333,,,,,,,,-57.74525756580417
50874,1695.7666666666667,,,,,,,,-70.98956416230817
50875,1695.8,,,,,,,,-76.45740187227871
50876,1695.8333333333333,,,,,,,,-68.26495809244743
50877,1695.8666666666666,,,,,,,,-43.22778691055469
50878,1695.8999999999999,,,,,,,,-22.274550607962862
50879,1695.9333333333334,,,,,,,,26.020998639672
50880,1695.9666666666667,,,,,,,,53.3632580025164
50881,1696,,,,,,,,59.31354039379337
50882,1696.0333333333333,,,,,,,,42.916979166951904
50883,1696.0666666666666,,,,,,,,39.327769102570336
50884,1696.1,,,,,,,,24.760433648501326
50885,1696.1333333333332,,,,,,,,-25.947221783860797
50886,1696.1666666666667,,,,,,,,-31.294247935020323
50887,1696.2,,,,,,,,-55.41694343100329
50888,1696.2333333333333,,,,,,,,-56.81769706576895
50889,1696.2666666666667,,,,,,,,-63.90011377004554
50890,1696.3,,,,,,,,-61.19975301563254
50891,1696.3333333333333,,,,,,,,-52.88699587175149
50892,1696.3666666666666,,,,,,,,-25.925868423035336
50893,1696.3999999999999,,,,,,,,-9.880914449884683
50894,1696.4333333333334,,,,,,,,21.168021518153743
50895,1696.4666666666667,,,,,,,,53.091387910743556
50896,1696.5,,,,,,,,55.94290037708275
50897,1696.5333333333333,,,,,,,,60.65594769030279
50898,1696.5666666666666,,,,,,,,40.7727631726222
50899,1696.6,,,,,,,,16.57421658181936
50900,1696.6333333333332,,,,,,,,-5.5932247533949475
50901,1696.6666666666667,,,,,,,,-17.15206297675954
50902,1696.7,,,,,,,,-35.00126978951247
50903,1696.7333333333333,,,,,,,,-53.09021734431273
50904,1696.7666666666667,,,,,,,,-68.96894133058794
50905,1696.8,,,,,,,,-66.80384693011625
50906,1696.8333333333333,,,,,,,,-55.19379102943182
50907,1696.8666666666666,,,,,,,,-36.298976035852526
50908,1696.8999999999999,,,,,,,,-16.661323292709056
50909,1696.9333333333334,,,,,,,,5.717676109891551
50910,1696.9666666666667,,,,,,,,50.29815295534829
50911,1697,,,,,,,,74.86151664346376
50912,1697.0333333333333,,,,,,,,78.32503735685842
50913,1697.0666666666666,,,,,,,,69.1067258473816
50914,1697.1,,,,,,,,52.696318309527534
50915,1697.1333333333332,,,,,,,,28.988995908634045
50916,1697.1666666666667,,,,,,,,-0.05382004982426688
50917,1697.2,,,,,,,,-35.704509001877184
50918,1697.2333333333333,,,,,,,,-55.31255993146446
50919,1697.2666666666667,,,,,,,,-79.12619514376298
50920,1697.3,,,,,,,,-87.99608397379329
50921,1697.3333333333333,,,,,,,,-102.36763688421075
50922,1697.3666666666666,,,,,,,,-100.17801636525328
50923,1697.3999999999999,,,,,,,,-67.1837605334405
50924,1697.4333333333334,,,,,,,,-71.22303527866237
50925,1697.4666666666667,,,,,,,,-41.71225803217695
50926,1697.5,,,,,,,,-21.913855477146594
50927,1697.5333333333333,,,,,,,,-14.752769480870882
50928,1697.5666666666666,,,,,,,,47.572818119067286
50929,1697.6,,,,,,,,62.09596957061821
50930,1697.6333333333332,,,,,,,,77.66830020539496
50931,1697.6666666666667,,,,,,,,79.77988405472207
50932,1697.7,,,,,,,,65.00421480979468
50933,1697.7333333333333,,,,,,,,41.14026287921172
50934,1697.7666666666667,,,,,,,,-7.049498921266391
50935,1697.8,,,,,,,,-35.50940273521401
50936,1697.8333333333333,,,,,,,,-39.09365151142577
50937,1697.8666666666666,,,,,,,,-68.70781956762353
50938,1697.8999999999999,,,,,,,,-55.55603145352421
50939,1697.9333333333334,,,,,,,,-91.81982742022952
50940,1697.9666666666667,,,,,,,,-98.60368171523005
50941,1698,,,,,,,,-92.06791540546361
50942,1698.0333333333333,,,,,,,,-85.70407661140351
50943,1698.0666666666666,,,,,,,,-61.625193198035475
50944,1698.1,,,,,,,,-40.23511715507925
50945,1698.1333333333332,,,,,,,,1.7809795159040567
50946,1698.1666666666667,,,,,,,,15.91534582063314
50947,1698.2,,,,,,,,32.02553009736758
50948,1698.2333333333333,,,,,,,,37.80454154918281
50949,1698.2666666666667,,,,,,,,21.95836611441588
50950,1698.3,,,,,,,,-1.4187400631579736
50951,1698.3333333333333,,,,,,,,-6.9288241321820605
50952,1698.3666666666666,,,,,,,,-32.240998403018146
50953,1698.3999999999999,,,,,,,,-54.98376824872984
50954,1698.4333333333334,,,,,,,,-65.92527062068226
50955,1698.4666666666667,,,,,,,,-88.13800920978856
