"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","9-Oct-25.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","10 ","11 ","12 ","13 ","14 ","15 ","16 ","17 ","18 ","19 ","20 ","21 ","22 ","23 "
51671,1722.3333333333333,-52.23859583636259,-1.5052946834478202,,,,,,,,,,,,,,,,,,,,,4.691119094884892
51672,1722.3666666666666,-56.18651038294536,-1.570431294717886,,,,,,,,,,,,,,,,,,,,,4.025336317379347
51673,1722.3999999999999,-72.79574156367555,-1.9321835157352516,,,,,,,,,,,,,,,,,,,,,4.721356629147948
51674,1722.4333333333334,-76.53413850429578,-2.7459279244878076,,,,,,,,,,,,,,,,,,,,,4.362753060231775
51675,1722.4666666666667,-77.54702563795644,-1.568661970849588,,,,,,,,,,,,,,,,,,,,,6.136770345556664
51676,1722.5,-57.943515121530695,-1.5588527098681229,,,,,,,,,,,,,,,,,,,,,6.4999879102345055
51677,1722.5333333333333,-40.33631378666871,-2.083936914420594,,,,,,,,,,,,,,,,,,,,,5.626595856550025
51678,1722.5666666666666,-24.30261267703832,-1.7969986613019895,,,,,,,,,,,,,,,,,,,,,4.479927245508208
51679,1722.6,-19.174889951799845,-2.4553559482032017,,,,,,,,,,,,,,,,,,,,,3.5667742167437613
51680,1722.6333333333332,-13.676698373175835,-1.6975794467975456,,,,,,,,,,,,,,,,,,,,,3.5522361133477154
51681,1722.6666666666667,-3.596482687103921,-1.8048846409265666,,,,,,,,,,,,,,,,,,,,,3.7726984801760293
51682,1722.7,12.22423587240218,-1.7018792928657398,,,,,,,,,,,,,,,,,,,,,4.746059624864219
51683,1722.7333333333333,53.38166970374851,-1.4856580060063167,,,,,,,,,,,,,,,,,,,,,5.4628533995235244
51684,1722.7666666666667,49.40205604012368,-1.8365437097555823,,,,,,,,,,,,,,,,,,,,,4.558767630478185
51685,1722.8,81.4747091493503,-1.909938041669179,,,,,,,,,,,,,,,,,,,,,4.358519258286214
51686,1722.8333333333333,80.63818936377449,-2.249888093526149,-0.31101216877604554,,,,,,,,,,,,,,,,,,,,5.0150517113684545
51687,1722.8666666666666,98.40426629019417,-2.391593810004934,-0.23635245407415448,,,,,,,,,,,,,,,,,,,,4.922852304234797
51688,1722.8999999999999,100.23297868428659,-2.5698183505367185,-0.7501058094813693,,,,,,,,,,,,,,,,,,,,5.057150104228379
51689,1722.9333333333334,85.41699568048516,-1.079860007379972,-0.11903430829667647,,,,,,,,,,,,,,,,,,,,4.404013050866688
51690,1722.9666666666667,89.1345393821957,-2.383547333313364,-0.1473807505813256,,,,,,,,,,,,,,,,,,,,4.856216469468504
51691,1723,81.5683925568208,-2.073298390501558,-0.3102118615622278,,,,,,,,,,,,,,,,,,,,4.830251187476966
51692,1723.0333333333333,67.96570034678794,-1.896645696298241,-0.1362225718261521,,,,,,,,,,,,,,,,,,,,5.5458367670356346
51693,1723.0666666666666,53.700370795718584,-1.8352117927573224,0.010015683958369064,,,,,,,,,,,,,,,,,,,,4.625153036987018
51694,1723.1,39.150647497562474,-1.8098364003463325,0.028898797407746257,,,,,,,,,,,,,,,,,,,,4.4205763599051275
51695,1723.1333333333332,23.152795246781963,-1.8731410784896547,-0.301092638817066,,,,,,,,,,,,,,,,,,,,4.426135346242962
51696,1723.1666666666667,-2.4211404283369484,-2.3567266879375417,0.09977000662182625,,,,,,,,,,,,,,,,,,,,5.030392688494056
51697,1723.2,-18.186600896520464,-2.789971909497175,-0.12470614810202017,,,,,,,,,,,,,,,,,,,,5.337836187435707
51698,1723.2333333333333,-32.20872348786931,-2.0441731468451554,-0.38853656337966724,,,,,,,,,,,,,,,,,,,,4.633965361433451
51699,1723.2666666666667,-50.121134834112674,-2.788809209118613,-0.1441673018209681,,,,,,,,,,,,,,,,,,,,4.72297342147552
51700,1723.3,-47.87443883802474,-1.9401502787620086,-0.6107258526745152,,,,,,,,,,,,,,,,,,,,4.431418440677395
51701,1723.3333333333333,-66.72573692606451,-1.8956549072703233,-0.17731861484464825,,,,,,,,,,,,,,,,,,,,4.895806645810419
51702,1723.3666666666666,-68.86068137161051,-2.395507915098545,-0.22819695012104702,,,,,,,,,,,,,,,,,,,,4.674924777262908
51703,1723.3999999999999,-71.8656538681769,-2.3094629970401375,0.016714162364016738,,,,,,,,,,,,,,,,,,,,5.702471371075347
51704,1723.4333333333334,-58.87026455433549,-2.272926104411802,-0.46110208861422636,,,,,,,,,,,,,,,,,,,,4.873400942919165
51705,1723.4666666666667,-43.50839459840731,-2.010546677636182,-0.9795093116478296,,,,,,,,,,,,,,,,,,,,4.774010289842006
51706,1723.5,-28.59787480613194,-1.897194632216713,-0.3611520145100251,,,,,,,,,,,,,,,,,,,,3.7062651972434386
51707,1723.5333333333333,-23.587683788343814,-2.2908566036822045,-1.0661081175473373,,,,,,,,,,,,,,,,,,,,3.578664538264677
