"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","test_test70001.avi"

,,"Track"
"Frame","Time","1 ","2 "
77729,2590.9333333333334,57.03747632456762
77730,2590.9666666666667,69.54774697009066
77731,2591,70.8832294978913
77732,2591.0333333333333,58.630221540550565
77733,2591.0666666666666,37.3735315936473
77734,2591.1,10.237457730705827
77735,2591.133333333333,-15.60319184004217
77736,2591.1666666666665,-47.463147673422704
77737,2591.2,-66.196940529649
77738,2591.233333333333,-64.67357952969583
77739,2591.2666666666664,-34.91936081801971
77740,2591.3,-22.158032667253536
77741,2591.3333333333335,-3.703414488723851
77742,2591.366666666667,1.3872181437719577
77743,2591.4,6.139939226262707
77744,2591.4333333333334,12.542231398619759
77745,2591.4666666666667,17.817267026893866
77746,2591.5,18.42957104892169
77747,2591.5333333333333,10.427867478163781
77748,2591.5666666666666,4.281248641418153
77749,2591.6,-2.1548698875441703
77750,2591.633333333333,-4.924182211129177
77751,2591.6666666666665,-7.989821089411206
77752,2591.7,-29.247757362699815
77753,2591.733333333333,-21.203664863024873
77754,2591.7666666666664,-14.849274395007606
77755,2591.8,-10.455362851626635
77756,2591.8333333333335,-4.671553036811749
77757,2591.866666666667,-4.757357963664669
77758,2591.9,-10.911149131833993
77759,2591.9333333333334,-24.714352581792486
77760,2591.9666666666667,-36.526896354571
77761,2592,-48.56068478281114
77762,2592.0333333333333,-47.5583760305294
77763,2592.0666666666666,-36.565977371380704
77764,2592.1,-28.05110820874574
77765,2592.133333333333,-16.557997599971582
77766,2592.1666666666665,1.889859151771605
77767,2592.2,20.336641717329513
77768,2592.233333333333,30.502058500052268
77769,2592.2666666666664,44.356885726717124
77770,2592.3,46.14203385046198
77771,2592.3333333333335,26.738569884481745
77772,2592.366666666667,-4.138440001974313
77773,2592.4,-25.01120497309077
77774,2592.4333333333334,-49.84033593883891
77775,2592.4666666666667,-70.44303956453547
77776,2592.5,-80.03066189438981
77777,2592.5333333333333,-80.54126834148589
77778,2592.5666666666666,-65.94796885031363
77779,2592.6,-33.32491368416016
77780,2592.633333333333,-1.9645796431193547
77781,2592.6666666666665,17.25146853451613
77782,2592.7,48.55566988737209
77783,2592.733333333333,59.05127590081448
77784,2592.7666666666664,74.64155651547576
77785,2592.8,82.03775198706002
77786,2592.8333333333335,82.61436314238884
77787,2592.866666666667,77.99292051489516
77788,2592.9,75.33988120512338
77789,2592.9333333333334,46.719237912492034
77790,2592.9666666666667,22.590677092706272
77791,2593,-12.674135434193218
77792,2593.0333333333333,-37.62955275171454
77793,2593.0666666666666,-55.1160472005994
77794,2593.1,-72.46194271230316
77795,2593.133333333333,-80.25867270108854
77796,2593.1666666666665,-81.26596142186546
77797,2593.2,-75.54039090466767
77798,2593.233333333333,-68.6241564922252
77799,2593.2666666666664,-51.968349248499905
77800,2593.3,-28.44414260147507
77801,2593.3333333333335,-8.598062044314075
77802,2593.366666666667,8.100262701251113
77803,2593.4,29.56737440042702
77804,2593.4333333333334,50.47486342663428
77805,2593.4666666666667,60.48025328497175
77806,2593.5,56.51566627708283
77807,2593.5333333333333,28.32189194888019
77808,2593.5666666666666,8.694134755729419
77809,2593.6,-24.95509785602488
77810,2593.633333333333,-52.31935606290166
77811,2593.6666666666665,-66.03903168269106
77812,2593.7,-82.33971381715756
77813,2593.733333333333,-97.01407629784042
77814,2593.7666666666664,-102.24475106996763
77815,2593.8,-91.81506867750007
77816,2593.8333333333335,-76.4181104166129
77817,2593.866666666667,-58.109941792942955
77818,2593.9,-18.696169552816166
77819,2593.9333333333334,7.982446979387399
77820,2593.9666666666667,37.51791271033863
77821,2594,54.307305776714074
77822,2594.0333333333333,54.99176182775967
77823,2594.0666666666666,35.515942131822996
77824,2594.1,17.30051248011929
77825,2594.133333333333,-6.18323000249168
77826,2594.1666666666665,-26.665604903377158
77827,2594.2,-51.515063849901615
77828,2594.233333333333,-68.64307101453824
77829,2594.2666666666664,-84.77414849739284
77830,2594.3,-83.77832358358583
77831,2594.3333333333335,-61.87463655307339
77832,2594.366666666667,-38.75080014676754
77833,2594.4,-0.8716228132108642
77834,2594.4333333333334,15.85972542795011
77835,2594.4666666666667,31.1531397436512
77836,2594.5,32.77905597977372
77837,2594.5333333333333,24.224330096361275
77838,2594.5666666666666,-1.8929307080136013
77839,2594.6,-20.39662059777312
77840,2594.633333333333,-38.98279889510016
77841,2594.6666666666665,-59.83556369145861
77842,2594.7,-71.14331352705987
77843,2594.733333333333,-77.0368345651529
77844,2594.7666666666664,-59.364563748815655
77845,2594.8,-40.139625014763645
77846,2594.8333333333335,-17.321144127005947
77847,2594.866666666667,-1.5493259134853707
77848,2594.9,13.976509754248752
77849,2594.9333333333334,25.002606011331288
77850,2594.9666666666667,18.32727462840465
77851,2595,7.8273113959716
77852,2595.0333333333333,0.2906849970227591
77853,2595.0666666666666,-0.27351783310398553
77854,2595.1,-1.2064043539176006
77855,2595.133333333333,-4.687870429498929
77856,2595.1666666666665,1.1210404981114532
77857,2595.2,1.687328542650467
77858,2595.233333333333,-0.5583185357179372
77859,2595.2666666666664,-2.22549093373683
77860,2595.3,-7.072860049497792
77861,2595.3333333333335,-21.030714921924602
77862,2595.366666666667,-41.132832441998794
77863,2595.4,-54.547447302622494
77864,2595.4333333333334,-47.73818630814737
77865,2595.4666666666667,-21.658578637965398
77866,2595.5,-1.9751167106366017
77867,2595.5333333333333,15.301545197358946
77868,2595.5666666666666,38.77983191586098
77869,2595.6,57.448384088807515
77870,2595.633333333333,60.44445060332999
77871,2595.6666666666665,43.19055788183365
77872,2595.7,23.887204967086635
77873,2595.733333333333,-5.836058105570009
77874,2595.7666666666664,-25.589039014681816
77875,2595.8,-40.304441157539415
77876,2595.8333333333335,-54.21764008412923
77877,2595.866666666667,-47.156748490169065
77878,2595.9,-31.42823361274584
77879,2595.9333333333334,-8.029833733031856
77880,2595.9666666666667,17.8130940334093
77881,2596,37.2900524449985
77882,2596.0333333333333,55.8988881902242
77883,2596.0666666666666,73.17631157659221
77884,2596.1,73.98935805777056
77885,2596.133333333333,61.76203393421302
77886,2596.1666666666665,42.48736619107839
77887,2596.2,10.12487774403369
77888,2596.233333333333,-10.14024454257398
77889,2596.2666666666664,-31.31459976816034
77890,2596.3,-44.53055536803052
77891,2596.3333333333335,-44.51754988139291
77892,2596.366666666667,-36.73595099932768
77893,2596.4,-20.55284130892369
77894,2596.4333333333334,9.339308386221004
77895,2596.4666666666667,12.359815117590117
77896,2596.5,34.47805086938674
77897,2596.5333333333333,53.57312163788775
77898,2596.5666666666666,61.47274815812586
77899,2596.6,70.01636695078193
77900,2596.633333333333,73.30317344875563
77901,2596.6666666666665,65.40955326334702
77902,2596.7,53.598923457313134
77903,2596.733333333333,35.45148074952891
77904,2596.7666666666664,17.813520004287785
77905,2596.8,3.6449654092981834
77906,2596.8333333333335,-9.867676377652193
77907,2596.866666666667,-26.317551520369225
77908,2596.9,-36.48345185360645
77909,2596.9333333333334,-36.49057235638248
77910,2596.9666666666667,-37.860202092423826
77911,2597,-26.462975153415286
77912,2597.0333333333333,-17.492685262028033
77913,2597.0666666666666,-9.68986567429335
77914,2597.1,-11.621753645842825
77915,2597.133333333333,-14.146977185689884
77916,2597.1666666666665,-28.00908553275782
77917,2597.2,-53.12554660150793
77918,2597.233333333333,-61.14942718401804
77919,2597.2666666666664,-68.01188762863211
