"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","06-Oct-25.avi"

,,"Track"
"Frame","Time","1 ","2 "
172924,5764.1,-154.48758739285475
172925,5764.133333333333,-154.20209518113657
172926,5764.166666666667,,
172927,5764.2,,
172928,5764.233333333334,,
172929,5764.266666666666,,
172930,5764.3,,
172931,5764.333333333333,,
172932,5764.366666666667,,
172933,5764.4,,
172934,5764.433333333333,,
172935,5764.466666666666,,
172936,5764.5,,
172937,5764.533333333333,,
172938,5764.566666666667,,
172939,5764.6,,
172940,5764.633333333333,,
172941,5764.666666666667,,
172942,5764.7,,
172943,5764.733333333334,,
172944,5764.766666666666,,
172945,5764.8,,
172946,5764.833333333333,,
172947,5764.866666666667,,
172948,5764.9,,
172949,5764.933333333333,,
172950,5764.966666666666,,
172951,5765,,
172952,5765.033333333333,,
172953,5765.066666666667,,
172954,5765.1,,
172955,5765.133333333333,,
172956,5765.166666666667,,
172957,5765.2,,
172958,5765.233333333334,,
172959,5765.266666666666,,
172960,5765.3,,
172961,5765.333333333333,,
172962,5765.366666666667,,
172963,5765.4,,
172964,5765.433333333333,,
172965,5765.466666666666,,
172966,5765.5,,
172967,5765.533333333333,,
172968,5765.566666666667,,
172969,5765.6,,
172970,5765.633333333333,,
172971,5765.666666666667,,
172972,5765.7,,
172973,5765.733333333334,,
172974,5765.766666666666,,
172975,5765.8,,
172976,5765.833333333333,,
172977,5765.866666666667,,
172978,5765.9,,
172979,5765.933333333333,,
172980,5765.966666666666,,
172981,5766,,
172982,5766.033333333333,,
172983,5766.066666666667,,
172984,5766.1,,
172985,5766.133333333333,,
172986,5766.166666666667,,
172987,5766.2,,
172988,5766.233333333334,,
172989,5766.266666666666,,
172990,5766.3,,
172991,5766.333333333333,,
172992,5766.366666666667,,
172993,5766.4,,
172994,5766.433333333333,,
172995,5766.466666666666,,
172996,5766.5,,
172997,5766.533333333333,,
172998,5766.566666666667,,
172999,5766.6,,
173000,5766.633333333333,,
173001,5766.666666666667,,
173002,5766.7,,
173003,5766.733333333334,,
173004,5766.766666666666,,
173005,5766.8,,
173006,5766.833333333333,,
173007,5766.866666666667,,
173008,5766.9,,
173009,5766.933333333333,,
173010,5766.966666666666,,
173011,5767,,
173012,5767.033333333333,,
173013,5767.066666666667,,
173014,5767.1,,
173015,5767.133333333333,,
173016,5767.166666666667,,
173017,5767.2,,
173018,5767.233333333334,,
173019,5767.266666666666,,
173020,5767.3,,
173021,5767.333333333333,,
173022,5767.366666666667,,
173023,5767.4,,
173024,5767.433333333333,,
173025,5767.466666666666,,
173026,5767.5,,
173027,5767.533333333333,,
173028,5767.566666666667,,
173029,5767.6,,
173030,5767.633333333333,,
173031,5767.666666666667,,
173032,5767.7,,
173033,5767.733333333334,,
173034,5767.766666666666,,
173035,5767.8,,
173036,5767.833333333333,,
173037,5767.866666666667,,
173038,5767.9,,
173039,5767.933333333333,,
173040,5767.966666666666,,
173041,5768,,
173042,5768.033333333333,,
173043,5768.066666666667,,
173044,5768.1,,
173045,5768.133333333333,,
173046,5768.166666666667,,
173047,5768.2,,
173048,5768.233333333334,,
173049,5768.266666666666,,
173050,5768.3,,
173051,5768.333333333333,,
173052,5768.366666666667,,
173053,5768.4,,
173054,5768.433333333333,,
173055,5768.466666666666,,
173056,5768.5,,
173057,5768.533333333333,,
173058,5768.566666666667,,
173059,5768.6,,
173060,5768.633333333333,,
173061,5768.666666666667,,
173062,5768.7,,
173063,5768.733333333334,,
173064,5768.766666666666,,
173065,5768.8,,
173066,5768.833333333333,,
173067,5768.866666666667,,
173068,5768.9,,
173069,5768.933333333333,,
173070,5768.966666666666,,
173071,5769,,
173072,5769.033333333333,,
173073,5769.066666666667,,
173074,5769.1,,
173075,5769.133333333333,,
173076,5769.166666666667,,
173077,5769.2,,
173078,5769.233333333334,,
173079,5769.266666666666,,
173080,5769.3,,
173081,5769.333333333333,,
173082,5769.366666666667,,
173083,5769.4,,
173084,5769.433333333333,,
173085,5769.466666666666,,
173086,5769.5,,
173087,5769.533333333333,,
173088,5769.566666666667,,
173089,5769.6,,
173090,5769.633333333333,,
173091,5769.666666666667,,
173092,5769.7,,
173093,5769.733333333334,,
173094,5769.766666666666,,
173095,5769.8,,
173096,5769.833333333333,,
173097,5769.866666666667,,
173098,5769.9,,
173099,5769.933333333333,,
173100,5769.966666666666,,
173101,5770,,
173102,5770.033333333333,,
173103,5770.066666666667,,
173104,5770.1,,
173105,5770.133333333333,,
173106,5770.166666666667,,
173107,5770.2,,
173108,5770.233333333334,,
173109,5770.266666666666,,
173110,5770.3,,
173111,5770.333333333333,,
173112,5770.366666666667,,
173113,5770.4,,
173114,5770.433333333333,,
173115,5770.466666666666,,
173116,5770.5,,
173117,5770.533333333333,,
173118,5770.566666666667,,
173119,5770.6,,
173120,5770.633333333333,,
173121,5770.666666666667,,
173122,5770.7,,
173123,5770.733333333334,,
173124,5770.766666666666,,
173125,5770.8,,
173126,5770.833333333333,,
173127,5770.866666666667,,
173128,5770.9,,
173129,5770.933333333333,,
173130,5770.966666666666,,
173131,5771,,
173132,5771.033333333333,,
173133,5771.066666666667,,
173134,5771.1,,
173135,5771.133333333333,,
173136,5771.166666666667,,
173137,5771.2,,
173138,5771.233333333334,,
173139,5771.266666666666,,
173140,5771.3,,
173141,5771.333333333333,,
