"Worm Data","Position (um) of Centroid"
"Sequence","Test_Test80001.avi"

,,"Track"
"Frame","Time","1 x","1 y"
39854,1328.4333333333334,986.1755794991601,973.4789047890927
39855,1328.4666666666667,987.0910109736362,973.5332224512044
39856,1328.5,988.0727790235096,973.3320257049843
39857,1328.5333333333333,989.3460421140333,972.8060004765748
39858,1328.5666666666666,989.955858619793,973.5851612798474
39859,1328.6,991.2620643031279,972.7775425983923
39860,1328.6333333333332,991.5216012962452,973.2651326717555
39861,1328.6666666666667,991.6617381855975,972.6862291046111
39862,1328.7,990.804559697438,971.1141137227967
39863,1328.7333333333333,989.1899908931665,971.5984440567784
39864,1328.7666666666667,987.1705518357595,970.0758635876939
39865,1328.8,986.0144382322297,969.9800431639821
39866,1328.8333333333333,984.7463825593727,969.3960679781778
39867,1328.8666666666666,983.9377356354469,968.8542808985276
39868,1328.9,983.4440273960913,968.5441131042442
39869,1328.9333333333334,982.6948606561504,968.2685684649475
39870,1328.9666666666667,982.9510298371239,968.2734110146821
39871,1329,984.7468804620885,968.1577715113738
39872,1329.0333333333333,985.7915426799899,969.0359196906527
39873,1329.0666666666666,986.9916519865353,968.9556045656695
39874,1329.1,988.2132961937663,969.248921130579
39875,1329.1333333333332,990.210845025739,969.0266955655381
39876,1329.1666666666667,992.0759034685296,969.1142787632787
39877,1329.2,994.0279868768293,968.8515432762592
39878,1329.2333333333333,995.7356049956625,968.152509418805
39879,1329.2666666666667,997.291759667684,966.6718635509617
39880,1329.3,997.9696712281309,966.5309081368573
39881,1329.3333333333333,998.5591189052138,965.8669934061759
39882,1329.3666666666666,999.0936420915594,966.0274551827656
39883,1329.4,998.6361092635716,966.4173576301785
39884,1329.4333333333334,996.3504400924149,965.9988261777039
39885,1329.4666666666667,994.0074180818876,966.1769288072878
39886,1329.5,991.2202068132239,966.5580798254525
39887,1329.5333333333333,988.7046634385723,966.1619495046957
39888,1329.5666666666666,987.1239751660881,966.3576853304864
39889,1329.6,985.907717387664,966.4443983402821
39890,1329.6333333333332,984.833116970534,965.9974231573556
39891,1329.6666666666667,983.5364848277123,965.0820937212957
39892,1329.7,983.1162457901012,965.5214086300205
39893,1329.7333333333333,982.6312833354094,965.5948230349622
39894,1329.7666666666667,982.4618906772342,965.9118510988803
39895,1329.8,984.1822391347147,965.2990829089099
39896,1329.8333333333333,986.1203858555687,964.6617149024569
39897,1329.8666666666666,988.0184523799885,963.5487631217902
39898,1329.9,990.0075692993763,963.472778591653
39899,1329.9333333333334,991.6074901549841,963.2986966903472
39900,1329.9666666666667,993.5913715316506,962.4112063978212
39901,1330,995.2235976375936,960.9307914756516
39902,1330.0333333333333,996.5205479106334,960.5044076823644
39903,1330.0666666666666,997.5427747725996,959.3366807647003
39904,1330.1,998.4236146324512,959.0761850798287
39905,1330.1333333333332,998.5333944855138,958.4632727080268
39906,1330.1666666666667,998.613414485113,957.7883623411817
39907,1330.2,998.9356131550858,958.298747641003
39908,1330.2333333333333,998.2982215186732,957.9606945023631
39909,1330.2666666666667,996.458495465661,957.9657551492919
39910,1330.3,994.8994134612207,958.6988055607255
39911,1330.3333333333333,993.446438335912,959.2046757782452
39912,1330.3666666666666,991.4032335759637,959.568764994697
39913,1330.4,989.8576833838796,959.9416904077161
39914,1330.4333333333334,988.2458152918713,959.484064165792
39915,1330.4666666666667,987.6884200506311,959.5247694297307
39916,1330.5,987.6872880494809,959.8176160724145
39917,1330.5333333333333,988.3133387643015,959.2385999548399
39918,1330.5666666666666,989.4188359577408,958.0942767420775
39919,1330.6,990.4250611855916,957.181249423581
39920,1330.6333333333332,991.6029724235495,955.8915014703991
39921,1330.6666666666667,992.563430723563,954.2185225202898
39922,1330.7,993.3675449567767,953.544038862975
39923,1330.7333333333333,993.9338304237866,952.6846762483335
39924,1330.7666666666667,994.3088847806156,951.9226323790433
39925,1330.8,994.4107606055653,951.501394532268
39926,1330.8333333333333,993.7641396276191,952.1549173806823
39927,1330.8666666666666,992.081531240897,953.4926484395123
39928,1330.9,991.120183944637,953.9314082581645
39929,1330.9333333333334,989.7192621167288,954.4061397683674
39930,1330.9666666666667,987.8861460428313,954.4882464679438
39931,1331,985.5811219714246,954.4858101351338
39932,1331.0333333333333,984.5689499729975,954.7964060180736
39933,1331.0666666666666,981.9299878458531,955.8446630097851
39934,1331.1,982.1254001692619,956.2186035028158
39935,1331.1333333333332,981.4280659485656,956.2526129919672
39936,1331.1666666666667,981.4283540592322,956.1256946838764
39937,1331.2,982.0675437320965,955.6126009285442
39938,1331.2333333333333,982.7733846407158,955.4080078610978
39939,1331.2666666666667,983.6340923459244,955.2760043902531
39940,1331.3,985.5081760869933,954.0030014266422
39941,1331.3333333333333,986.4891522631376,952.7515620157251
39942,1331.3666666666666,987.8705737473886,952.2335229033383
39943,1331.4,988.9107153893054,951.9034102996377
39944,1331.4333333333334,989.4730706616988,951.0680571401376
39945,1331.4666666666667,989.9095605998568,950.2655418291354
39946,1331.5,989.7328579035392,950.691479140123
39947,1331.5333333333333,988.2855410558165,950.7805574679242
39948,1331.5666666666666,985.7953051685814,950.4479605988497
39949,1331.6,984.7311396534212,950.7697287824124
39950,1331.6333333333332,983.7574185756445,950.0178913807865
39951,1331.6666666666667,983.3079273306992,949.4693850944909
39952,1331.7,983.3016293886826,950.2922950612549
39953,1331.7333333333333,983.1498703823173,950.4963007215376
39954,1331.7666666666667,982.9860154883312,950.0745330032905
39955,1331.8,982.9706270342614,950.5329453116742
39956,1331.8333333333333,985.2789610267944,948.7721969877423
