"Worm Data","Position (um) of Centroid"
"Sequence","test_test70001.avi"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y","3 x","3 y","4 x","4 y","5 x","5 y","6 x","6 y","7 x","7 y","8 x","8 y","9 x","9 y","10 x","10 y","11 x","11 y","12 x","12 y","13 x","13 y","14 x","14 y","15 x","15 y","16 x","16 y","17 x","17 y","18 x","18 y","19 x","19 y","20 x","20 y","21 x","21 y"
146348,4878.233333333334,1939.80492130937,1274.2651012662652,,,,,,,,,,,,,2010.33584229806,1713.6852448308912
146349,4878.266666666666,,,1940.0382925903145,1272.6803229353575,,,,,,,,,,,2010.661779494225,1713.8566991880862
146350,4878.3,,,1940.4730172022935,1272.2630698225983,,,,,,,,,,,2010.2863224881132,1713.725148214963
146351,4878.333333333333,,,1942.819113377613,1272.835489461207,,,,,,,,,,,2010.235420825373,1713.8592475319456
146352,4878.366666666667,,,1942.4896528524594,1273.2253029945157,,,,,,,,,,,2010.2747067837063,1713.5630668322392
146353,4878.4,,,1942.680248378691,1274.640748070902,,,,,,,,,,,2010.247583841406,1713.7234235743545
146354,4878.433333333333,,,1941.7143437641128,1275.2994743545592,,,,,,,,,,,2010.2530720795535,1713.671252223809
146355,4878.466666666666,,,1941.1801904333895,1276.902914983018,,,,,,,,,,,2010.2314299525679,1713.7046569144356
146356,4878.5,,,1941.4707573867734,1279.6730599658654,,,,,,,,,,,2010.250076926621,1713.5209600783435
146357,4878.533333333333,,,1940.3055578139167,1279.6845954813064,,,,,,,,,,,2010.2097994035992,1713.7318268041429
146358,4878.566666666667,,,1939.7224481678234,1281.3579663927933,,,,,,,,,,,2010.2200007115432,1713.5995604947195
146359,4878.6,,,1938.483019579537,1281.0572929451182,,,,,,,,,,,2010.554321571797,1713.7709159618162
146360,4878.633333333333,,,1938.3382454747837,1281.676296291972,,,,,,,,,,,2010.5269290352455,1713.8271785626057
146361,4878.666666666667,,,1940.6321151257544,1280.8657202872396,,,,,,,,,,,2010.5374321562385,1713.7447129213522
146362,4878.7,,,1943.2093687653398,1279.028561418812,,,,,,,,,,,2010.5216342103945,1713.8193014211174
146363,4878.733333333334,,,1942.0037888144027,1276.985546488837,,,,,,,,,,,2010.1633133078415,1713.719361318733
146364,4878.766666666666,,,1945.9633408669854,1276.1228905899532,,,,,,,,,,,2010.5204650459436,1713.823631813985
146365,4878.8,,,1944.793974190375,1274.9734911797384,,,,,,,,,,,2010.4984890671374,1713.88211094698
146366,4878.833333333333,,,1946.6216675661362,1274.5915544183972,,,,,,,,,,,2010.1726056969512,1713.6441097272354
146367,4878.866666666667,,,1946.439791190734,1273.8640938818166,,,,,,,,,,,2010.514263343458,1713.7632872092915
146368,4878.9,,,1947.5012498121241,1274.504725171451,,,,,,,,,,,2010.5062546149506,1713.8417527049055
146369,4878.933333333333,,,1947.288644185406,1277.7773436388616,,,,,,,,,,,2010.135953244526,1713.789755454547
146370,4878.966666666666,,,1946.5242071897321,1279.0931181142519,,,,,,,,,,,2010.5109406015367,1713.826730037141
146371,4879,,,1945.3731802366424,1279.1501959336974,,,,,,,,,,,2010.5185487238384,1713.8273786744635
146372,4879.033333333333,,,1944.4200223711946,1281.401264825652,,,,,,,,,,,2010.1563521449154,1713.750627821263
146373,4879.066666666667,,,1943.5059123693761,1282.4400073238417,,,,,,,,,,,2010.5472798279657,1713.8263390847526
146374,4879.1,,,1942.603688430495,1283.5024884220038,,,,,,,,,,,2010.2118806232259,1713.7194125198923
146375,4879.133333333333,,,1942.0074230064283,1283.2511184614787,,,,,,,,,,,2010.2108884063052,1713.7923728394853
146376,4879.166666666667,,,1943.7845564419888,1284.8846258102685,,,,,,,,,,,2010.2360248352015,1713.7337743177586
146377,4879.2,,,1944.7119712085673,1283.3505442225896,,,,,,,,,,,2010.634994897367,1713.7856591542231
146378,4879.233333333334,,,1945.0364457485991,1281.806257979929,,,,,,,,,,,2010.2783550781644,1713.726195619277
146379,4879.266666666666,,,1945.122922233804,1280.548301701509,,,,,,,,,,,2010.2948326961819,1713.7447132283398
146380,4879.3,,,,,,,,,,,,,,,2010.304693988656,1713.7399390524752
146381,4879.333333333333,,,,,,,,,,,,,,,2010.3171006914552,1713.779498422346
146382,4879.366666666667,,,,,,,,,,,,,,,2010.3119905594247,1713.7939116026914
146383,4879.4,,,,,,,,,,,,,,,2010.3332450595983,1713.7184945295965
146384,4879.433333333333,,,,,,,,,,,,,,,2010.679670360407,1713.8432871649545
146385,4879.466666666666,,,,,,,,,,,,,,,2010.3242611000205,1713.7515460966188
146386,4879.5,,,,,,,,,,,,,,,2010.314103835162,1713.811830271254
146387,4879.533333333333,,,,,,,,,,,,,,,2010.3151131144157,1713.788496576347
146388,4879.566666666667,,,,,,,,,,,,,,,2010.3079053099711,1713.7820410626061
146389,4879.6,,,,,,,,,,,,,,,2010.3141422739095,1713.7609158887617
146390,4879.633333333333,,,,,,,,,,,,,,,2010.3182140343843,1713.6997438344629
146391,4879.666666666667,,,,,,,,,,,,,,,2010.6351643283394,1713.92505807344
146392,4879.7,,,,,,,,,,,,,,,2010.305248515414,1713.6848991449888
146393,4879.733333333334,,,,,,,,,,,,,,,2010.27039563609,1713.7917178515695
146394,4879.766666666666,,,,,,,,,,,,,,,2010.2749354309929,1713.7048534760006
146395,4879.8,,,,,,,,,,,,,,,2010.603658652725,1713.9195840425334
146396,4879.833333333333,,,,,,,,,,,,,,,2010.2555821456779,1713.7719169655995
146397,4879.866666666667,,,,,,,,,,,,,,,2010.632572346002,1713.8745434400066
146398,4879.9,,,,,,,,,,,,,,,2010.2921140210517,1713.8210233178827
146399,4879.933333333333,,,,,,,,,,,,,,,2010.6459382960509,1713.9343165723662
146400,4879.966666666666,,,,,,,,,,,,,,,2010.6400643007025,1713.9429381741486
146401,4880,,,,,,,,,,,,,,,2010.311618707739,1713.6890061909462
