"Worm Data","Bending Angle - Mid-Point (degrees)"
"Sequence","24-Sept-24.avi"

,,"Track"
"Frame","Time","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","10 ","11 ","12 ","13 ","14 ","15 ","16 "
37343,1244.7333333333333,,,,,,,,,,,,,,,,
37344,1244.7666666666667,,,,,,,,,,,,,,,,
37345,1244.8,,,,,,,,,,,,,,,,
37346,1244.8333333333333,,,,,,,,,,,,,,,,
37347,1244.8666666666666,,,,,,,,,,,,,,,,
37348,1244.9,,,,,,,,,,,,,,,,
37349,1244.9333333333334,,,,,,,,,,,,,,,,
37350,1244.9666666666667,,,,,,,,,,,,,,,,
37351,1245,,,,,,,,,,,,,,,,
37352,1245.0333333333333,,,,,,,,,,,,,,,,
37353,1245.0666666666666,,,,,,,,,,,,,,,,
37354,1245.1,,,,,,,,,,,,,,,,
37355,1245.1333333333332,,,,,,,,,,,,,,,,
37356,1245.1666666666667,,,,,,,,,,,,,,,,
37357,1245.2,,,,,,,,,,,,,,,,
37358,1245.2333333333333,,,,,,,,,,,,,,,,
37359,1245.2666666666667,,,,,,,,,,,,,,,,
37360,1245.3,,,,,,,,,,,,,,,,
37361,1245.3333333333333,,,,,,,,,,,,,,,,
37362,1245.3666666666666,,,,,,,,,,,,,,,,
37363,1245.4,,,,,,,,,,,,,,,,
37364,1245.4333333333334,,,,,,,,,,,,,,,,
37365,1245.4666666666667,,,,,,,,,,,,,,,,
37366,1245.5,,,,,,,,,,,,,,,,
37367,1245.5333333333333,,,,,,,,,,,,,,,,
37368,1245.5666666666666,,,,,,,,,,,,,,,,
37369,1245.6,,,,,,,,,,,,,,,,
37370,1245.6333333333332,,,,,,,,,,,,,,,,
37371,1245.6666666666667,,,,,,,,,,,,,,,,
37372,1245.7,,,,,,,,,,,,,,,,
37373,1245.7333333333333,,,,,,,,,,,,,,,,
37374,1245.7666666666667,,,,,,,,,,,,,,,,
37375,1245.8,,,,,,,,,,,,,,,,
37376,1245.8333333333333,,,,,,,,,,,,,,,,
37377,1245.8666666666666,,,,,,,,,,,,,,,,
37378,1245.9,,,,,,,,,,,,,,,,
37379,1245.9333333333334,,,,,,,,,,,,,,,,
37380,1245.9666666666667,,,,,,,,,,,,,,,,
37381,1246,,,,,,,,,,,,,,,,
37382,1246.0333333333333,,,,,,,,,,,,,,,,
37383,1246.0666666666666,,,,,,,,,,,,,,,,
37384,1246.1,,,,,,,,,,,,,,,,
37385,1246.1333333333332,,,,,,,,,,,,,,,,
37386,1246.1666666666667,,,,,,,,,,,,,,,,
37387,1246.2,,,,,,,,,,,,,,,,
37388,1246.2333333333333,,,,,,,,,,,,,,,,
37389,1246.2666666666667,,,,,,,,,,,,,,,,
37390,1246.3,,,,,,,,,,,,,,,,
37391,1246.3333333333333,,,,,,,,,,,,,,,,
37392,1246.3666666666666,,,,,,,,,,,,,,,,
37393,1246.4,,,,,,,,,,,,,,,,
37394,1246.4333333333334,,,,,,,,,,,,,,,,
37395,1246.4666666666667,,,,,,,,,,,,,,,,
37396,1246.5,,,,,,,,,,,,,,,,
37397,1246.5333333333333,,,,,,,,,,,,,,,,
37398,1246.5666666666666,,,,,,,,,,,,,,,,
37399,1246.6,,,,,,,,,,,,,,,,
37400,1246.6333333333332,,,,,,,,,,,,,,,,
37401,1246.6666666666667,,,,,,,,,,,,,,,,
37402,1246.7,,,,,,,,,,,,,,,,
37403,1246.7333333333333,,,,,,,,,,,,,,,,
37404,1246.7666666666667,,,,,,,,,,,,,,,,
37405,1246.8,,,,,,,,,,,,,,,,
37406,1246.8333333333333,,,,,,,,,,,,,,,,
37407,1246.8666666666666,,,,,,,,,,,,,,,,
37408,1246.9,,,,,,,,,,,,,,,,
37409,1246.9333333333334,,,,,,,,,,,,,,,,
37410,1246.9666666666667,,,,,,,,,,,,,,,,
37411,1247,,,,,,,,,,,,,,,,
37412,1247.0333333333333,,,,,,,,,,,,,,,,
37413,1247.0666666666666,,,,,,,,,,,,,,,,
37414,1247.1,,,,,,,,,,,,,,,,
37415,1247.1333333333332,,,,,,,,,,,,,,,,
37416,1247.1666666666667,,,,,,,,,,,,,,,,
37417,1247.2,,,,,,,,,,,,,,,,
37418,1247.2333333333333,,,,,,,,,,,,,,,,
37419,1247.2666666666667,,,,,,,,,,,,,,,,
37420,1247.3,,,,,,,,,,,,,,,,
37421,1247.3333333333333,,,,,,,,,,,,,,,,
37422,1247.3666666666666,,,,,,,,,,,,,,,,
37423,1247.4,,,,,,,,,,,,,,,,
37424,1247.4333333333334,,,,,,,,,,,,,,,,
37425,1247.4666666666667,,,,,,,,,,,,,,,,
37426,1247.5,,,,,,,,,,,,,,,,
37427,1247.5333333333333,,,,,,,,,,,,,,,,
37428,1247.5666666666666,,,,,,,,,,,,,,,,
37429,1247.6,,,,,,,,,,,,,,,,
37430,1247.6333333333332,,,,,,,,,,,,,,,,
37431,1247.6666666666667,,,,,,,,,,,,,,,,
37432,1247.7,,,,,,,,,,,,,,,,
37433,1247.7333333333333,,,,,,,,,,,,,,,,
37434,1247.7666666666667,,,,,,,,,,,,,,,,
37435,1247.8,,,,,,,,,,,,,,,,
37436,1247.8333333333333,,,,,,,,,,,,,,,,
37437,1247.8666666666666,,,,,,,,,,,,,,,,
37438,1247.9,,,,,,,,,,,,,,,,
37439,1247.9333333333334,,,,,,,,,,,,,,,,
37440,1247.9666666666667,,,,,,,,,,,,,,,,
37441,1248,,,,,,,,,,,,,,,,
37442,1248.0333333333333,,,,,,,,,,,,,,,,
37443,1248.0666666666666,,,,,,,,,,,,,,,,
37444,1248.1,,,,,,,,,,,,,,,,
37445,1248.1333333333332,,,,,,,,,,,,,,,,
37446,1248.1666666666667,,,,,,,,,,,,,,,,
37447,1248.2,,,,,,,,,,,,,,,,
37448,1248.2333333333333,,,,,,,,,,,,,,,,
37449,1248.2666666666667,,,,,,,,,,,,,,,,
37450,1248.3,,,,,,,,,,,,,,,,
37451,1248.3333333333333,,,,,,,,,,,,,,,,
37452,1248.3666666666666,,,,,,,,,,,,,,,,
37453,1248.4,,,,,,,,,,,,,,,,
37454,1248.4333333333334,,,,,,,,,,,,,,,,
37455,1248.4666666666667,,,,,,,,,,,,,,,,
37456,1248.5,,,,,,,,,,,,,,,,
37457,1248.5333333333333,,,,,,,,,,,,,,,,
37458,1248.5666666666666,,,,,,,,,,,,,,,,
37459,1248.6,,,,,,,,,,,,,,,,
37460,1248.6333333333332,,,,,,,,,,,,,,,,
37461,1248.6666666666667,,,,,,,,,,,,,,,,
37462,1248.7,,,,,,,,,,,,,,,,
37463,1248.7333333333333,,,,,,,,,,,,,,,,
37464,1248.7666666666667,,,,,,,,,,,,,,,,
37465,1248.8,,,,,,,,,,,,,,,,
37466,1248.8333333333333,,,,,,,,,,,,,,,,
37467,1248.8666666666666,,,,,,,,,,,,,,,,
37468,1248.9,,,,,,,,,,,,,,,,
37469,1248.9333333333334,,,,,,,,,,,,,,,,
37470,1248.9666666666667,,,,,,,,,,,,,,,,
37471,1249,,,,,,,,,,,,,,,,
37472,1249.0333333333333,,,,,,,,,,,,,,,,
37473,1249.0666666666666,,,,,,,,,,,,,,,,
37474,1249.1,,,,,,,,,,,,,,,,
37475,1249.1333333333332,,,,,,,,,,,,,,,,
37476,1249.1666666666667,,,,,,,,,,,,,,,,
37477,1249.2,,,,,,,,,,,,,,,,
37478,1249.2333333333333,,,,,,,,,,,,,,,,
37479,1249.2666666666667,,,,,,,,,,,,,,,,
37480,1249.3,,,,,,,,,,,,,,,,
37481,1249.3333333333333,,,,,,,,,,,,,,,,
37482,1249.3666666666666,,,,,,,,,,,,,,,,
37483,1249.4,,,,,,,,,,,,,,,,
37484,1249.4333333333334,,,,,,,,,,,,,,,,
37485,1249.4666666666667,,,170.24234809095643
37486,1249.5,,,149.84085147552292
37487,1249.5333333333333,,,118.74879128851775
37488,1249.5666666666666,,,50.42466857575909
37489,1249.6,,,28.51738933704662
37490,1249.6333333333332,,,1.0375706075190634
37491,1249.6666666666667,,,-14.81085395174191
37492,1249.7,,,-22.215598852717953
37493,1249.7333333333333,,,-44.45324659828938
37494,1249.7666666666667,,,-56.39975206698656
37495,1249.8,,,-63.727073646814176
37496,1249.8333333333333,,,-59.45479378385797
37497,1249.8666666666666,,,-57.88983033353549
37498,1249.9,,,-46.5228609199635
37499,1249.9333333333334,,,-36.30419036957042
37500,1249.9666666666667,,,-30.950718480531684
37501,1250,,,-10.274570369077388
37502,1250.0333333333333,,,3.7092049690119486
37503,1250.0666666666666,,,17.897517905616095
37504,1250.1,,,33.156925583481446
37505,1250.1333333333332,,,41.4594562930771
37506,1250.1666666666667,,,57.557458022561484
37507,1250.2,,,67.8163248674139
37508,1250.2333333333333,,,74.92105050518941
37509,1250.2666666666667,,,76.17669010346908
37510,1250.3,,,,-155.5940761014972
37511,1250.3333333333333,,,,-158.0613635413312
37512,1250.3666666666666,,,,-160.03936592702274
37513,1250.4,,,,-162.21018070765112
37514,1250.4333333333334,,,,-152.81069809292788
37515,1250.4666666666667,,,,-152.86573866480882
37516,1250.5,,,,-144.00897190704882
37517,1250.5333333333333,,,,-65.91403207581416
37518,1250.5666666666666,,,,4.8476460514679465
37519,1250.6,,,,-11.087456411002332
37520,1250.6333333333332,,,,-9.614660569499193
37521,1250.6666666666667,,,,-5.857584583478785
37522,1250.7,,,,-28.480372637026118
37523,1250.7333333333333,,,,-30.201066554107292
37524,1250.7666666666667,,,,-61.72530384749666
37525,1250.8,,,,-77.85040044501635
37526,1250.8333333333333,,,,-75.87403668036993
37527,1250.8666666666666,,,,-85.0985400655823
37528,1250.9,,,,-73.59730890822296
37529,1250.9333333333334,,,,-58.702664558313444
37530,1250.9666666666667,,,,-33.77074557527768
37531,1251,,,,-6.582382022704588
37532,1251.0333333333333,,,,35.28721117295876
37533,1251.0666666666666,,,,46.769419544797685
37534,1251.1,,,,89.72815017497568
37535,1251.1333333333332,,,,108.43016774810287
37536,1251.1666666666667,,,,,-102.15067987929335
37537,1251.2,,,,,-14.473204275257105
37538,1251.2333333333333,,,,,-90.31243160667229
37539,1251.2666666666667,,,,,-71.79625760710302
37540,1251.3,,,,,-101.77650457566742
37541,1251.3333333333333,,,,,-130.21563148216194
37542,1251.3666666666666,,,,,-153.08227827103107
37543,1251.4,,,,,-176.88544071976403
37544,1251.4333333333334,,,,,-166.05084803205898
37545,1251.4666666666667,,,,,-170.15476536475614
37546,1251.5,,,,,-169.8497199100483
37547,1251.5333333333333,,,,,-175.15706076752915
37548,1251.5666666666666,,,,,-173.9763489675459
37549,1251.6,,,,,-178.33690944769904
37550,1251.6333333333332,,,,,-179.02210457215278
37551,1251.6666666666667,,,,,-177.05988865248176
37552,1251.7,,,,,-128.772411295998
37553,1251.7333333333333,,,,,-82.99071273962414
37554,1251.7666666666667,,,,,-25.31220242099633
37555,1251.8,,,,,-1.174865783550388
37556,1251.8333333333333,,,,,3.3820963697771287
37557,1251.8666666666666,,,,,13.286512930266458
37558,1251.9,,,,,38.1582431916816
37559,1251.9333333333334,,,,,38.99583539198816
37560,1251.9666666666667,,,,,45.27850582556879
37561,1252,,,,,46.80162922443942
37562,1252.0333333333333,,,,,37.29840015654104
37563,1252.0666666666666,,,,,,-35.30389792972905
37564,1252.1,,,,,,-26.354696105180647
37565,1252.1333333333332,,,,,,-16.254662175943917
37566,1252.1666666666667,,,,,,-12.694144101292599
37567,1252.2,,,,,,-2.5396761804321555
37568,1252.2333333333333,,,,,,11.636002358866316
37569,1252.2666666666667,,,,,,3.4748770629647803
37570,1252.3,,,,,,17.312596767609666
37571,1252.3333333333333,,,,,,25.23403085895341
37572,1252.3666666666666,,,,,,24.797291744220697
37573,1252.4,,,,,,,142.81919942698903
37574,1252.4333333333334,,,,,,,158.33747014670578
37575,1252.4666666666667,,,,,,,154.7214961486046
37576,1252.5,,,,,,,136.98982199720592
37577,1252.5333333333333,,,,,,,108.61083900938442
37578,1252.5666666666666,,,,,,,70.11196618028237
37579,1252.6,,,,,,,32.48329170352847
37580,1252.6333333333332,,,,,,,-0.5227513113169986
37581,1252.6666666666667,,,,,,,-5.162816275935311
37582,1252.7,,,,,,,-13.66472080290443
37583,1252.7333333333333,,,,,,,-23.642754707223535
37584,1252.7666666666667,,,,,,,-26.93303502779939
37585,1252.8,,,,,,,-23.34450384192322
37586,1252.8333333333333,,,,,,,-10.666648722909226
37587,1252.8666666666666,,,,,,,-5.711372442740119
37588,1252.9,,,,,,,-0.7002843088237033
37589,1252.9333333333334,,,,,,,8.606578149527074
37590,1252.9666666666667,,,,,,,5.671320239676257
37591,1253,,,,,,,12.328808591874513
37592,1253.0333333333333,,,,,,,13.121183868588245
37593,1253.0666666666666,,,,,,,16.370117776615597
37594,1253.1,,,,,,,20.769063580930155
37595,1253.1333333333332,,,,,,,14.32113332769175
37596,1253.1666666666667,,,,,,,20.952726188985434
37597,1253.2,,,,,,,29.67059925549721
37598,1253.2333333333333,,,,,,,23.973425668669474
37599,1253.2666666666667,,,,,,,-12.53703837307007
37600,1253.3,,,,,,,-9.811763650261488
37601,1253.3333333333333,,,,,,,,-67.80399682364018
37602,1253.3666666666666,,,,,,,,-19.62767224564785
37603,1253.4,,,,,,,,-22.402804699876906
37604,1253.4333333333334,,,,,,,,25.863271045161806
37605,1253.4666666666667,,,,,,,,54.112905821815936
37606,1253.5,,,,,,,,61.15474312965494
37607,1253.5333333333333,,,,,,,,57.545507304716814
37608,1253.5666666666666,,,,,,,,46.60193709959043
37609,1253.6,,,,,,,,33.69046934968359
37610,1253.6333333333332,,,,,,,,10.431307499838073
37611,1253.6666666666667,,,,,,,,-3.1561612609644816
37612,1253.7,,,,,,,,-20.23990308220886
37613,1253.7333333333333,,,,,,,,-58.25387421791519
37614,1253.7666666666667,,,,,,,,-67.50451396123833
37615,1253.8,,,,,,,,-117.30739272261052
37616,1253.8333333333333,,,,,,,,-149.56633391741065
37617,1253.8666666666666,,,,,,,,-150.40162866229306
37618,1253.9,,,,,,,,-143.5569955417794
37619,1253.9333333333334,,,,,,,,-84.4905074856363
37620,1253.9666666666667,,,,,,,,-50.73842635620765
37621,1254,,,,,,,,-18.620904943325748
37622,1254.0333333333333,,,,,,,,11.849900694729072
37623,1254.0666666666666,,,,,,,,49.04145201394948
37624,1254.1,,,,,,,,62.83896791528458
37625,1254.1333333333332,,,,,,,,82.10889984922598
37626,1254.1666666666667,,,,,,,,77.49603064568208
37627,1254.2,,,,,,,,44.76323483810424
37628,1254.2333333333333,,,,,,,,23.41222882894068
37629,1254.2666666666667,,,,,,,,-20.018159224960343
37630,1254.3,,,,,,,,-55.28617465208821
37631,1254.3333333333333,,,,,,,,-90.19254975399345
37632,1254.3666666666666,,,,,,,,-92.56453126836422
37633,1254.4,,,,,,,,-113.76100621111426
37634,1254.4333333333334,,,,,,,,-125.95150512567785
37635,1254.4666666666667,,,,,,,,-167.61096939329502
37636,1254.5,,,,,,,,-173.1623544705787
37637,1254.5333333333333,,,,,,,,-171.24018870286622
37638,1254.5666666666666,,,,,,,,-156.88886616614937
37639,1254.6,,,,,,,,-120.91097737012304
37640,1254.6333333333332,,,,,,,,-100.1668111769551
37641,1254.6666666666667,,,,,,,,-52.86760782190278
37642,1254.7,,,,,,,,-19.974687796111372
37643,1254.7333333333333,,,,,,,,19.729609461020974
37644,1254.7666666666667,,,,,,,,38.96634060597812
37645,1254.8,,,,,,,,63.282168875807976
37646,1254.8333333333333,,,,,,,,79.33016263925069
37647,1254.8666666666666,,,,,,,,94.81569703856421
37648,1254.9,,,,,,,,94.34869907482921
37649,1254.9333333333334,,,,,,,,87.85178998225413
37650,1254.9666666666667,,,,,,,,76.59419536036313
37651,1255,,,,,,,,49.149525080312564
37652,1255.0333333333333,,,,,,,,24.804952733120853
37653,1255.0666666666666,,,,,,,,-7.457471035526047
37654,1255.1,,,,,,,,-40.1931784475585
37655,1255.1333333333332,,,,,,,,-84.39519245227798
37656,1255.1666666666667,,,,,,,,-85.30423037304563
37657,1255.2,,,,,,,,-113.43155337277089
37658,1255.2333333333333,,,,,,,,-119.14906814057366
37659,1255.2666666666667,,,,,,,,-133.31598106454973
37660,1255.3,,,,,,,,-117.83422416044209
37661,1255.3333333333333,,,,,,,,-122.37469625731207
37662,1255.3666666666666,,,,,,,,-102.93859518397048
37663,1255.4,,,,,,,,-83.71620664290927
37664,1255.4333333333334,,,,,,,,-51.834092897356584
37665,1255.4666666666667,,,,,,,,-28.658039201180735
37666,1255.5,,,,,,,,-4.316515433724158
37667,1255.5333333333333,,,,,,,,19.898922127527538
37668,1255.5666666666666,,,,,,,,34.97469960034793
37669,1255.6,,,,,,,,57.28605856449952
37670,1255.6333333333332,,,,,,,,73.74044927124366
37671,1255.6666666666667,,,,,,,,102.5811083969789
37672,1255.7,,,,,,,,103.49074825193883
37673,1255.7333333333333,,,,,,,,115.09583867692758
37674,1255.7666666666667,,,,,,,,107.70436958109288
37675,1255.8,,,,,,,,104.07466160976116
37676,1255.8333333333333,,,,,,,,87.93898799163833
37677,1255.8666666666666,,,,,,,,85.09818567627825
37678,1255.9,,,,,,,,84.0881969595112
37679,1255.9333333333334,,,,,,,,85.95089427793997
37680,1255.9666666666667,,,,,,,,91.93157757571642
37681,1256,,,,,,,,93.87277891176197
37682,1256.0333333333333,,,,,,,,106.75327475077572
37683,1256.0666666666666,,,,,,,,112.16848346637565
37684,1256.1,,,,,,,,115.37332762738554
37685,1256.1333333333332,,,,,,,,111.54048325791021
37686,1256.1666666666667,,,,,,,,95.35733751609337
37687,1256.2,,,,,,,,87.19362157502708
37688,1256.2333333333333,,,,,,,,59.797921846076235
37689,1256.2666666666667,,,,,,,,57.24715195321358
37690,1256.3,,,,,,,,48.14562209724618
37691,1256.3333333333333,,,,,,,,53.96299526023795
37692,1256.3666666666666,,,,,,,,50.52964852750533
37693,1256.4,,,,,,,,36.20659576191463
37694,1256.4333333333334,,,,,,,,60.00135433078597
37695,1256.4666666666667,,,,,,,,61.98873097816251
37696,1256.5,,,,,,,,63.32878175716351
37697,1256.5333333333333,,,,,,,,63.38283248879018
37698,1256.5666666666666,,,,,,,,62.64572062690274
37699,1256.6,,,,,,,,93.13157639168772
37700,1256.6333333333332,,,,,,,,94.4226206000755
37701,1256.6666666666667,,,,,,,,90.10908087300896
37702,1256.7,,,,,,,,70.76705438620037
37703,1256.7333333333333,,,,,,,,90.61144528201729
37704,1256.7666666666667,,,,,,,,89.70086336044629
37705,1256.8,,,,,,,,75.58834515264144
37706,1256.8333333333333,,,,,,,,99.59400416707074
37707,1256.8666666666666,,,,,,,,135.73869125699466
37708,1256.9,,,,,,,,163.4891754807453
37709,1256.9333333333334,,,,,,,,-168.7674605103344
37710,1256.9666666666667,,,,,,,,-160.83766869876843
37711,1257,,,,,,,,-169.26834539762538
37712,1257.0333333333333,,,,,,,,-166.77989216124632
37713,1257.0666666666666,,,,,,,,-153.14751893383445
37714,1257.1,,,,,,,,-153.03645268825363
37715,1257.1333333333332,,,,,,,,-155.58396987134842
37716,1257.1666666666667,,,,,,,,-124.60674949911966
37717,1257.2,,,,,,,,-151.51013098222404
37718,1257.2333333333333,,,,,,,,-169.27808565594486
37719,1257.2666666666667,,,,,,,,,-142.95479409195866
37720,1257.3,,,,,,,,,-120.7900008371027
37721,1257.3333333333333,,,,,,,,,-100.03993090100036
37722,1257.3666666666666,,,,,,,,,-84.17584387514867
37723,1257.4,,,,,,,,,-80.51788018866156
37724,1257.4333333333334,,,,,,,,,-78.85683569951159
37725,1257.4666666666667,,,,,,,,,-79.05137174428877
37726,1257.5,,,,,,,,,-79.18746285512162
37727,1257.5333333333333,,,,,,,,,-108.57095368118885
37728,1257.5666666666666,,,,,,,,,-122.06506260141029
37729,1257.6,,,,,,,,,-139.65516314889499
37730,1257.6333333333332,,,,,,,,,-146.38241375603417
37731,1257.6666666666667,,,,,,,,,-165.12152260422405
37732,1257.7,,,,,,,,,-178.52321321585242
37733,1257.7333333333333,,,,,,,,,,,,,,,,
37734,1257.7666666666667,,,,,,,,,,,,,,,,
37735,1257.8,,,,,,,,,,,,,,,,
37736,1257.8333333333333,,,,,,,,,,,,,,,,
37737,1257.8666666666666,,,,,,,,,,,,,,,,
37738,1257.9,,,,,,,,,,,,,,,,
37739,1257.9333333333334,,,,,,,,,,,,,,,,
37740,1257.9666666666667,,,,,,,,,,,,,,,,
37741,1258,,,,,,,,,,,,,,,,
37742,1258.0333333333333,,,,,,,,,,,,,,,,
37743,1258.0666666666666,,,,,,,,,,,,,,,,
37744,1258.1,,,,,,,,,,,,,,,,
37745,1258.1333333333332,,,,,,,,,,,,,,,,
37746,1258.1666666666667,,,,,,,,,,,,,,,,
37747,1258.2,,,,,,,,,,,,,,,,
37748,1258.2333333333333,,,,,,,,,,,,,,,,
37749,1258.2666666666667,,,,,,,,,,,,,,,,
37750,1258.3,,,,,,,,,,,,,,,,
37751,1258.3333333333333,,,,,,,,,,,,,,,,
37752,1258.3666666666666,,,,,,,,,,-176.49318043782304
37753,1258.4,,,,,,,,,,177.09904327323287
37754,1258.4333333333334,,,,,,,,,,-175.198795162382
37755,1258.4666666666667,,,,,,,,,,-167.88600523373847
37756,1258.5,,,,,,,,,,-155.23640926773894
37757,1258.5333333333333,,,,,,,,,,-123.98221081637428
37758,1258.5666666666666,,,,,,,,,,-107.73895490865864
37759,1258.6,,,,,,,,,,-95.91588024378298
37760,1258.6333333333332,,,,,,,,,,-75.09422955109376
37761,1258.6666666666667,,,,,,,,,,-75.82749244614615
37762,1258.7,,,,,,,,,,-90.90760587053744
37763,1258.7333333333333,,,,,,,,,,-113.52254559872567
37764,1258.7666666666667,,,,,,,,,,,,,,,,
37765,1258.8,,,,,,,,,,,,,,,,
