"Worm Data","Position (um) of Centroid"
"Sequence","capture-0001.avi"

,,"Track"
"Frame","Time","1 x","1 y","2 x","2 y"
41184,1372.7666666666667,1540.2039421860086,407.87875505456486,1396.3712602780352,364.26818868846954
41185,1372.8,1539.6502619882683,407.6153002392673,1396.7269631702995,364.69339589045126
41186,1372.8333333333333,1539.685872592054,407.5674253455634,1396.3179087628473,364.32981258761697
41187,1372.8666666666666,1539.7362261824028,407.51130449121206,1396.533751561966,364.8780348170794
41188,1372.9,1539.7778846044594,407.44424177035467,1396.1572570656379,364.46924188389016
41189,1372.9333333333334,1540.3672677632348,407.64298326214225,1396.5477515036282,364.8576937073774
41190,1372.9666666666667,1541.5760912033243,407.6508561861988,1396.7538203411393,364.668737182064
41191,1373,1541.5779629181313,407.6689580581376,1396.7541001526058,364.68019571607806
41192,1373.0333333333333,1541.5788352658783,407.66390168419935,1396.3511783263748,364.31106018687547
41193,1373.0666666666666,1542.1751943121521,407.53982083525875,1396.3822294344823,364.28934319621567
41194,1373.1,1543.146515226007,406.84626540157774,1396.6996530942527,364.75566999572266
41195,1373.1333333333332,1542.735409127471,407.29801235309515,1395.938454365399,363.9951045412811
41196,1373.1666666666667,1543.322117710402,406.1929762543132,1397.1232566937297,365.15615172532625
41197,1373.2,1542.8741070500391,402.8014177862369,1397.0608236486025,365.2138574459318
41198,1373.2333333333333,1542.5676348313975,400.6830879526526,1397.3642705594884,365.69018505323675
41199,1373.2666666666667,1541.5568861568183,399.2644597962435,1396.9212450314544,365.3622638027657
41200,1373.3,1541.2335926367227,397.92605804079244,1397.1159275329883,365.1494380990016
41201,1373.3333333333333,1540.2984600831935,397.54818750066033,1396.69836226791,364.7863734076866
41202,1373.3666666666666,1540.1446264984904,396.44795714059046,1396.193933836192,364.5222116438888
41203,1373.4,1539.097319378672,397.07492930137255,1396.2126274029656,364.498878893196
41204,1373.4333333333334,1539.7578007190223,396.73458229076846,1396.341838108364,364.35801365994166
41205,1373.4666666666667,1539.8641026935675,397.62280918131114,1396.2411826132377,364.4602092381672
41206,1373.5,1540.9717934898126,398.55371024167766,1396.179530500795,364.5263163375753
41207,1373.5333333333333,1542.587682166029,400.0528461276069,1396.5443571868075,364.9402069219045
41208,1373.5666666666666,1543.8269831428208,401.22821179199536,1396.5578796253458,364.92313172749505
41209,1373.6,1544.9932064901452,402.3536467297297,1396.1685967471547,364.5311521697706
41210,1373.6333333333332,1546.3118328048677,402.2112478136148,1396.6959737255343,364.76840305155974
41211,1373.6666666666667,1547.0998162972007,402.02191420998656,1396.7506112121569,364.7176837824077
41212,1373.7,1547.2037493411995,401.9865660393307,1396.5344636895497,364.9457329164311
41213,1373.7333333333333,1547.2891490757231,401.5914941994331,1396.1540724112338,364.5416693649438
41214,1373.7666666666667,1547.1054396881937,401.97405918030836,1397.0007001779786,365.2404717806601
41215,1373.8,1546.1936230664596,401.00110832955716,1396.9759241349193,365.260038441123
41216,1373.8333333333333,1544.9913147711827,399.91849316996536,1396.5258773267822,364.9307024673856
41217,1373.8666666666666,1542.641329452163,399.2383645848538,1396.539778271924,364.9070056057958
41218,1373.9,1540.242982228936,398.1646574222891,1396.554917079099,364.8900598014027
41219,1373.9333333333334,1538.5202659790712,396.3849197240131,1396.5503338961848,364.8991765498238
41220,1373.9666666666667,1536.9121165618321,395.4155609946929,1396.5208123497382,364.9366338784673
41221,1374,1536.027442039774,394.6415450337586,1396.596927545274,364.8518399910763
41222,1374.0333333333333,1535.5736803592415,394.4570557166437,1396.2109578503616,364.4585987548155
41223,1374.0666666666666,1537.0128168462638,394.2878039061302,1396.613862757914,364.8338007240136
41224,1374.1,1538.0760341361708,396.4353450364922,1396.533065331574,364.9213581511899
41225,1374.1333333333332,1540.2129084403648,396.64450819226613,1396.497466425285,364.95917243023064
41226,1374.1666666666667,1542.7041484612664,396.27224675930324,1396.1172837349704,364.5567562475874
41227,1374.2,1544.5833028634925,396.49584135613986,1396.1230193391875,364.54588937526
41228,1374.2333333333333,1545.8509156309563,396.5328635681094,1396.544327128193,364.89434093612977
41229,1374.2666666666667,1546.9165209618136,396.0193334372059,1396.9121781667195,365.3224700073183
41230,1374.3,1547.691732105831,395.64721935757757,1396.5270633514306,364.93223162975073
41231,1374.3333333333333,1547.1267841322835,396.1335790069468,1396.6507343674612,364.78558861548595
41232,1374.3666666666666,1544.5763942690123,395.51369387889895,1396.597628192753,364.8470659793377
41233,1374.4,1541.86516765881,394.7082846196206,1396.2301440229546,364.4370523603593
41234,1374.4333333333334,1539.6834903837055,393.4893235627644,1396.2259983666295,364.4528103055859
41235,1374.4666666666667,1537.9453447825042,391.8664106303331,1397.0976021810188,365.12664195120624
41236,1374.5,1536.8281464048027,391.356779991175,1396.668631405697,364.7746523224296
41237,1374.5333333333333,1535.9130563087576,390.7653303360621,1395.973440659542,365.37376293919556
41238,1374.5666666666666,1535.3729153027584,390.2233983039598,1396.4735959384077,364.7151633647734
41239,1374.6,1535.6709355543228,390.85928993636276,1396.2788025253215,365.6223791349046
41240,1374.6333333333332,1536.342920153751,391.2516413903493,1396.8595927515528,365.14166565787446
41241,1374.6666666666667,1537.8129434574064,391.2068920103536,1396.3697941284488,365.6252864817825
41242,1374.7,1539.7435643910064,391.16780250308466,1395.3133199223455,363.37671666683946
41243,1374.7333333333333,1541.8116381289133,391.77007643335696,1395.3062886899734,363.3909388492875
41244,1374.7666666666667,1543.8985713914385,391.2415827588129,1395.4174604671734,363.2438762006925
41245,1374.8,1544.8075469295925,391.82926664552133,1395.234608035762,363.45869369702996
41246,1374.8333333333333,1545.2877952279753,391.2775772249927,1395.141992499111,363.57609516733555
41247,1374.8666666666666,1544.8707775727953,390.3324066005098,1395.1720467124278,363.5553920111847
41248,1374.9,1543.0591697282257,390.37080643882746,1395.5637476594802,363.8624050918511
41249,1374.9333333333334,1541.3446550524857,389.16559314746223,1395.2627866865516,363.47968393780934
41250,1374.9666666666667,1540.0428020553131,388.3238263957976,1394.852018920864,363.2085007219405
41251,1375,1538.9515104639268,387.29612711590994,1395.2137288565661,363.53734711079187
41252,1375.0333333333333,1538.499404466723,386.7069853568057,1395.0925687536437,364.41879450523766
41253,1375.0666666666666,1537.9958673121416,386.60679081832586,1395.569036902891,363.93407871354
41254,1375.1,1537.6516239042883,386.9422055542623,1395.623084753121,363.8843487460899
41255,1375.1333333333332,1538.542307253808,386.6630397174313,1395.6134092217349,363.87400443545425
41256,1375.1666666666667,1539.6859521989832,386.6309955908273,1395.2154000678897,363.55596786040746
41257,1375.2,1541.0212318854396,387.79665547361697,1395.1783410557466,363.5886214071527
41258,1375.2333333333333,1542.8976513573812,388.3149914686435,1395.043964239317,364.40304215846663
41259,1375.2666666666667,1544.4805181092563,389.4685751265549,1396.2859478620376,364.5824282920112
41260,1375.3,1546.4235609520913,389.2659394432105,1396.261891043647,364.6101824760244
41261,1375.3333333333333,1546.6152421577553,389.4974390716552,1397.1092475596356,365.1776212826421
41262,1375.3666666666666,1545.9886612045343,388.9369863594229,1396.374618502208,364.51032063482535
41263,1375.4,1544.1504745412026,387.3347225231021,1396.3297203985228,364.55360418175087
41264,1375.4333333333334,1543.4658039090339,385.66340184705973,1396.3978683393727,364.4870884661002
41265,1375.4666666666667,1542.5488470659914,384.80116951579316,1396.4457438633328,364.44077563877886
41266,1375.5,1542.1970345677046,383.9767838661021,1396.065538465751,364.1228262330301
41267,1375.5333333333333,1541.610469136104,384.0561082794609,1396.2255476117004,363.97920279168216
41268,1375.5666666666666,1541.6162776969359,383.7997490658204,1396.204275547069,363.9943526478803
41269,1375.6,1542.5171988924683,384.43707711622824,1396.2173992613875,363.9772785230134
41270,1375.6333333333332,1543.7227223040818,385.0889698692747,1396.5463968883662,364.3432777415144
41271,1375.6666666666667,1544.8793944784754,386.3197277382819,1396.3010596775093,364.5746545551442
41272,1375.7,1545.774239867404,388.00244064573417,1396.2848892701757,364.592107448912
41273,1375.7333333333333,1547.6351613033285,389.30996236186616,1396.3051203336179,364.57744551715905
